행정구역,인구수,,,,
전라남도 무안군 청계면(4684033000),"6,301",,,,
전라남도 무안군 현경면(4684034000),"4,648",,,,
전라남도 무안군 망운면(4684035000),"1,979",,,,
전라남도 무안군 해제면(4684036000),"4,933",,,,
전라남도 무안군 운남면(4684037000),"2,938",,,,
전라남도 함평군 (4686000000),"31,711",,,,
전라남도 함평군 함평읍(4686025000),"8,317",,,,
전라남도 함평군 손불면(4686031000),"3,366",,,,
전라남도 함평군 신광면(4686032000),"1,844",,,,
전라남도 함평군 학교면(4686033000),"3,809",,,,
전라남도 함평군 엄다면(4686034000),"1,904",,,,
전라남도 함평군 대동면(4686035000),"3,147",,,,
전라남도 함평군 나산면(4686036000),"2,831",,,,
전라남도 함평군 해보면(4686037000),"2,784",,,,
전라남도 함평군 월야면(4686038000),"3,709",,,,
전라남도 영광군 (4687000000),"52,663",,,,
전라남도 영광군 영광읍(4687025000),"21,711",,,,
전라남도 영광군 백수읍(4687025300),"4,625",,,,
전라남도 영광군 홍농읍(4687025600),"6,879",,,,
전라남도 영광군 대마면(4687031000),"1,764",,,,
전라남도 영광군 묘량면(4687032000),"1,753",,,,
전라남도 영광군 불갑면(4687033000),"1,371",,,,
전라남도 영광군 군서면(4687034000),"2,319",,,,
전라남도 영광군 군남면(4687035000),"2,405",,,,
전라남도 영광군 염산면(4687036000),"4,031",,,,
전라남도 영광군 법성면(4687037000),"5,235",,,,
전라남도 영광군 낙월면(4687038000),380,,,,
전라남도 영광군 낙월면안마출장소(4687038500),190,,,,
전라남도 장성군 (4688000000),"44,129",,,,
전라남도 장성군 장성읍(4688025000),"13,477",,,,
전라남도 장성군 진원면(4688031000),"3,725",,,,
전라남도 장성군 남면(4688032000),"3,717",,,,
전라남도 장성군 동화면(4688033000),"1,833",,,,
전라남도 장성군 삼서면(4688034000),"3,260",,,,
전라남도 장성군 삼계면(4688035000),"6,064",,,,
전라남도 장성군 황룡면(4688036000),"4,050",,,,
전라남도 장성군 서삼면(4688037000),"1,553",,,,
전라남도 장성군 북일면(4688038000),"1,389",,,,
전라남도 장성군 북이면(4688039000),"2,880",,,,
전라남도 장성군 북하면(4688040000),"2,181",,,,
전라남도 완도군 (4689000000),"49,673",,,,
전라남도 완도군 완도읍(4689025000),"18,182",,,,
전라남도 완도군 금일읍(4689025300),"3,753",,,,
전라남도 완도군 노화읍(4689025600),"4,400",,,,
전라남도 완도군 노화읍넙도출장소(4689029000),784,,,,
전라남도 완도군 군외면(4689031000),"3,230",,,,
전라남도 완도군 신지면(4689032000),"3,415",,,,
전라남도 완도군 고금면(4689033000),"4,255",,,,
전라남도 완도군 약산면(4689034000),"2,367",,,,
전라남도 완도군 청산면(4689035000),"2,073",,,,
전라남도 완도군 청산면모도출장소(4689035500),223,,,,
전라남도 완도군 소안면(4689036000),"2,503",,,,
전라남도 완도군 금당면(4689037000),986,,,,
전라남도 완도군 보길면(4689038000),"2,684",,,,
전라남도 완도군 생일면(4689039000),818,,,,
전라남도 진도군 (4690000000),"30,494",,,,
전라남도 진도군 진도읍(4690025000),"10,865",,,,
전라남도 진도군 군내면(4690031000),"3,017",,,,
전라남도 진도군 고군면(4690032000),"3,595",,,,
전라남도 진도군 의신면(4690033000),"3,499",,,,
전라남도 진도군 임회면(4690034000),"3,422",,,,
전라남도 진도군 지산면(4690035000),"3,145",,,,
전라남도 진도군 조도면(4690036000),"2,312",,,,
전라남도 진도군 조도면가사출장소(4690036500),259,,,,
전라남도 진도군 조도면거차출장소(4690036600),380,,,,
전라남도 신안군 (4691000000),"38,719",,,,
전라남도 신안군 지도읍(4691025000),"4,206",,,,
전라남도 신안군 지도읍선도출장소(4691025100),243,,,,
전라남도 신안군 압해읍(4691025300),"5,757",,,,
전라남도 신안군 압해읍매화출장소(4691025400),236,,,,
전라남도 신안군 압해읍고이도출장소(4691025500),231,,,,
전라남도 신안군 증도면(4691031000),"1,470",,,,
전라남도 신안군 증도면병풍출장소(4691031500),310,,,,
전라남도 신안군 임자면(4691032000),"3,198",,,,
전라남도 신안군 자은면(4691033000),"2,272",,,,
전라남도 신안군 비금면(4691034000),"3,530",,,,
전라남도 신안군 도초면(4691035000),"2,511",,,,
전라남도 신안군 도초면우이도출장소(4691035500),217,,,,
전라남도 신안군 흑산면(4691036000),"2,246",,,,
전라남도 신안군 흑산면가거도출장소(4691036500),448,,,,
전라남도 신안군 흑산면태도출장소(4691036600),218,,,,
전라남도 신안군 흑산면홍도출장소(4691036700),486,,,,
전라남도 신안군 흑산면대둔도출장소(4691036800),320,,,,
전라남도 신안군 하의면(4691037000),"1,739",,,,
전라남도 신안군 신의면(4691038000),"1,533",,,,
전라남도 신안군 장산면(4691039000),"1,559",,,,
전라남도 신안군 안좌면(4691040000),"2,694",,,,
전라남도 신안군 안좌면자라출장소(4691040500),277,,,,
전라남도 신안군 팔금면(4691041000),975,,,,
전라남도 신안군 암태면(4691042000),"2,043",,,,
경상북도  (4700000000),"2,635,563",,,,
경상북도 포항시 (4711000000),"503,786",,,,
경상북도 포항시 남구 (4711100000),"231,019",,,,
경상북도 포항시 남구 구룡포읍(4711125000),"7,522",,,,
경상북도 포항시 남구 연일읍(4711125300),"30,495",,,,
경상북도 포항시 남구 오천읍(4711125600),"55,248",,,,
경상북도 포항시 남구 대송면(4711131000),"3,478",,,,
경상북도 포항시 남구 동해면(4711132000),"9,890",,,,
경상북도 포항시 남구 장기면(4711133000),"4,090",,,,
경상북도 포항시 남구 호미곶면(4711135000),"1,905",,,,
경상북도 포항시 남구 상대동(4711152500),"24,891",,,,
경상북도 포항시 남구 해도동(4711154500),"17,201",,,,
경상북도 포항시 남구 송도동(4711155000),"12,484",,,,
경상북도 포항시 남구 청림동(4711156000),"4,716",,,,
경상북도 포항시 남구 제철동(4711157000),"2,848",,,,
경상북도 포항시 남구 효곡동(4711158000),"30,705",,,,
경상북도 포항시 남구 대이동(4711159000),"25,546",,,,
경상북도 포항시 북구 (4711300000),"272,767",,,,
경상북도 포항시 북구 흥해읍(4711325000),"40,739",,,,
경상북도 포항시 북구 신광면(4711331000),"2,878",,,,
경상북도 포항시 북구 청하면(4711332000),"4,781",,,,
경상북도 포항시 북구 송라면(4711333000),"2,519",,,,
경상북도 포항시 북구 기계면(4711334000),"4,978",,,,
경상북도 포항시 북구 죽장면(4711335000),"2,131",,,,
경상북도 포항시 북구 죽장면상옥출장소(4711335500),594,,,,
경상북도 포항시 북구 기북면(4711336000),"1,304",,,,
경상북도 포항시 북구 중앙동(4711352000),"15,678",,,,
경상북도 포항시 북구 양학동(4711363000),"17,132",,,,
경상북도 포항시 북구 죽도동(4711365500),"19,849",,,,
경상북도 포항시 북구 용흥동(4711366500),"22,158",,,,
경상북도 포항시 북구 우창동(4711368000),"32,478",,,,
경상북도 포항시 북구 두호동(4711369000),"23,086",,,,
경상북도 포항시 북구 장량동(4711370000),"72,951",,,,
경상북도 포항시 북구 환여동(4711371000),"9,511",,,,
경상북도 경주시 (4713000000),"252,911",,,,
경상북도 경주시 감포읍(4713025000),"5,437",,,,
경상북도 경주시 안강읍(4713025300),"24,688",,,,
경상북도 경주시 건천읍(4713025600),"9,434",,,,
경상북도 경주시 외동읍(4713025900),"21,400",,,,
경상북도 경주시 양북면(4713031000),"4,278",,,,
경상북도 경주시 양남면(4713032000),"6,284",,,,
경상북도 경주시 내남면(4713033000),"4,708",,,,
경상북도 경주시 산내면(4713034000),"3,254",,,,
경상북도 경주시 서면(4713035000),"3,187",,,,
경상북도 경주시 현곡면(4713036000),"21,783",,,,
경상북도 경주시 강동면(4713037000),"6,220",,,,
경상북도 경주시 천북면(4713038000),"5,708",,,,
경상북도 경주시 중부동(4713051500),"5,182",,,,
경상북도 경주시 황오동(4713053000),"6,468",,,,
경상북도 경주시 성건동(4713055000),"13,894",,,,
경상북도 경주시 황남동(4713057000),"4,673",,,,
경상북도 경주시 선도동(4713059000),"14,776",,,,
경상북도 경주시 월성동(4713060500),"5,829",,,,
경상북도 경주시 용강동(4713061500),"23,282",,,,
경상북도 경주시 황성동(4713062100),"28,507",,,,
경상북도 경주시 동천동(4713063000),"22,469",,,,
경상북도 경주시 불국동(4713065000),"9,708",,,,
경상북도 경주시 보덕동(4713066000),"1,742",,,,
경상북도 김천시 (4715000000),"140,720",,,,
경상북도 김천시 아포읍(4715025000),"7,030",,,,
경상북도 김천시 농소면(4715031000),"3,040",,,,
경상북도 김천시 남면(4715032000),"3,124",,,,
경상북도 김천시 개령면(4715034000),"2,454",,,,
경상북도 김천시 감문면(4715035000),"3,316",,,,
경상북도 김천시 어모면(4715036000),"4,071",,,,
경상북도 김천시 봉산면(4715037000),"3,160",,,,
경상북도 김천시 대항면(4715038000),"3,436",,,,
경상북도 김천시 감천면(4715039000),"1,939",,,,
경상북도 김천시 조마면(4715040000),"2,217",,,,
경상북도 김천시 구성면(4715041000),"2,830",,,,
경상북도 김천시 지례면(4715042000),"1,561",,,,
경상북도 김천시 부항면(4715043000),"1,270",,,,
경상북도 김천시 대덕면(4715044000),"2,314",,,,
경상북도 김천시 증산면(4715045000),"1,033",,,,
경상북도 김천시 자산동(4715051600),"6,696",,,,
경상북도 김천시 평화남산동(4715053600),"7,643",,,,
경상북도 김천시 양금동(4715056500),"3,970",,,,
경상북도 김천시 대신동(4715057500),"25,479",,,,
경상북도 김천시 대곡동(4715059500),"20,426",,,,
경상북도 김천시 지좌동(4715061000),"11,091",,,,
경상북도 김천시 율곡동(4715064000),"22,620",,,,
경상북도 안동시 (4717000000),"158,240",,,,
경상북도 안동시 풍산읍(4717025000),"6,353",,,,
경상북도 안동시 와룡면(4717031000),"4,067",,,,
경상북도 안동시 북후면(4717032000),"2,986",,,,
경상북도 안동시 서후면(4717033000),"3,536",,,,
경상북도 안동시 풍천면(4717034000),"6,853",,,,
경상북도 안동시 일직면(4717035000),"2,759",,,,
경상북도 안동시 남후면(4717036000),"1,777",,,,
경상북도 안동시 남선면(4717037000),"2,113",,,,
경상북도 안동시 임하면(4717038000),"2,858",,,,
경상북도 안동시 길안면(4717039000),"2,714",,,,
경상북도 안동시 임동면(4717040000),"1,755",,,,
경상북도 안동시 예안면(4717041000),"1,865",,,,
경상북도 안동시 도산면(4717042000),"1,629",,,,
경상북도 안동시 녹전면(4717043000),"1,741",,,,
경상북도 안동시 중구동(4717051000),"5,134",,,,
경상북도 안동시 명륜동(4717052000),"4,981",,,,
경상북도 안동시 용상동(4717055500),"22,176",,,,
경상북도 안동시 서구동(4717058500),"9,134",,,,
경상북도 안동시 태화동(4717060000),"13,176",,,,
경상북도 안동시 평화동(4717062000),"6,274",,,,
경상북도 안동시 안기동(4717063000),"6,192",,,,
경상북도 안동시 옥동(4717065000),"21,581",,,,
경상북도 안동시 송하동(4717066000),"16,167",,,,
경상북도 안동시 강남동(4717069000),"10,419",,,,
경상북도 구미시 (4719000000),"414,953",,,,
경상북도 구미시 선산읍(4719025000),"14,856",,,,
경상북도 구미시 고아읍(4719025300),"37,916",,,,
경상북도 구미시 산동읍(4719025600),"26,564",,,,
경상북도 구미시 무을면(4719031000),"1,867",,,,
경상북도 구미시 옥성면(4719032000),"1,707",,,,
경상북도 구미시 도개면(4719033000),"2,209",,,,
경상북도 구미시 해평면(4719034000),"4,084",,,,
경상북도 구미시 장천면(4719036000),"3,155",,,,
경상북도 구미시 송정동(4719051000),"24,217",,,,
경상북도 구미시 원평1동(4719052000),"3,775",,,,
경상북도 구미시 원평2동(4719053000),"3,091",,,,
경상북도 구미시 도량동(4719055100),"29,517",,,,
경상북도 구미시 지산동(4719055500),"2,216",,,,
경상북도 구미시 선주원남동(4719056500),"39,040",,,,
경상북도 구미시 형곡1동(4719058200),"14,514",,,,
경상북도 구미시 형곡2동(4719058300),"16,840",,,,
경상북도 구미시 신평1동(4719059000),"3,309",,,,
경상북도 구미시 신평2동(4719060000),"3,243",,,,
경상북도 구미시 비산동(4719061000),"13,271",,,,
경상북도 구미시 광평동(4719063000),"4,376",,,,
경상북도 구미시 상모사곡동(4719064500),"30,957",,,,
경상북도 구미시 임오동(4719066000),"18,815",,,,
경상북도 구미시 인동동(4719067000),"48,279",,,,
경상북도 구미시 진미동(4719068000),"16,324",,,,
경상북도 구미시 양포동(4719069000),"46,408",,,,
경상북도 구미시 공단동(4719070000),"4,403",,,,
경상북도 영주시 (4721000000),"102,738",,,,
경상북도 영주시 풍기읍(4721025000),"10,662",,,,
경상북도 영주시 이산면(4721031000),"2,358",,,,
경상북도 영주시 평은면(4721032000),"1,446",,,,
경상북도 영주시 문수면(4721033000),"1,958",,,,
경상북도 영주시 장수면(4721034000),"2,183",,,,
경상북도 영주시 안정면(4721035000),"3,017",,,,
경상북도 영주시 봉현면(4721036000),"2,737",,,,
경상북도 영주시 순흥면(4721037000),"2,016",,,,
경상북도 영주시 단산면(4721038000),"1,879",,,,
경상북도 영주시 부석면(4721039000),"3,101",,,,
경상북도 영주시 상망동(4721051000),"7,737",,,,
경상북도 영주시 하망동(4721052500),"6,262",,,,
경상북도 영주시 영주1동(4721055000),"4,049",,,,
경상북도 영주시 영주2동(4721056000),"3,542",,,,
경상북도 영주시 휴천1동(4721059000),"6,621",,,,
경상북도 영주시 휴천2동(4721060000),"8,220",,,,
경상북도 영주시 휴천3동(4721061000),"7,945",,,,
경상북도 영주시 가흥1동(4721062000),"19,021",,,,
경상북도 영주시 가흥2동(4721063000),"7,984",,,,
경상북도 영천시 (4723000000),"102,383",,,,
경상북도 영천시 금호읍(4723025000),"11,020",,,,
경상북도 영천시 청통면(4723031000),"4,135",,,,
경상북도 영천시 신녕면(4723032000),"3,871",,,,
경상북도 영천시 화산면(4723033000),"3,240",,,,
경상북도 영천시 화북면(4723034000),"2,215",,,,
경상북도 영천시 화남면(4723035000),"3,207",,,,
경상북도 영천시 자양면(4723036000),"1,215",,,,
경상북도 영천시 임고면(4723037000),"4,246",,,,
경상북도 영천시 고경면(4723038000),"5,957",,,,
경상북도 영천시 북안면(4723039000),"4,477",,,,
경상북도 영천시 대창면(4723040000),"3,104",,,,
경상북도 영천시 동부동(4723051000),"29,067",,,,
경상북도 영천시 중앙동(4723052000),"9,923",,,,
경상북도 영천시 서부동(4723053500),"4,827",,,,
경상북도 영천시 완산동(4723054000),"7,692",,,,
경상북도 영천시 남부동(4723055500),"4,187",,,,
경상북도 상주시 (4725000000),"96,855",,,,
경상북도 상주시 함창읍(4725025000),"6,539",,,,
경상북도 상주시 중동면(4725031000),"1,408",,,,
경상북도 상주시 사벌국면(4725032500),"3,871",,,,
경상북도 상주시 낙동면(4725033000),"3,025",,,,
경상북도 상주시 낙동면동부출장소(4725033500),998,,,,
경상북도 상주시 청리면(4725034000),"2,639",,,,
경상북도 상주시 공성면(4725035000),"3,978",,,,
경상북도 상주시 외남면(4725036000),"1,659",,,,
경상북도 상주시 내서면(4725037000),"1,958",,,,
경상북도 상주시 모동면(4725038000),"2,576",,,,
경상북도 상주시 모서면(4725039000),"1,738",,,,
경상북도 상주시 모서면서부출장소(4725039500),760,,,,
경상북도 상주시 화동면(4725040000),"1,986",,,,
경상북도 상주시 화서면(4725041000),"2,765",,,,
경상북도 상주시 화북면(4725042000),"1,226",,,,
경상북도 상주시 화북면서부출장소(4725042600),332,,,,
경상북도 상주시 외서면(4725043000),"2,721",,,,
경상북도 상주시 은척면(4725044000),"1,143",,,,
경상북도 상주시 은척면북부출장소(4725044500),378,,,,
경상북도 상주시 공검면(4725045000),"2,123",,,,
경상북도 상주시 이안면(4725046000),"2,048",,,,
경상북도 상주시 화남면(4725047000),821,,,,
경상북도 상주시 남원동(4725052000),"12,113",,,,
경상북도 상주시 북문동(4725053000),"9,071",,,,
경상북도 상주시 계림동(4725054000),"8,068",,,,
경상북도 상주시 동문동(4725055000),"8,291",,,,
경상북도 상주시 동성동(4725056000),"3,592",,,,
경상북도 상주시 신흥동(4725057000),"9,028",,,,
경상북도 문경시 (4728000000),"71,924",,,,
경상북도 문경시 문경읍(4728025000),"5,892",,,,
경상북도 문경시 문경읍갈평출장소(4728025100),"1,115",,,,
경상북도 문경시 가은읍(4728025300),"3,234",,,,
경상북도 문경시 가은읍북부출장소(4728025400),858,,,,
경상북도 문경시 영순면(4728031000),"2,493",,,,
경상북도 문경시 산양면(4728032000),"3,110",,,,
경상북도 문경시 호계면(4728033000),"2,433",,,,
경상북도 문경시 산북면(4728034000),"2,796",,,,
경상북도 문경시 동로면(4728035000),"1,964",,,,
경상북도 문경시 마성면(4728036000),"3,601",,,,
경상북도 문경시 농암면(4728037000),"2,654",,,,
경상북도 문경시 점촌1동(4728057000),"5,911",,,,
경상북도 문경시 점촌2동(4728058000),"7,177",,,,
경상북도 문경시 점촌3동(4728059000),"9,074",,,,
경상북도 문경시 점촌4동(4728060000),"3,172",,,,
경상북도 문경시 점촌5동(4728061000),"16,440",,,,
경상북도 경산시 (4729000000),"264,023",,,,
경상북도 경산시 하양읍(4729025000),"25,442",,,,
경상북도 경산시 진량읍(4729025300),"36,271",,,,
경상북도 경산시 압량읍(4729025600),"20,920",,,,
경상북도 경산시 와촌면(4729031000),"5,905",,,,
경상북도 경산시 자인면(4729033000),"5,524",,,,
경상북도 경산시 용성면(4729034000),"3,348",,,,
경상북도 경산시 남산면(4729035000),"3,736",,,,
경상북도 경산시 남천면(4729037000),"2,998",,,,
경상북도 경산시 중방동(4729051000),"9,897",,,,
경상북도 경산시 중앙동(4729052000),"6,548",,,,
경상북도 경산시 남부동(4729053000),"19,976",,,,
경상북도 경산시 서부1동(4729054100),"36,357",,,,
경상북도 경산시 서부2동(4729054200),"31,812",,,,
경상북도 경산시 북부동(4729055000),"16,277",,,,
경상북도 경산시 동부동(4729056000),"39,012",,,,
경상북도 군위군 (4772000000),"23,094",,,,
경상북도 군위군 군위읍(4772025000),"8,129",,,,
경상북도 군위군 소보면(4772031000),"2,293",,,,
경상북도 군위군 효령면(4772032000),"3,756",,,,
경상북도 군위군 부계면(4772033000),"2,044",,,,
경상북도 군위군 우보면(4772034000),"1,988",,,,
경상북도 군위군 의흥면(4772035000),"2,369",,,,
경상북도 군위군 산성면(4772036000),"1,178",,,,
경상북도 군위군 삼국유사면(4772038000),"1,337",,,,
경상북도 의성군 (4773000000),"51,404",,,,
경상북도 의성군 의성읍(4773025000),"13,311",,,,
경상북도 의성군 단촌면(4773031000),"1,933",,,,
경상북도 의성군 점곡면(4773032000),"1,609",,,,
경상북도 의성군 옥산면(4773033000),"1,785",,,,
경상북도 의성군 사곡면(4773034000),"1,559",,,,
경상북도 의성군 춘산면(4773035000),"1,469",,,,
경상북도 의성군 가음면(4773036000),"1,462",,,,
경상북도 의성군 금성면(4773037000),"4,261",,,,
경상북도 의성군 봉양면(4773038000),"3,921",,,,
경상북도 의성군 비안면(4773039000),"2,559",,,,
경상북도 의성군 구천면(4773040000),"1,814",,,,
경상북도 의성군 단밀면(4773041000),"1,738",,,,
경상북도 의성군 단북면(4773042000),"1,804",,,,
경상북도 의성군 안계면(4773043000),"4,579",,,,
경상북도 의성군 다인면(4773044000),"3,799",,,,
경상북도 의성군 신평면(4773045000),817,,,,
경상북도 의성군 안평면(4773046000),"2,147",,,,
경상북도 의성군 안사면(4773047000),837,,,,
경상북도 청송군 (4775000000),"24,907",,,,
경상북도 청송군 청송읍(4775025000),"5,207",,,,
경상북도 청송군 주왕산면(4775031500),"1,827",,,,
경상북도 청송군 부남면(4775032000),"2,499",,,,
경상북도 청송군 현동면(4775033000),"2,087",,,,
경상북도 청송군 현서면(4775034000),"2,508",,,,
경상북도 청송군 안덕면(4775035000),"2,608",,,,
경상북도 청송군 파천면(4775036000),"1,784",,,,
경상북도 청송군 진보면(4775037000),"6,387",,,,
경상북도 영양군 (4776000000),"16,549",,,,
경상북도 영양군 영양읍(4776025000),"7,214",,,,
경상북도 영양군 입암면(4776031000),"2,136",,,,
경상북도 영양군 청기면(4776032000),"1,729",,,,
경상북도 영양군 일월면(4776033000),"1,745",,,,
경상북도 영양군 수비면(4776034000),"1,714",,,,
경상북도 영양군 석보면(4776035000),"2,011",,,,
경상북도 영덕군 (4777000000),"36,043",,,,
경상북도 영덕군 영덕읍(4777025000),"10,920",,,,
경상북도 영덕군 강구면(4777031000),"6,194",,,,
경상북도 영덕군 남정면(4777032000),"2,353",,,,
경상북도 영덕군 달산면(4777033000),"1,129",,,,
경상북도 영덕군 지품면(4777034000),"1,480",,,,
경상북도 영덕군 지품면원전출장소(4777034500),539,,,,
경상북도 영덕군 축산면(4777035000),917,,,,
경상북도 영덕군 축산면축산출장소(4777035500),"1,719",,,,
경상북도 영덕군 영해면(4777036000),"6,351",,,,
경상북도 영덕군 병곡면(4777037000),"2,772",,,,
경상북도 영덕군 창수면(4777038000),"1,669",,,,
경상북도 청도군 (4782000000),"42,119",,,,
경상북도 청도군 화양읍(4782025000),"7,169",,,,
경상북도 청도군 화양읍남성현출장소(4782025100),"1,101",,,,
경상북도 청도군 청도읍(4782025300),"10,269",,,,
경상북도 청도군 청도읍유호출장소(4782025400),"1,588",,,,
경상북도 청도군 각남면(4782031000),"2,134",,,,
경상북도 청도군 풍각면(4782032000),"3,900",,,,
경상북도 청도군 각북면(4782033000),"2,234",,,,
경상북도 청도군 이서면(4782034000),"4,511",,,,
경상북도 청도군 운문면(4782035000),"2,097",,,,
경상북도 청도군 금천면(4782036000),"3,308",,,,
경상북도 청도군 매전면(4782037000),"3,808",,,,
경상북도 고령군 (4783000000),"31,167",,,,
경상북도 고령군 대가야읍(4783025300),"10,037",,,,
경상북도 고령군 덕곡면(4783031000),"1,432",,,,
경상북도 고령군 운수면(4783032000),"1,850",,,,
경상북도 고령군 성산면(4783033000),"2,568",,,,
경상북도 고령군 다산면(4783034000),"8,417",,,,
경상북도 고령군 개진면(4783035000),"1,922",,,,
경상북도 고령군 우곡면(4783036000),"1,573",,,,
경상북도 고령군 쌍림면(4783037000),"3,368",,,,
경상북도 성주군 (4784000000),"43,105",,,,
경상북도 성주군 성주읍(4784025000),"13,619",,,,
경상북도 성주군 선남면(4784031000),"6,145",,,,
경상북도 성주군 용암면(4784032000),"3,702",,,,
경상북도 성주군 수륜면(4784033000),"3,085",,,,
경상북도 성주군 가천면(4784034000),"2,011",,,,
경상북도 성주군 금수면(4784035000),"1,207",,,,
경상북도 성주군 대가면(4784036000),"2,447",,,,
경상북도 성주군 벽진면(4784037000),"3,043",,,,
경상북도 성주군 초전면(4784038000),"4,497",,,,
경상북도 성주군 월항면(4784039000),"3,349",,,,
경상북도 칠곡군 (4785000000),"114,381",,,,
경상북도 칠곡군 왜관읍(4785025000),"33,241",,,,
경상북도 칠곡군 북삼읍(4785025300),"24,402",,,,
경상북도 칠곡군 석적읍(4785025600),"30,859",,,,
경상북도 칠곡군 지천면(4785031000),"4,186",,,,
경상북도 칠곡군 동명면(4785032000),"5,309",,,,
경상북도 칠곡군 가산면(4785033000),"3,474",,,,
경상북도 칠곡군 약목면(4785036000),"9,705",,,,
경상북도 칠곡군 기산면(4785037000),"3,205",,,,
경상북도 예천군 (4790000000),"55,649",,,,
경상북도 예천군 예천읍(4790025000),"14,633",,,,
경상북도 예천군 용문면(4790031000),"2,301",,,,
경상북도 예천군 감천면(4790034000),"2,631",,,,
경상북도 예천군 보문면(4790035000),"1,684",,,,
경상북도 예천군 호명면(4790036000),"19,596",,,,
경상북도 예천군 유천면(4790037000),"2,526",,,,
경상북도 예천군 용궁면(4790038000),"2,410",,,,
경상북도 예천군 개포면(4790039000),"1,505",,,,
경상북도 예천군 지보면(4790040000),"2,697",,,,
경상북도 예천군 풍양면(4790041000),"3,127",,,,
경상북도 예천군 효자면(4790042000),"1,189",,,,
경상북도 예천군 은풍면(4790043000),"1,350",,,,
경상북도 봉화군 (4792000000),"31,232",,,,
경상북도 봉화군 봉화읍(4792025000),"9,908",,,,
경상북도 봉화군 물야면(4792031000),"3,117",,,,
경상북도 봉화군 봉성면(4792032000),"2,089",,,,
경상북도 봉화군 법전면(4792033000),"2,012",,,,
경상북도 봉화군 춘양면(4792034000),"4,390",,,,
경상북도 봉화군 소천면(4792035000),"2,196",,,,
경상북도 봉화군 재산면(4792036000),"1,509",,,,
경상북도 봉화군 명호면(4792037000),"2,250",,,,
경상북도 봉화군 상운면(4792038000),"1,730",,,,
경상북도 봉화군 석포면(4792039000),"2,031",,,,
경상북도 울진군 (4793000000),"48,361",,,,
경상북도 울진군 울진읍(4793025000),"13,983",,,,
경상북도 울진군 평해읍(4793025300),"2,830",,,,
경상북도 울진군 북면(4793031000),"6,612",,,,
경상북도 울진군 북면하당출장소(4793031500),704,,,,
경상북도 울진군 근남면(4793033000),"2,753",,,,
경상북도 울진군 기성면(4793035000),"2,533",,,,
경상북도 울진군 온정면(4793036000),"1,735",,,,
경상북도 울진군 죽변면(4793037000),"6,441",,,,
경상북도 울진군 후포면(4793038000),"7,482",,,,
경상북도 울진군 금강송면(4793039000),"1,268",,,,
경상북도 울진군 매화면(4793040000),"2,020",,,,
경상북도 울릉군 (4794000000),"9,019",,,,
경상북도 울릉군 울릉읍(4794025000),"6,386",,,,
경상북도 울릉군 서면(4794031000),872,,,,
경상북도 울릉군 서면태하출장소(4794031500),437,,,,
경상북도 울릉군 북면(4794032000),"1,324",,,,
경상남도  (4800000000),"3,330,463",,,,
경상남도 창원시 (4812000000),"1,034,977",,,,
경상남도 창원시 의창구 (4812100000),"260,953",,,,
경상남도 창원시 의창구 동읍(4812125000),"19,896",,,,
경상남도 창원시 의창구 북면(4812131000),"43,411",,,,
경상남도 창원시 의창구 대산면(4812132000),"7,170",,,,
경상남도 창원시 의창구 의창동(4812151000),"50,764",,,,
경상남도 창원시 의창구 팔룡동(4812152000),"37,691",,,,
경상남도 창원시 의창구 명곡동(4812153000),"41,960",,,,
경상남도 창원시 의창구 봉림동(4812154000),"30,258",,,,
경상남도 창원시 의창구 용지동(4812155000),"29,803",,,,
경상남도 창원시 성산구 (4812300000),"212,926",,,,
경상남도 창원시 성산구 반송동(4812351000),"41,519",,,,
경상남도 창원시 성산구 중앙동(4812352000),"22,907",,,,
경상남도 창원시 성산구 상남동(4812353000),"27,959",,,,
경상남도 창원시 성산구 사파동(4812354000),"45,309",,,,
경상남도 창원시 성산구 가음정동(4812355000),"40,920",,,,
경상남도 창원시 성산구 성주동(4812356000),"26,446",,,,
경상남도 창원시 성산구 웅남동(4812357000),"7,866",,,,
경상남도 창원시 마산합포구 (4812500000),"178,773",,,,
경상남도 창원시 마산합포구 구산면(4812531000),"4,253",,,,
경상남도 창원시 마산합포구 진동면(4812532000),"12,220",,,,
경상남도 창원시 마산합포구 진북면(4812533000),"3,486",,,,
경상남도 창원시 마산합포구 진전면(4812534000),"3,950",,,,
경상남도 창원시 마산합포구 현동(4812551000),"14,179",,,,
경상남도 창원시 마산합포구 가포동(4812552000),982,,,,
경상남도 창원시 마산합포구 월영동(4812553000),"39,226",,,,
경상남도 창원시 마산합포구 문화동(4812554000),"11,173",,,,
경상남도 창원시 마산합포구 반월중앙동(4812556500),"14,670",,,,
경상남도 창원시 마산합포구 완월동(4812557000),"9,178",,,,
경상남도 창원시 마산합포구 자산동(4812558000),"10,691",,,,
경상남도 창원시 마산합포구 교방동(4812561000),"15,922",,,,
경상남도 창원시 마산합포구 오동동(4812563000),"19,540",,,,
경상남도 창원시 마산합포구 합포동(4812564000),"6,840",,,,
경상남도 창원시 마산합포구 산호동(4812565000),"12,463",,,,
경상남도 창원시 마산회원구 (4812700000),"189,593",,,,
경상남도 창원시 마산회원구 내서읍(4812725000),"64,130",,,,
경상남도 창원시 마산회원구 회원1동(4812751000),"10,361",,,,
경상남도 창원시 마산회원구 회원2동(4812752000),"10,116",,,,
경상남도 창원시 마산회원구 석전동(4812754500),"17,054",,,,
