상호,대표자,업종,법인설립등기일,사업자등록일,대표번호,대표팩스 번호,주소,사업자유형,법인등록번호,사업자등록번호,2020년 자산,2020년 부채,2020년 자본,2020년 매출액,2020년 영업이익,2020년 당기순이익,2019년 자산,2019년 부채,2019년 자본,2019년 매출액,2019년 영업이익,2019년 당기순이익,2018년 자산,2018년 부채,2018년 자본,2018년 매출액,2018년 영업이익,2018년 당기순이익,2017년 자산,2017년 부채,2017년 자본,2017년 매출액,2017년 영업이익,2017년 당기순이익,2020년 개점,2020년 폐지,2020년 명의변경,2019년 개점,2019년 폐지,2019년 명의변경,2018년 개점,2018년 폐지,2018년 명의변경,2017년 개점,2017년 폐지,2017년 명의변경,공정거래위원회의 시정조치,민사소송 패소 및 민사상 화해,형의 선고,
박태규의철통닭갈비본점,박태규,한식,..,2020.02.10,043  -  271  -  1663,00  -  0000  -  0000,우 : 28658 충청북도 청주시 서원구 호국로3번길 6 1층 B동,개인,  -  ,506  -  57  -  00346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)플레어비,서정현,커피,2019.03.29,2019.04.02,02  -  578  -  3113,02  -  578  -  3663,우 : 06300 서울특별시 강남구 논현로26길 33 2층,법인,110111  -  7060512,770  -  86  -  01209,0,0,0,0,0,0,466872,363986,102886,369254,-2279,2915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
피자뿌,강철,피자,..,2014.11.05,051  -  518  -  5910,000  -  000  -  0000,우 : 46281 부산광역시 금정구 수림로71번길 42 (장전동),개인,  -  ,621  -  22  -  85943,0,0,0,0,0,0,0,0,0,108523,0,0,0,0,0,124782,0,0,0,0,0,108523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)이도상점,강재구,한식,2020.05.12,2020.06.03,051  -  917  -  5122,  -    -  ,우 : 47288 부산광역시 부산진구 서면로 21-1 1층,법인,180111  -  1288794,179  -  88  -  01870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
치킨19,김윤미,치킨,..,2017.09.03,0  -  1522  -  1958,  -    -  ,우 : 21364 인천광역시 부평구 원적로 431 _,개인,  -  ,203  -  44  -  11212,0,0,0,0,0,0,71845,48791,23054,864002,52818,72842,46656,29446,17210,732692,53576,64892,45415,3164,42251,366170,2270,31997,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,
티티씨에프,김원빈,한식,..,2014.03.03,02  -  561  -  6693,02  -  568  -  0767,우 : 06247 서울특별시 강남구 논현로77길 9 301호(역삼동),개인,  -  ,162  -  08  -  00226,0,0,0,0,0,0,63669,17037,46632,346596,-2377,-4710,119336,1994,117342,205741,6277,6218,0,0,0,226391,0,0,0,0,0,5,2,0,5,0,0,7,0,1,0,0,0,
(주)삼봉,배규남,분식,2014.08.04,2014.09.08,02  -  463  -  3640,02  -  463  -  3641,우 : 06900 서울특별시 동작구 노들로2길 44 5층 (노량진동),법인,110111  -  5482180,206  -  86  -  94871,0,0,0,0,0,0,1041365,816425,224940,2562813,54857,51156,706307,532524,173783,2880621,42324,47044,1115247,988507,126740,1640559,14456,11409,0,0,0,7,9,0,9,3,1,13,11,0,0,0,0,
(주)에이티컴퍼니,이상문,분식,2015.05.22,2015.08.20,02  -  2068  -  8598,02  -  2068  -  7984,"우 : 07219 서울특별시 영등포구 당산로35길 4-3 (당산동4가, 에이티컴퍼니빌딩)",법인,110111  -  5731892,228  -  87  -  00138,0,0,0,0,0,0,5060636,5020547,40089,10062095,-22979,-99294,4100184,3960800,139384,9430940,7824,-127689,3469307,3202233,267074,7210566,294426,195371,0,0,0,8,3,0,8,0,0,0,0,0,0,0,0,
(주)에이치에스피라이프,김진미,음료 (커피 외),2010.06.01,2010.06.01,02  -  2016  -  3578,02  -  516  -  7720,우 : 06103 서울특별시 강남구 봉은사로 317 4층,법인,110111  -  4361624,211  -  88  -  44377,0,0,0,0,0,0,7387237,765539,6621698,5188548,13188,77591,8331890,1287783,7044107,8430953,1058498,893372,8659479,1808744,6850735,10008328,2035328,1623602,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,
(주)에이치에스피라이프,김진미,기타 외식,2010.06.01,2010.06.01,02  -  2016  -  3578,02  -  516  -  7720,우 : 06103 서울특별시 강남구 봉은사로 317 4층,법인,110111  -  4361624,211  -  88  -  44377,0,0,0,0,0,0,7387237,765539,6621698,5188548,13188,77591,8331890,1287783,7044107,8430953,1058498,893372,8659479,1808744,6850735,10008328,2035328,1623602,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,
(주)더블류스텔라,우상미,기타 외식,2017.03.14,2017.03.31,02  -  499  -  8295,02  -  499  -  8298,우 : 04804 서울특별시 성동구 천호대로 308 지1층,법인,110111  -  6344123,583  -  87  -  00603,0,0,0,0,0,0,17935,927,17008,10500,5067,4644,13095,731,12364,12000,2443,2339,10545,521,10024,9000,462,428,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
(주)탑에프앤씨,임형철,피자,2019.10.29,2019.10.29,02  -  875  -  9909,02  -  875  -  9908,"우 : 08701 서울특별시 관악구 신사로 66 4층(신림동,정진빌딩)",법인,110111  -  7274361,563  -  88  -  01639,0,0,0,0,0,0,53494,34569,18925,18728,-11034,-11074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,4,0,0,0,0,0,0,0,0,
(주)하코카빔,김영호,제과제빵,2018.05.23,2018.05.28,02  -  2668  -  1782,02  -  2668  -  1782,"우 : 07680 서울특별시 강서구 강서로 292 2층, 3층",법인,110111  -  6757722,499  -  86  -  00859,0,0,0,0,0,0,168216,140914,27302,315619,9798,-11506,151143,135347,15796,212832,-11755,-10796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
덕천골목,손창우,주점,..,2019.04.16,051  -  322  -  6664,00  -  000  -  0000,우 : 46700 부산광역시 강서구 대저로3번길 52-17 (대저 1동),개인,  -  ,891  -  25  -  00637,0,0,0,0,0,0,134368,9647,124721,887047,60691,55525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,
프론티어F&B,문대건,한식,..,2017.02.20,051  -  442  -  1116,  -    -  ,우 : 48806 부산광역시 동구 초량로73번길 3 (초량동),개인,  -  ,724  -  41  -  00318,0,0,0,0,0,0,273606,239728,33878,814755,23090,28697,0,0,0,240434,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
(주)명성에프앤비,홍수찬,한식,2017.01.17,2017.01.17,032  -  858  -  8459,032  -  858  -  8458,"우 : 22002 인천광역시 연수구 컨벤시아대로 100 601동 134호 (송도동, 현대힐스테이트)",법인,120111  -  0858863,368  -  86  -  00744,0,0,0,0,0,0,45865,29254,16611,64697,10155,8961,19481,11832,7649,35973,-7339,7374,22873,7849,15024,41897,5640,5024,0,0,0,2,4,0,6,0,3,5,0,0,0,0,0,
토핑스,신상욱,음료 (커피 외),..,2020.03.02,  -  1661  -  5316,00  -  0000  -  0000,"우 : 08093 서울특별시 양천구 목동동로 65 1층 104호(신정동, 센타프라자)",개인,  -  ,887  -  03  -  01805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)골든카우보이,이승용,기타 외식,2020.04.21,2020.04.21,02  -  1522  -  5231,032  -  347  -  1105,"우 : 14671 경기 부천시 원미구 역곡동 부일로 731, 401호 (덕창빌딩)",법인,121111  -  0387093,872  -  81  -  01723,0,0,0,0,0,0,0,0,0,3460445,0,0,0,0,0,1453920,0,0,0,0,0,424326,0,0,0,0,0,21,14,7,64,2,8,26,1,1,0,0,0,
(주)대자푸드,강정혜,한식,2018.01.19,2018.01.19,0  -  1666  -  8029,031  -  964  -  1592,우 : 10253 경기도 고양시 일산동구 장진천길 166 66-5 (설문동),법인,285011  -  0374152,766  -  81  -  00981,0,0,0,0,0,0,239367,110190,129177,669908,6886,10209,215628,96661,118967,693237,123744,108967,0,0,0,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,
팔삼육산업(주),이진연,치킨,2017.06.23,2017.07.03,051  -  1899  -  0975,051  -  294  -  8295,우 : 49215 부산광역시 서구 대영로105번길 5 1층 (동대신동2가),법인,180111  -  1101665,868  -  86  -  00832,0,0,0,0,0,0,162612,39722,122890,869964,6915,6138,254499,137747,116752,1161459,-8168,-13979,303892,173162,130730,1064060,89698,80731,0,0,0,2,2,0,0,14,4,13,2,5,0,0,0,
(주)어깨동무컴퍼니,조재민,기타 외식,2017.12.20,2018.01.03,02  -  2276  -  1212,050  -  4146  -  4876,우 : 03191 서울특별시 종로구 삼일대로 390 2층,법인,110111  -  6604725,210  -  88  -  00906,0,0,0,0,0,0,184317,209878,-25561,358183,-37214,-37146,234655,223070,11585,493013,-98229,1585,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
(주)어깨동무컴퍼니,조재민,기타 외식,2017.12.20,2018.01.03,02  -  2276  -  1212,050  -  4146  -  4876,우 : 03191 서울특별시 종로구 삼일대로 390 2층,법인,110111  -  6604725,210  -  88  -  00906,0,0,0,0,0,0,184317,209878,-25561,358183,-37214,-37146,234655,223070,11585,493013,-98229,1585,0,0,0,0,0,0,0,0,0,2,4,1,10,0,0,0,0,0,0,0,0,
(주)청춘,김경호,기타 외식,2013.02.15,2013.02.15,02  -  463  -  5585,02  -  3482  -  5759,우 : 05612 서울특별시 송파구 석촌호수로 194 태호빌딩 601호,법인,110111  -  5068625,220  -  88  -  52866,0,0,0,0,0,0,1966988,1775052,191936,3231573,41842,31518,1366974,1231557,135417,3117315,22119,11693,1028119,878675,149444,2593936,117187,-45214,0,0,0,1,5,2,5,4,2,1,0,0,0,0,0,
(주)쭈소반,이용주,한식,2019.01.16,2019.01.29,02  -  5266  -  9677,  -    -  ,우 : 04739 서울특별시 성동구 독서당로40길 39 1층(옥수동),법인,110111  -  6987527,316  -  86  -  01209,0,0,0,0,0,0,376836,384015,-7179,554120,-107179,-107179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)킨지(KINJI),강준수,기타 외식,2018.01.17,2018.01.17,02  -  1670  -  6167,02  -  0  -  0,우 : 03987 서울특별시 마포구 동교로27길 75-10 201호,법인,110111  -  6632635,561  -  81  -  00896,0,0,0,0,0,0,122368,32665,89703,115053,79162,63204,55737,29239,26498,52706,20498,16498,0,0,0,0,0,0,0,0,0,2,1,1,9,0,0,0,0,0,0,0,0,
(주)위대한,이희천,분식,2018.01.24,2018.04.01,02  -  1899  -  3913,02  -  2028  -  5785,우 : 04598 서울특별시 중구 동호로 193-22 403호,법인,110111  -  6639631,164  -  86  -  00900,0,0,0,0,0,0,141763,106697,35066,693383,28028,21271,136108,142313,-6205,433570,-16317,-16205,0,0,0,0,0,0,0,0,0,14,6,2,11,1,0,1,0,0,0,0,0,
(주)몬스터컴퍼니,김형준,제과제빵,2016.10.18,2016.10.24,02  -  1644  -  5826,02  -  1644  -  5826,우 : 04053 서울특별시 마포구 와우산로29마길 7 1층 202호(서교동),법인,110111  -  6205771,525  -  86  -  00518,0,0,0,0,0,0,25122,89184,-64062,131992,7316,8390,27091,99543,-72452,143002,-10900,-10540,30731,92642,-61911,175170,-48489,-48488,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
치즈밥있슈,김슬기,기타 외식,..,2014.06.26,02  -  909  -  4996,02  -  0000  -  0000,우 : 02717 서울특별시 성북구 보국문로16다길 16-1 3층 (정릉동),개인,  -  ,105  -  16  -  38985,0,0,0,0,0,0,0,0,0,195458,0,0,0,0,0,107412,0,0,0,0,0,62768,0,0,0,0,0,2,1,1,4,1,0,2,0,0,0,0,0,
와플대학협동조합,강보미,기타 외식,2013.04.03,2013.04.11,02  -  2285  -  0031,070  -  4170  -  4105,우 : 01000 서울특별시 강북구 삼양로179길 32 1.2층,법인,264351  -  0004845,210  -  81  -  71998,0,0,0,0,0,0,756486,504433,252053,2103592,3977,71652,529296,374895,154401,1870503,128012,144916,355893,346409,9484,994972,9514,93971,0,0,0,33,6,4,23,4,3,9,3,7,0,0,0,
(주)놀부,안세진,한식,1990.01.03,1990.01.03,0  -  1577  -  6877,031  -  720  -  9791,우 : 13426 경기도 성남시 중원구 도촌로8번길 30 놀부빌딩,법인,110111  -  0667167,112  -  81  -  22058,0,0,0,0,0,0,66280730,39807368,26473362,71633984,116397,-7573829,77913777,43912794,34000983,86712453,-1411283,-22031115,106411649,56324341,50087308,101544103,-3230590,-6873779,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,
배진화옛날통닭(KFS)한국푸드시스템,배진화,치킨,..,2019.01.30,032  -  345  -  9982,000  -  00  -  000,우 : 14766 경기도 부천시 소사로148번길 31 1층,개인,  -  ,609  -  44  -  02662,0,0,0,0,0,0,0,0,0,170197,0,0,0,0,0,75923,0,0,0,0,0,105093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)에이치앤디,이혜경,제과제빵,2020.02.05,2020.02.11,031  -  569  -  6500,031  -  569  -  6501,"우 : 11948 경기도 구리시 장자대로86번길 46 3층 306호(수택동, 금호2차프라자)",법인,284211  -  0095151,290  -  88  -  01459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)스토리푸드,신현섭,서양식,2015.12.08,2016.01.01,00  -  1800  -  4152,0  -  0  -  0,우 : 13022 경기도 하남시 춘궁로141번길 43 (주)스토리푸드,법인,135711  -  0109704,537  -  81  -  00291,0,0,0,0,0,0,490935,191765,299170,2592333,43400,47448,432435,180714,251721,2657106,68929,65349,340268,153896,186372,2213621,105017,94739,0,0,0,17,0,1,7,0,0,0,0,0,0,0,0,
정담은보쌈(주),김학미,기타 외식,2015.08.25,2015.08.25,031  -  354  -  9655,00  -  0000  -  0000,우 : 18598 경기도 화성시 향남읍 행정서로3길 14-18 1층,법인,134811  -  0343989,496  -  86  -  00170,0,0,0,0,0,0,304807,98789,206018,815391,25196,23226,241752,58962,182790,934355,37217,31561,217483,59573,157910,1033976,23661,19930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)델리푸드,김민찬,기타 외식,2015.09.01,2015.09.01,00  -  1577  -  9302,031  -  922  -  9302,"우 : 10387 경기도 고양시 일산서구 중앙로 1455 220호(주엽동, 대우시티프라자)",법인,285011  -  0303979,196  -  81  -  00144,0,0,0,0,0,0,1321327,975733,345594,3421088,52774,40096,781943,476445,305498,1780380,122960,107280,568265,370047,198218,1134314,60434,50113,0,0,0,10,4,0,5,0,0,5,1,0,0,0,0,
(주)애드쉐어,김병학,한식,2014.09.16,2014.09.16,02  -  302  -  9944,  -    -  ,"우 : 02802 서울특별시 성북구 종암로21길 133 1동 비01호(종암동, 아이파크)",법인,110111  -  5514131,110  -  86  -  13956,0,0,0,0,0,0,143301,5401,137900,69192,-54857,-53620,205599,14079,191520,205668,12210,19655,175904,4039,171865,224171,7007,11671,0,0,0,5,7,2,11,0,0,4,0,0,0,0,0,
(주)에스엔인더스트리,이상준,분식,2010.11.04,2010.11.06,02  -  1544  -  9552,02  -  448  -  9552,"우 : 08377 서울특별시 구로구 디지털로33길 12 705호 (구로동, 우림이비지센터 2차)",법인,110111  -  4464717,105  -  87  -  51085,0,0,0,0,0,0,152921,131427,21494,1307390,-5551,9774,162989,151270,11719,1415867,25082,25955,181677,195913,-14236,1531976,112156,119055,0,0,0,2,9,0,5,12,0,7,28,0,0,0,0,
(주)에스엔인더스트리,이상준,커피,2010.11.04,2010.11.06,02  -  1544  -  9552,02  -  448  -  9552,"우 : 08377 서울특별시 구로구 디지털로33길 12 705호 (구로구, 우림이비지센터2차)",법인,110111  -  4464717,105  -  87  -  51085,0,0,0,0,0,0,152921,131427,21494,1307390,-5551,9774,162989,151270,11719,1415867,25082,25955,181677,195913,-14236,1531976,112156,119055,0,0,0,6,13,2,8,10,3,11,16,2,0,0,0,
(주)에스엔인더스트리,이상준,치킨,2010.11.04,2010.11.06,02  -  1544  -  9552,02  -  448  -  9552,"우 : 08377 서울특별시 구로구 디지털로33길 12 705호 (구로동, 우림이비지센터2차)",법인,110111  -  4464717,105  -  87  -  51085,0,0,0,0,0,0,0,0,0,0,0,0,162989,151270,11719,1415867,25082,25955,181677,195913,-14236,1531976,112156,119055,0,0,0,0,0,0,7,3,1,0,18,3,0,0,0,
(주)아정푸드시스템,강용석,기타 외식,2014.12.29,2015.01.01,032  -  816  -  0500,032  -  816  -  0556,우 : 21695 인천광역시 남동구 청능대로 250 80B-3L,법인,120111  -  0740309,131  -  86  -  68609,0,0,0,0,0,0,702493,122773,579720,1520657,217142,195038,516057,131374,384683,1342315,117535,112862,535496,163676,371820,1431593,207936,188985,0,0,0,4,2,4,1,2,2,3,1,1,0,0,0,
(주)에딕티코리아,박예림,음료 (커피 외),2019.04.23,2019.05.01,02  -  3789  -  6699,  -    -  ,우 : 04536 서울특별시 중구 명동4길 15 1층(명동2가),법인,110111  -  7088069,244  -  88  -  01422,0,0,0,0,0,0,386944,298536,88408,212576,-116611,-116591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)루프트,공정환,커피,2018.10.11,2018.10.11,02  -  2267  -  2233,02  -  2288  -  2905,우 : 04553 서울특별시 중구 삼일대로 308 7층 703호(충무로2가),법인,110111  -  6892007,793  -  81  -  01283,0,0,0,0,0,0,44741,20912,23829,68618,11057,10512,15339,2022,13317,9000,3736,3316,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,
(주)오가다,최승윤,음료 (커피 외),2009.12.16,2010.01.01,02  -  738  -  0124,02  -  738  -  0127,"우 : 03086 서울특별시 종로구 대학로12길 15 5층(동숭동, 비젼21)",법인,110111  -  4242246,101  -  86  -  51922,0,0,0,0,0,0,10391690,6989951,3401739,13362144,325653,102195,10284938,6985395,3299543,11320449,383302,182016,9980282,6862207,3118075,8728836,220898,100551,0,0,0,19,19,5,21,10,7,27,7,2,0,0,0,
정성을다한갈비찜,박옥희,한식,..,2019.03.18,054  -  278  -  4999,000  -  000  -  0000,우 : 37776 경상북도 포항시 북구 양학천로 115 1동 103호,개인,  -  ,629  -  21  -  00811,0,0,0,0,0,0,0,0,0,188244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)오엠푸드,박 성 우,분식,2014.12.24,2015.01.02,02  -  928  -  5669,02  -  927  -  5662,우 : 02830 서울특별시 성북구 동소문로17길 37 101동 2층,법인,110111  -  5598333,209  -  81  -  63635,0,0,0,0,0,0,904420,578283,326137,4047315,20237,30092,598572,292527,306045,2821385,55364,47741,605091,316786,288305,2594006,147921,1175800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)호박패밀리,김치헌,한식,2011.09.05,2012.08.02,02  -  2235  -  7905,02  -  2256  -  7905,우 : 04724 서울특별시 성동구 금호산길 25 상가동 3층(금호동3가),법인,110111  -  4682690,106  -  86  -  88180,0,0,0,0,0,0,4844183,965446,3878737,10987072,850865,802183,3967368,890815,3076553,4440136,232163,214197,1578514,942820,635694,1709631,-147348,-156120,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,
(주)촌댁,이종관,주점,2020.03.04,2020.03.18,043  -  1600  -  4514,043  -  273  -  3331,우 : 28360 충청북도 청주시 흥덕구 직지대로240번길 58 4층(비하동),법인,150111  -  0283444,746  -  86  -  01531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,9,0,0,0,0,0,0,0,0,
(주)엘알디케이,주창현,한식,2019.05.27,2019.05.27,031  -  712  -  0354,031  -  5176  -  0354,우 : 13558 경기도 성남시 분당구 정자일로 158 508호,법인,131111  -  0556430,636  -  86  -  01438,0,0,0,0,0,0,95880,128369,-32489,248432,-34574,-34458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)성가,성광수,한식,2018.01.31,2018.02.19,02  -  6954  -  7270,02  -  6954  -  7262,우 : 06119 서울특별시 강남구 봉은사로1길 39 3층,법인,110111  -  6648517,756  -  88  -  00891,0,0,0,0,0,0,27348,169232,-141884,0,-140064,-132875,56593,65602,-9009,0,-59839,-59008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
잇츠에그,김정철,패스트푸드,..,2020.06.23,02  -  1877  -  8525,000  -  0000  -  0000,"우 : 13494 경기도 성남시 분당구 대왕판교로 670 비1001호 (삼평동, 유스페이스2)",개인,  -  ,315  -  19  -  61857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
와이엘에프앤비,유전현,치킨,..,2020.03.18,080  -  772  -  8282,063  -  241  -  0911,우 : 55010 전라북도 전주시 덕진구 견훤로 167-6 101호(인후동1가),개인,  -  ,727  -  09  -  01280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)호윤크리에이티브,장규운,일식,2019.10.14,2019.10.14,0  -  1877  -  4292,0  -  0  -  0,우 : 14058 경기도 안양시 동안구 벌말로 66 제14층제비-오1414호,법인,134111  -  0535449,671  -  86  -  01616,0,0,0,0,0,0,222175,212294,9881,12000,174,-119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)트렌차이즈,김재훈,주점,2016.02.15,2016.02.15,070  -  7730  -  4032,02  -  400  -  7067,우 : 05713 서울특별시 송파구 양재대로62길 35 2층,법인,110111  -  5972199,764  -  86  -  00355,0,0,0,0,0,0,984330,172334,811996,2429974,129920,262599,859201,309804,549397,2751038,179330,155414,670986,277003,393983,2373821,315945,263562,0,0,0,0,6,0,0,2,0,0,16,0,0,0,0,
우마이마루,이송훈,일식,..,2009.10.08,070  -  8773  -  5759,051  -  521  -  8577,우 : 47190 부산광역시 부산진구 당감로 17 당감삼익상가 17동 101호,개인,  -  ,605  -  23  -  61868,0,0,0,0,0,0,10174,8690,1484,305209,24465,30971,10036,15523,-5487,320401,25886,33956,11272,12715,-1443,333245,30310,34710,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,
공공식품,공경무,분식,..,2012.04.09,051  -  301  -  5214,051  -  301  -  5030,우 : 46504 부산광역시 북구 사상로577번길 42-1 (구포동),개인,  -  ,606  -  33  -  51659,0,0,0,0,0,0,610259,199988,410271,1435676,155793,162230,555050,144926,410124,1932240,221330,225489,121861,44997,76864,1409777,116735,115659,0,0,0,4,1,2,4,0,1,5,1,0,0,0,0,
오늘김해뒷고기,이내한,기타 외식,..,2012.04.27,051  -  946  -  3200,0  -  0  -  0,우 : 49309 부산광역시 사하구 낙동대로519번길 25 (하단동),개인,  -  ,603  -  12  -  39025,0,0,0,0,0,0,216831,70985,145846,509690,35876,43336,216809,78388,138421,520638,37392,43331,127619,75577,52042,432981,38722,41195,0,0,0,2,3,1,9,2,1,6,2,0,0,0,0,
와플칸,김동찬,기타 외식,..,2014.05.23,070  -  7773  -  9797,000  -  0000  -  0000,"우 : 48948 부산광역시 중구 광복로55번길 1-1 (창선동1가, 1층 정면 왼쪽)",개인,  -  ,602  -  09  -  41173,0,0,0,0,0,0,0,0,0,183848,0,0,0,0,0,188073,0,0,0,0,0,150630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)영동족발,정용철,기타 외식,2013.07.05,2013.07.10,070  -  7670  -  6382,02  -  529  -  6382,"우 : 06738 서울특별시 서초구 남부순환로 2634-8 605호(양재동, 단성오피스텔)",법인,110111  -  5176163,264  -  81  -  18404,0,0,0,0,0,0,2073895,1710446,363449,3589579,87320,64261,2281436,1982248,299188,3738929,37553,32681,2293337,2026831,266506,4213069,74559,45086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)우용에프앤비,정우용,한식,2006.02.22,2006.03.02,02  -  1899  -  0502,02  -  2601  -  2140,우 : 08391 서울특별시 구로구 디지털로32나길 12 2층(구로동),법인,110111  -  3405936,117  -  81  -  57377,0,0,0,0,0,0,992710,481903,510807,770421,-173696,-176634,1219246,531805,687441,950380,-129584,-139493,1435721,608786,826935,1143627,-342282,-325298,0,0,0,0,5,0,1,5,1,0,8,1,0,0,0,
(주)우용에프앤비,정우용,기타 외식,2006.02.22,2006.03.02,02  -  2601  -  2138,02  -  2601  -  2140,우 : 08391 서울특별시 구로구 디지털로32나길 12 2층(구로동),법인,110111  -  3405936,117  -  81  -  57377,0,0,0,0,0,0,992710,481903,510807,770421,-173696,-176634,1219246,531805,687441,950380,-129584,-139493,1435721,608786,826935,1143627,-342282,-325298,0,0,0,0,4,0,0,16,3,0,12,2,0,0,0,
일커피(주),정혜진,커피,2018.05.03,2018.09.28,02  -  554  -  9543,02  -  554  -  9541,우 : 06160 서울특별시 강남구 선릉로92길 28 6층(삼성동),법인,110111  -  6741973,425  -  81  -  00912,0,0,0,0,0,0,377630,190822,186808,722454,1640,-59259,311249,65182,246067,225936,6011,6066,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,0,0,0,
(주)즐거운,권성준,기타 외식,2015.02.09,2015.03.05,063  -  227  -  5799,063  -  236  -  5799,우 : 54958 전라북도 전주시 완산구 황강서원로 27 (효자동3가) 1층,법인,210111  -  0103889,522  -  86  -  00033,0,0,0,0,0,0,924033,448226,475807,1801907,110683,131170,539972,195336,344636,1539009,168403,111948,396233,163545,232688,1302845,79595,64748,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,
(주)다가본,정상일,한식,2019.04.04,2019.05.05,02  -  1688  -  0623,0  -  0  -  0,우 : 54972 전라북도 전주시 완산구 메너머2길 23 1층(중화산동2가),법인,210111  -  0141467,642  -  81  -  01573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
(주)쿠킹가이즈,신현종,주점,2020.02.22,2020.02.17,02  -  1811  -  0068,050  -  8054  -  0068,우 : 05025 서울특별시 광진구 자양로 135 202-5호,법인,110111  -  7391628,869  -  81  -  01784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,1,1,0,0,0,0,0,
(주)농부애푸드,박수호 외 1인,기타 외식,2015.08.31,2015.10.14,18  -  00  -  5370,063  -  247  -  9919,우 : 55030 전라북도 전주시 덕진구 한배미1길 59 102호 (인후동1가),법인,210111  -  0109126,612  -  88  -  00205,0,0,0,0,0,0,47114,0,47114,0,-62,-62,47176,0,47176,0,-65,-65,49446,2204,47242,0,-4780,-2835,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,
(주)고구려푸드,김경일,중식,2014.03.19,2014.03.19,00  -  1899  -  8011,031  -  313  -  2225,"우 : 14911 경기도 시흥시 대은로 13 , 2층(대야동)",법인,135511  -  0263025,140  -  81  -  84350,0,0,0,0,0,0,756931,483895,273036,836279,75515,52366,481609,260940,220669,815602,57938,50947,511733,342052,169681,1053067,72345,67869,0,0,0,4,1,0,2,7,0,9,7,1,0,0,0,
