업종,브랜드,상호,최근 2년간 매출 증가율
치킨,맥켄치킨,(주)한일팜스,-11.86
치킨,멕시카나,(주)멕시카나,-0.47
치킨,명동닭튀김,명동닭튀김,-50.44
치킨,명랑한찜닭,그레이프컴퍼니(주),-52.48
치킨,모던통닭,(주)모던키친컴퍼니,-38.01
치킨,못말리는파닭,(주)엠엔글로벌,33.52
치킨,몽키스비어,설원식품,20.39
치킨,무봤나 촌닭,(주)무촌식품,13.71
치킨,무성구어바베큐치킨,(주)시즌푸드,0.08
치킨,미쳐버린파닭,(주)수정,-24.31
치킨,바른치킨,(주)이루에프씨,-7.05
치킨,바보스,조이세이(주),-26.01
치킨,바비후,(주)내일,-13.97
치킨,박군치킨,농업회사법인(주)도도푸드,-9.85
치킨,백년가마솥옛날통닭,현성식품(주),11.5
치킨,범벅치킨,(주)마리푸드,-16.92
치킨,범프리카인생치킨,범프리카인생치킨,-7.53
치킨,보드람 치킨,(주)보드람씨앤알,-1.34
치킨,본가옛날통닭,본가옛날통닭,19.73
치킨,본스치킨,(주)비에이지본스,-16.56
치킨,본초불닭발,(주)미래원에프앤씨,-38.3
치킨,봉이치킨,(주)봉이에프엔씨,153.23
치킨,부뚜막치킨,(주)태풍에프앤비,-10.21
치킨,부어치킨,(주)참바른,-5.1
치킨,부여통닭,(주)에카,-31.36
치킨,불로만치킨바베큐,(주)불로만,-1.15
치킨,불촌두마리치킨,신미푸드시스템,-27.79
치킨,브라운치킨,(주)비지씨푸드,-40.83
치킨,브이에프씨치킨파티(VFC치킨파티),선진VFC,-40.63
치킨,비비큐(BBQ),(주)제너시스비비큐,44.26
치킨,비에이치씨(BHC),(주)비에이치씨,32.55
치킨,사바사바치킨앤비어,(주)마세다린,-2.31
치킨,사쿠사쿠,(주)계미락,3.38
치킨,삼십구치킨,39치킨본부,6.09
치킨,삼통치킨,(주)삼통치킨,0.65
치킨,상문이두마리숯불양념치킨,푸드메이트,-0.44
치킨,소담치킨,(주)정성푸드마스타,-7.0
치킨,수상한탕수육,(주)채움푸드,-50.99
치킨,수준이 다른 치킨,오복가,-9.88
치킨,숯양두마리치킨,다온푸드,-14.98
치킨,신통치킨,(주)올치에프씨,1.11
치킨,쌀쌀맞은닭,(주)바름,14.2
치킨,쌀통닭,(주)퐁텐,-7.5
치킨,씨에프숯불바베큐치킨,(주)씨에프,-4.42
치킨,아리아리닭강정,(주)세원,-30.27
치킨,아웃닭,(주)테즈,-4.52
치킨,아이벗치킨,아이프랜드,9.0
치킨,아주커,(주)에이에프씨코리아,10.08
치킨,아침닭,(주)홈앤치킨,-19.84
치킨,알통떡강정,(주)알통컴퍼니,-23.11
치킨,야들리애,(주)제이케이글로벌,-5.59
치킨,양계장집아들,(주)양계장집아들,-9.28
치킨,에디슨치킨,(주)참여텍,-51.08
치킨,영 아맛나,아맛나찜닭분식야식,-52.68
치킨,오늘통닭,(주)대현푸드빌,-24.62
치킨,오닭꼬치,(주)오닭꼬치,0.66
치킨,오리지널 팔칠(87')닭강정,팔칠(87')닭강정,-31.33
치킨,오부장치킨,(주)본에스디코리아,-6.82
치킨,오븐마루,(주)오엠푸드,-5.62
치킨,오븐에빠진닭,(주)에땅,-6.26
치킨,오후엔치킨,태현에프씨(주),-16.53
치킨,온고지신 통닭元,민푸드,6.79
치킨,용달통닭,용달푸드,-24.19
치킨,위드치킨,위드치킨,14.28
치킨,이춘봉인생치킨,(주)마스터아이디,-16.77
치킨,자담치킨,(주)웰빙푸드,8.83
치킨,장모님치킨,장모육계유통,-6.13
치킨,전국3대치킨 오성통닭,오복가,20.09
치킨,전설의치킨,(주)시원전설의푸드,-35.05
치킨,정직한통닭,닭대표,-27.63
치킨,조선CH.S치킨,(주)씨에스,-21.04
치킨,조선의 옛날통닭,제이에프앤씨,-18.03
치킨,존슨켄터키,(주)비브라더스,-19.6
치킨,종국이두마리치킨,종국이두마리치킨체인본부,-28.26
치킨,지코바양념치킨,(주)지코바,0.96
치킨,진미대왕통닭,대왕통닭,4.27
치킨,징기스칸치킨,(자)징기스칸,0.04
치킨,쭈노치킨가게,(주)쭈노에프앤비,-30.62
치킨,처갓집양념치킨,(주)한국일오삼,0.97
치킨,처갓집플러스케이준치킨,(주)한국일오삼,22.34
치킨,철인7호,(주)철인에프앤비,-25.47
치킨,추닭집,패밀리에프앤씨,7.38
치킨,충만치킨,(주)충만,-11.66
치킨,치르치르,리치푸드(주),-4.94
치킨,치킨678,(주)육칠팔,-5.66
치킨,치킨89(치킨팔구),(주)우분트,6.48
치킨,치킨과 바람피자,치킨과바람피자,-3.65
치킨,치킨더비,(주)치킨더비,-12.84
치킨,치킨더홈,케이와이푸드(주),16.78
치킨,치킨매니아,(주)코리아델로스케이디,14.49
치킨,치킨뱅이,(주)원우푸드,11.12
치킨,치킨버스,(주)푸드버스,25.32
치킨,치킨삼파전,이온유통,25.96
치킨,치킨신드롬,(주)오앤씨웰푸드,-3.1
치킨,치킨연구소,치킨연구소,0.73
치킨,치킨주막,(주)치킨주막,-8.27
치킨,치킨처럼,(주)엠에스코리아,7.59
치킨,치킨커플,(주)비엘앤에프,-9.83
치킨,치킨퐁,(주)비어프랜드,-5.73
치킨,치킨플러스,(주)돕는사람들,5.68
치킨,치킨히어로,티오엘드림,17.77
치킨,컬투치킨,(주)컬투에프앤비,-14.03
치킨,코리안바베큐,(주)티비비씨,-4.15
치킨,코리엔탈깻잎두마리치킨,(주)채움푸드,-26.09
치킨,콩닥콩닭,케이디유통,34.84
치킨,큰통치킨,(주)태산유통,-14.58
치킨,태권치킨,(주)티케이푸드,-10.18
치킨,투마리나,(주)삼정코리아,-63.74
치킨,투존치킨,(주)나도람에프씨,-28.84
치킨,티바두마리치킨,(주)신라외식개발,-10.73
치킨,파-닭에파무쳐,에스엠푸드(주),-20.29
치킨,페리카나,(주)페리카나,-6.75
치킨,푸라닭,(주)아이더스코리아,19.42
치킨,피니치니,(주)그린푸드존,-9.3
치킨,필바든치킨,필푸드,-7.46
치킨,하우스홀드,푸드피아,3.62
치킨,하이꼬꼬,(주)귀남,11.24
치킨,한앤둘치킨,(주)더콥,113.93
치킨,해두리치킨,(주)지와이푸드,11.5
치킨,허갈닭강정,(주)유성에프앤비,-19.57
치킨,허대구 대구통닭,(주)디티에프앤비,-5.93
치킨,호식이두마리치킨,호식이두마리치킨,0.55
치킨,호치킨,(주)다울에프앤비,-3.46
치킨,호호닭발,(주)제이앤엠푸드,0.62
커피,9cafe,(주)비비인터내셔널,-12.94
커피,cafe051(카페051),051커피컴퍼니,22.14
커피,cafe65℃,(주)육십오도씨,1.5
커피,감성커피,(주)비브라더스,-7.52
커피,경성코페,(주)경성글로벌,-10.81
커피,까사밍고,(주)라이온에프지,-13.67
커피,꿀스커피GGUL'S COFFEE,(주)정직한,1.97
커피,나인어클락커피,(주)나인어클락,79.5
커피,다빈치커피,(주)다빈치,-6.1
커피,달콤,(주)달콤,-7.56
커피,더마스터커피,(주)제이윈스(Jwins),-5.15
커피,더벤티,(주)더벤티코리아,0.71
커피,더웨이닝커피(THE WAIN-ING COFFEE),(주)웨이닝코리아,14.7
커피,더카페,(주)이랜드이츠,2.42
커피,데니스,데니스,1.52
커피,데일리에스프레소(Daily espresso),데일리에스프레소,-3.31
커피,도노텀블,(주)도노텀블,47.51
커피,디에떼에스프레소,(주)디떼,0.12
커피,디초콜릿커피앤드,(주)할리스에프앤비,16.81
커피,라드커피(LAD COFFEE),라드커피,-10.9
커피,라떼떼,(주)엘에이치지,23.48
커피,라떼킹(latteking),블루빈컴퍼니(주),-11.99
커피,라스베이글,(주)애채,2.84
커피,로반스윗,(주)로반스윗,23.6
커피,루고,(주)이랜드이츠,1.26
커피,마노핀,(주)엠피그룹,0.38
커피,마린커피,마린커피로스터스,11.97
커피,마시그래이,(주)에스이엠,-5.58
커피,만랩커피,(주)만랩,17.0
커피,매머드익스프레스(Mammoth Express),(주)매머드커피랩,33.73
커피,매머드커피(Mammoth coffee),(주)매머드커피랩,20.79
커피,메가엠지씨커피(MEGA MGC COFFEE),(주)앤하우스,10.59
커피,모캄보,(주)마스터코리아,-7.63
커피,바리스타비,(주)바리스타비,-12.66
커피,바빈스,(주)퍼스트에이엔티,-3.75
커피,반반스프링스커피(BANBANSPRINGS COFFEE),반반스프링스,1.36
커피,벌크커피(BULK COFFEE),(주)벌크커피,15.83
커피,베러먼데이,베러먼데이드링크코리아(주),91.5
커피,베스트빈,(주)에스에이치네트웍스,-12.12
커피,벨라빈스커피,(주)놀부,-5.16
커피,브라우니70,(주)브라우니웍스,2.09
커피,블랙라인커피,(주)카페발트,7.74
커피,블레스롤(Bless Roll),블레스롤가맹본부,-12.61
커피,비엔나커피하우스,(주)제이엠케이,15.97
커피,빈스빈스,(주)빈스앤로스터리코리아,-11.78
커피,빨콩,(주)오구본가,-7.23
커피,빽다방,(주)더본코리아,10.9
커피,성별 에이유,성별에프터유,-4.13
커피,셀렉토커피,(주)맥스원이링크,9.2
커피,슈퍼사이즈커피,(주)에스에이치리테일,-6.93
커피,슈퍼커피,(주)슈퍼커피,0.96
커피,아리스타,(주)아리스타,-27.5
커피,아마떼,(주)한국창업경제연구소,-22.61
커피,아마스빈,(주)비케이컴퍼니,34.58
커피,아임일리터,㈜아임일리터,41.4
커피,아임홈,(주)아임홈팩토리,37.26
커피,아프리카커피초콜릿,(주)아프리카커피가게앤학원,-23.35
커피,에슬로우커피(ESLOW COFFEE),(주)에슬로우,21.48
커피,에이바우트커피,㈜메이크어베러(Makeabetter),5.27
커피,엑소엑소핫도그앤커피,(주)세컨드찬스,142.55
커피,엔제리너스,롯데지알에스(주),-0.7
커피,엘아르카,엘아르카,3.04
커피,요거프레소,(주)요거프레소,3.98
커피,이디야커피,(주)이디야,1.11
커피,전광수커피,(주)전광수커피,-6.31
커피,주커피,태영에프앤비(주),-2.32
커피,"지브릭커피(G,BRICK COFFEE)",(주)디자인포비,23.93
커피,청자다방,(주)청자다방,1.89
커피,카페게이트,(유)에브라임이노베이션,-11.23
커피,카페다빈치,(주)다빈치,-3.95
커피,카페도헤이 왕의커피,(주)카페도헤이,16.41
커피,카페띠아모,(주)베모스,4.88
커피,카페루앤비,(주)루앤비,3.6
커피,카페리빈,(주)리빈코리아,-23.04
커피,카페베네,(주)카페베네,-4.42
커피,카페보니또,에스프레소코리아(주),22.54
커피,카페아이엠티,(주)편안,19.13
커피,카페원플러스원,(주)카페원플러스원,5.76
커피,카페인중독,(주)중독컴퍼니,-7.8
커피,카페일루이스,카페일루이스(주),-77.08
커피,카페코나퀸즈,카페코나퀸즈(주),33.22
커피,카페홀릭(CAFE HOLIC),(주)카페홀릭,0.56
커피,커피101스트릿(COFFEE 101 STREET),㈜커피101스트릿,-32.18
커피,커피가예쁘다,BALENASIXCOFFEECOMPANY,-2.5
커피,커피나무,(주)커피나무,-8.95
커피,커피니(COFFEENIE),(주)커피니,-0.43
커피,커피마마,티에고(주),8.22
커피,커피명가,(주)커피명가,-7.09
커피,커피베이,(주)커피베이,1.54
커피,커피볶는집,(주)커피볶는집,-9.22
커피,커피에반하다,(주)커피에반하다,0.47
커피,커피온리,(주)커피만컴퍼니,-11.36
커피,커피코트,(주)커피코트,1.57
커피,커피홀(coffee hole),(자)동명식품서울지점,-22.9
커피,커핀그루나루,(주)커핀그루나루,8.95
커피,컴포즈커피(COMPOSE COFFEE),(주)제이엠커피컴퍼니,8.12
커피,코페아커피(COFFEA COFFEE),(주)감성인터내셔널,-11.22
커피,퀸즈브라운,대현패밀리(주),-9.61
커피,크레이저커피(C.Razer coffee),(주)크레이저커피그룹,-4.89
커피,킹스빈,킹스빈코리아,43.02
커피,탭플레이(TAPLAY),(주)해피랜드에프엔비,22.81
커피,터치카페,(주)더블유씨엠인터내셔널,-27.32
커피,텀브커피,(주)위드텀브,15.2
커피,토리스타특별한커피,토리스타씨앤에스(toristarC&S),32.4
커피,토프레소,(주)에스앤큐플러스,-0.43
커피,투썸플레이스,투썸플레이스(주),1.96
커피,파스쿠찌,(주)파리크라상,1.58
커피,팬도로시,(주)올리브홀딩스,-13.85
커피,포트오브모카(Port of Mocha),(주)에소코리아,-8.43
커피,프롬하츠(FROM HEARTS),(주)프롬하츠,-6.2
커피,하바나익스프레스,(주)주원에프앤비,-13.37
커피,할리스커피,(주)할리스에프앤비,-1.36
커피,해리스카페,(주)해리스,4.23
커피,핸즈커피 (HANDS COFFEE),(주)지핸즈,16.4
커피,히즈빈스(HISBEANS),(주)향기내는사람들,42.87
패스트푸드,뉴욕핫도그앤커피,(주)뉴욕핫도그앤커피,-11.13
패스트푸드,델리랩 (Delilab),"델리랩,여우넷",62.92
패스트푸드,롯데리아,롯데지알에스(주),4.47
패스트푸드,마미쿡,(주)훌랄라,9.42
패스트푸드,미스앤미스터포테이토,(주)도연에프엔씨,8.53
패스트푸드,미스터톡톡(Mr TokTok),(주)두손커머스,-13.51
패스트푸드,버거307,버거307,-28.84
패스트푸드,버거킹(Burger King),(주)비케이알,7.37
패스트푸드,비스트로피자,(주)글로비,42.68
패스트푸드,쉐이크포테이토,(주)도남에프앤에프,104.21
패스트푸드,스테프핫도그,(주)스테프코리아,9.51
패스트푸드,웰덤치킨,(주)푸디노에프앤디,-5.27
패스트푸드,자니로켓,(주)신세계푸드,3.88
패스트푸드,지정환피자,(주)정담에프에스,-0.77
패스트푸드,코끼리가반한핫도그,티에고(주),5.32
패스트푸드,퀴즈노스서브,(주)유썸,-7.06
패스트푸드,토스피아,(주)푸드넷시스템,-5.98
패스트푸드,파파이스,(주)티에스푸드앤시스템,17.01
패스트푸드,팔팔핫도그,(주)프로젝트비,942.49
패스트푸드,피제리아 나인로드,(주)씨엠월드에프앤씨,-21.15
패스트푸드,호봉토스트,(주)호봉푸드시스템,-6.9
피자,7번가피자,(주)7번가사람들,-2.33
피자,Port' Albs 피자굼터,(주)멀티푸드시스템,-15.05
피자,난타5000피자,(유)난타5000,1.44
피자,남자피자,(주)남자피자,-5.65
피자,네오피자,(주)네오에프앤비,-11.23
피자,도미노피자,청오디피케이(주),-5.3
피자,리골레토 시카고피자,(주)다이닝팩토리,13.46
피자,미사랑임실치즈피자,(주)세인에프앤씨,-0.4
피자,미스터파파임실치즈피자,외식그룹진밭,-37.9
피자,미스터피자,(주)엠피그룹,-5.34
피자,브로피자,업텐브로피자체인본부,-39.03
피자,빅스타피자(Bigstar Pizza),(주)빅스타푸드,9.22
피자,빚짜(BEEZZA),(주)프라이데이컴퍼니,-27.89
피자,빨간모자피자,(주)레드캡,-3.99
피자,뽕뜨락피자,(주)웰빙을만드는사람들,10.92
피자,영구스피자,(주)영구스피자,-12.45
피자,옐로우피자(YELLOW PIZZA),옐로우피자,5.1
피자,오르새피자,(주)제이피케이컴퍼니,15.29
피자,오리지널시카고,(주)오리지널시카고피자,-5.41
피자,유로코피자(EUROKO PIZZA),(주)유로코푸드,-19.06
피자,임실치즈피자,(유)승일푸드시스템,-10.89
피자,자가제빵 선명희피자,(주)더온에프앤비,-25.32
피자,자연임실치즈피자,자연임실치즈피자,12.55
피자,착한피자,(주)착한피자,-20.78
피자,청년피자,청년피자가맹본부,17.93
피자,킹스타피자,(주)스타푸드코리아,-24.16
피자,파파밸리피자,(주)파파밸리,29.83
피자,파파존스피자,한국파파존스(주),5.44
피자,피자마루,(주)푸드죤,-2.72
피자,피자명인,피자명인,20.77
피자,피자몰,(주)이랜드이츠,313.53
피자,피자브라더스,(주)피자브라더스,3.29
피자,피자빅,(주)그린푸드존,-19.06
피자,피자빙고,(주)신성마을,-2.95
피자,피자스쿨,(주)피자스쿨,-4.88
피자,피자스쿨,(주)씨에이치컴퍼니,-0.19
피자,피자알볼로,(주)알볼로에프앤씨,3.26
피자,피자애,(주)피자애,-12.98
피자,피자에땅,(주)에땅,-11.67
피자,피자헛,한국피자헛(유),-4.05
피자,피자헤븐,(주)피자헤븐코리아,-4.5
피자,한명숙피자치킨,"한명숙피자,치킨",19.26
피자,후니피자,훈푸드,-50.08
한식,123막창,(주)123푸드,-22.8
한식,153포인츠(POINTZ),(주)에스엔알푸드,-20.9
한식,1인자감자탕,(주)제이에스일인자,7.07
한식,3일국밥,(주)펜톤,-25.26
한식,5.5닭갈비,(주)오점오,11.46
한식,88콩나물국밥,(주)웰미가베스트푸드,-28.17
한식,JBD 종로빈대떡,종로빈대떡체인사업부,-25.85
한식,THE진국,(주)섬김과나눔,-6.63
한식,가얏골감자탕,지앤지푸드,-4.31
한식,가인채,(주)가인채,-0.21
한식,가장맛있는족발,(주)가장맛있는족발,-13.24
한식,갈통삼,(주)드림위드에프씨,-4.5
한식,감성족발,키친씨,11.9
한식,개성집,유황F&S,-5.04
한식,개정,(주)동원기업,15.84
한식,계경순대국,지강에프앤비(주),-2.55
한식,"고기,원칙",(주)반반한행복,-30.63
한식,고래감자탕,(주)디딤,-5.41
한식,고래식당,(주)디딤,-15.68
한식,고봉민김밥人,케이비엠,-9.85
한식,고을래이베리코흑돼지,(주)미락에프씨,-8.54
한식,고집센그집갈비탕,그집푸드,-2.95
한식,고향옥얼큰순대국,(주)더맛있는생각,-8.43
한식,곤지암 한우 소머리국밥,(주)서민상회,-15.33
한식,곤지암할매소머리국밥,(주)동의보감농수산,10.07
한식,곰작골나주곰탕,(주)혜윰에프엔비,-0.62
한식,곽만근갈비탕,(주)곽푸드에프씨,-9.58
한식,교동면옥,(주)교동F&B,-9.74
한식,교동전선생,(주)교동,27.48
한식,구이구이쪽갈비,(주)더맛푸드,-7.67
한식,국민수육국밥&막국수,(주)썬푸드,85.56
한식,국사랑,케이씨컴퍼니,42.1
한식,군산오징어,(주)산무리,-13.84
한식,굴마을낙지촌,(주)두둑한행복,-5.23
한식,금강산감자탕,농업회사법인구삐(주),25.96
한식,길성이,(주)길성이,1.3
한식,김둘레순대국,(주)둘레,4.25
한식,김명자낙지마당,(주)김명자,-3.28
한식,김영희동태찜&코다리냉면,(주)해피푸드,6.4
한식,김충기꽃삼겹,로드다이닝(주),-9.51
한식,김해시락국밥,(주)토장원,8.92
한식,나능이,유정티앤에프(주),24.39
한식,나이스투미츄,아이에스크리에이티브,38.11
한식,날마다대박나는집,(주)명진푸드,33.88
한식,남노갈비,(주)조이에프앤비,-9.43
한식,남다른감자탕(男다른감子탕),(주)보하라,-10.74
한식,남자마늘보쌈,(주)미스터쿡,-5.86
한식,낭만쭈꾸미,(주)낭만연구소,-24.52
한식,내가찜한닭,(주)마이푸드,-0.66
한식,내담 대구탕 해물갈비찜,(주)씨에스에프씨,1.22
한식,노걸대,(주)노걸대,-21.72
한식,노마세야매운갈비찜,(주)노마세야컴퍼니,-11.52
한식,논골집,정준유통,-4.73
한식,놀란곱창,(주)숲풀림식품,-6.96
한식,놀란돼지,(주)숲풀림식품,-3.96
한식,놀부보쌈족발,(주)놀부,-9.24
한식,놀부부대찌개,(주)놀부,-9.58
한식,놀부항아리갈비,(주)놀부,-39.92
한식,놀부화덕족발,(주)놀부,-10.26
한식,누리마을감자탕,(주)영일유통,-1.01
한식,다깡,다감,-30.22
한식,다담뜰 한식뷔페,(주)다담뜰,1.07
한식,닥치고곱창,닥치고곱창,6.66
한식,닭갈비제작소,(주)닥인흥업,-0.66
한식,닭발싸롱,맛있는이야기,35.36
한식,담미온,(주)담미온에프앤비,16.6
한식,담소 소사골 순대 육개장,(주)담소이야기,14.54
한식,대가야삼계탕,(주)대가야,-13.29
한식,대관령양푼이동태찌개,대관령푸드,-2.8
한식,대동,(유)대동상회,48.45
한식,대마족발,(주)조은음식드림,121.03
한식,대박통,대박통,6.09
한식,대장부,엠투(M2)컴퍼니,-37.61
한식,댓짱돈까스,(주)댓짱돈까스,-5.05
한식,더도이종가집돼지국밥,(주)더도이종가집,-13.52
한식,더만족,더만족,-16.6
한식,덕뽀리,씨에이치푸드,77.79
한식,덤덤덤쪽갈비,디앤디코리아,97.91
한식,데일리갈비,해송에프앤에스,-34.77
한식,도둑고기,(주)행복한상상에프앤비,-17.06
한식,도리명가,D.RHOLDINGS,-39.62
한식,도토리편백집,(주)에이컨,0.2
한식,돈오락쪽갈비,(주)지강푸드,20.69
한식,돈통마늘보쌈,(주)코리아푸딩,-6.06
한식,돌배기집,(주)더본코리아,16.07
한식,동서네낙지,(유)동서네낙지본점,-23.67
한식,두거리우신탕,두거리푸드,36.17
한식,두남자찜닭,(주)두남자컴퍼니,-7.94
한식,두리맛감자탕,(주)두리맛푸드,7.65
한식,두부본가어묵,후푸드,-6.28
한식,두찜,(주)기영에프앤비,-18.44
한식,땅스부대찌개,(주)티에스푸드,-3.69
한식,또와유 명태간장조림,(주)해오름에프에스,11.15
한식,뚝배기양평해장국,(주)뉴서진식품,-7.91
한식,뚱삼이와대삼이,(주)엠지에이치,-22.06
한식,뜨끈이 감자탕,(주)엘엔미트,13.57
한식,로꼬로꼬,로꼬로꼬,-0.31
한식,마녀가 만든 족발,제이에이치푸드(주),-4.01
한식,마당쇠돼지갈비,(주)마당쇠,-4.27
한식,마린보이동태탕.찜.코다리1번가,마린보이유통,65.34
한식,마음을 담은 김치찌개,(주)마음을담은,-7.48
한식,마통삼(마스터통삼겹),지에이치컴퍼니,20.8
한식,막돼먹은막창,(주)엠디엠,1.89
한식,만권화밥,(주)만권,-15.82
한식,만나고쪽갈비가,맛있는에프앤비(F&B),-23.88
한식,만복한쭈꾸미낙지볶음,만복이쭈꾸미낙지볶음,-6.56
한식,만족오향족발,(주)만점족,-4.16
한식,맛깔참죽,(주)맛깔,27.06
한식,맛나감자탕,리브가푸드시스템(주),-10.64
한식,맛들의축제,(주)애드쉐어,-92.06
한식,맛찬들왕소금구이,(주)맛찬들,-4.5
한식,망향비빔국수,블루밀,-13.23
한식,맵도리탕,(주)푸드맵,36.99
한식,맷돌로만,농업회사법인(주)엠에스푸드,-14.23
한식,메밀고개 시골막국수,메밀고개푸드(주),-2.78
한식,메밀골동해막국수,(주)해살이뜰,22.63
한식,면채반,(주)면채반,-28.0
한식,명동칼국수샤브샤브,(주)명동,2.71
한식,명륜진사갈비,(주)명륜당,88.35
한식,명사순대,(주)명사에프엠,55.38
한식,명장복집&24시명장복국,명장복집,-5.39
한식,모두의만족,㈜두빛,-6.09
한식,목촌사골돼지국밥,(주)행운식품,23.34
한식,무봉리토종순대국,무봉리토종순대국체인본부,29.18
한식,무쏘,(주)유엔아이에프씨,126.58
한식,무한장소,(주)제이씨엠에프씨,-47.18
한식,문래돼지불백,(주)문래돼지불백,7.44
한식,미사리밀빛초계국수,(주)밀빛,-2.67
한식,미스터닭찜,(주)푸디아,-35.77
한식,미스터보쌈5379,(주)푸디아,-8.49
한식,미스터오징어,미스앤미스터㈜,-16.27
한식,미식가의구이,(주)태인에프앤비,-23.45
한식,바베큐통족구이,(주)케이제이푸드시스템,-17.65
한식,바보돼지두마리,TASTYPLATFORM(테이스티플랫폼),-14.73
한식,바보형제쭈꾸미,(주)바보형제스토리,-4.77
한식,바우네 나주곰탕,(주)엠지에이치,5.28
한식,바우네나주곰탕,(주)지에프포유,-17.98
한식,바푸리죽앤즙,(주)비피알,-36.58
한식,박가부대,원앤원(주),10.49
한식,박군자진주냉면,(주)진주교방,-3.85
한식,박수근네온천골,온천골푸드,8.98
한식,반반식당,(주)아라에프엔비,33.5
한식,반할맛으로 값어치하는 소고깃집,(주)끼니,-2.35
한식,발빠닭,(주)어나더푸드컬쳐,-19.07
한식,밥장인돼지찌개,(주)밥장인,-7.06
한식,밥통령,(주)미식주,5.49
한식,방일해장국,(주)방일에프씨,-4.53
한식,배달삼겹직구삼,(주)모두여는세상,-8.13
한식,배부장찌개,(주)맛있는에프앤비,-7.42
한식,백종원의원조쌈밥집,(주)더본코리아,12.96
한식,백채,(주)심플맨,-2.0
한식,백청우칼국수,백청우칼국수,9.95
한식,백촌진짜대구막창,백촌푸드,-9.19
한식,번지농장돌판아구찜,유한회사번지농장푸드,-28.48
한식,별법 동태탕 왕해물찜,(주)씨에스에프씨,9.15
한식,별을 품은 곱창,(주)스타셀러,-5.0
한식,보승회관,보승FC,44.11
한식,본가,(주)더본코리아,11.56
한식,본가어탕,본가어탕,56.97
한식,본건강한상,본푸드서비스(주),-3.68
한식,본도시락,본아이에프(주),-2.27
한식,본앤본,본앤본(주),-12.88
한식,본죽,본아이에프(주),-3.21
한식,본죽&비빔밥cafe,본아이에프(주),-3.61
한식,봉할매김치찌개불백,(주)씨앤에이치코퍼레이션,-14.21
한식,부대통령뚝배기,(주)부대통령,5.84
한식,부산아지매국밥,(주)제이엘푸드,1.84
한식,북창동순두부,(주)디코레,15.35
한식,북촌삼대갈비,(주)일가브라더스,355.11
한식,불끈낙지,예스람,69.87
한식,불막열삼,(주)꿈을실현하는사람들,-18.02
한식,빚은,(주)에스피씨삼립,-13.81
한식,뼈큰감자탕,(주)뚝심푸드,1.87
한식,사계진미 숯불닭갈비,(주)준인터(JunInter),332.39
한식,사람사는고깃집김일도,(주)고릴라에프앤디,-0.27
한식,사랑담은묵은지찜찌개,(주)사랑담은,5.39
한식,삶다 오로지 족발,(유)케이앤에스오로지,-3.07
한식,삼겹구이,(주)미래에프씨,-25.65
한식,삼겹촌놈,솔담,1053.91
한식,삼겹파티,(주)엠지에이치,-2.73
한식,삼곱식당,삼곱푸드,5.64
한식,삼교리동치미막국수,(주)삼교리,18.71
한식,삼백집,(주)휴림,10.14
한식,삼시세때,(주)국보푸드시스템,21.05
한식,삼육가珍,(주)레블스,5.59
한식,삼육오 족발찜닭,(주)자연가득,-17.12
한식,삼청동멸치국수,(주)삼청동,3.16
한식,삼훈국민생아구찜,(주)백경푸드시스템,14.32
한식,상도늘보리,(주)늘보리에프앤씨,6.43
한식,새마을식당,(주)더본코리아,14.33
한식,생극해장국,(주)에스컴퍼니,-18.17
한식,샤브보트,(주)채선당,1.79
한식,샤브쌈주머니,위드몬,2.09
한식,서래갈매기,(주)서래스터,7.48
한식,서울전통육개장,(주)엠제이에프앤씨,-1.26
한식,설담재,홈메이드푸드,-1.24
한식,설동궁찜닭,설동궁컴퍼니,5.3
한식,설레족발,설렘,77.35
한식,성경만두요리전문점,(주)성경에프앤에스,-5.99
한식,셰프의 국수앤육개장,(주)바인에프씨,38.91
한식,소공동뚝배기집,(주)오백미라클,9.42
한식,"소담애 족발,보쌈",(주)에브릿,-99.91
한식,소래버섯나라,(주)소래버섯,21.27
한식,소플러스,(주)엔조이푸드시스템,27.24
한식,손문대구막창갈매기살,(주)손문에프앤씨,0.72
한식,송담추어탕,(주)송담,0.62
한식,송주불냉면앤칼국수,(주)에스제이푸드시스템,-6.14
한식,송화삼계탕&닭갈비,(주)송화컴퍼니,-0.08
한식,수김밥,손수푸드,-18.04
한식,수육국밥.보쌈전문점 더참맛수육국밥앤보쌈,(주)더참맛푸드,-9.39
한식,순흥골,(주)델리앤,-3.95
한식,숯겹살집,㈜숯겹살,29.87
한식,쉐프돼지,쉐프돼지,-58.82
한식,시골애,(주)시골애,7.58
한식,시골통돼지볶음,코아FS,1.78
한식,시루향기,(주)향기나는사람들,-1.16
한식,신단설렁탕,진대푸드,-5.22
한식,신마포갈매기,(주)디딤,6.28
한식,신사부대찌개&품격삼겹살,(주)신사의품격,5.42
한식,신의주부대찌개,미트준,-17.17
한식,신의주찹쌀순대,(주)거성푸드,3.35
한식,신정골,(주)신정푸드,-13.25
한식,신촌설렁탕,(주)신촌푸드,7.46
한식,쌀눈쌀 현미누룽지,(주)엄마,-58.75
한식,쌈촌,(주)쌈촌패밀리,-21.79
한식,쎌빠,(주)쎌빠,0.57
한식,아빠곰탕,(주)프레솔,-21.03
한식,아지야가꿉으께,아지야가꿉으께,48.75
한식,안동본가국밥,(주)두웰푸드,-3.58
한식,약초마을,약초마을YCM,-10.22
한식,얌샘김밥,(주)얌샘,-5.26
