업종,브랜드,상호,평균매출액
한식,막창도둑,(주)엠디푸드시스템,252490
한식,오리도니,(주)이엔에프(ENF),86695
한식,구이가,(주)가업에프씨,363183
한식,이바돔 외식 Family,(주)이바돔,1035854
한식,이바돔감자탕,(주)이바돔,819584
한식,한촌설렁탕,(주)이연에프엔씨,502506
한식,하남돼지집,(주)하남에프앤비,693335
한식,삼겹파티,(주)엠지에이치,368598
한식,봉할매김치찌개불백,(주)씨앤에이치코퍼레이션,292653
한식,삼백집,(주)휴림,34106
한식,육미명가옛날아우내순대&보쌈,(주)병천아우내식품,216821
한식,병천황토방순대,(주)병천아우내식품,177427
한식,뚱삼이와대삼이,(주)엠지에이치,415610
한식,용가마순대,(주)용가마,191390
한식,육풍,(주)보담,691579
한식,김해시락국밥,(주)토장원,114473
한식,제주생선구이 올래밥상,영어조합법인올래씨푸드,58340
한식,대구안지랑막창,원가네푸드,165001
한식,배부장찌개,(주)맛있는에프앤비,353192
한식,닭갈비제작소,(주)닥인흥업,455518
한식,빼돌린 뒷고기,(주)제이더블유컴퍼니,376363
한식,육봉달,(주)티아이코스모스,690456
한식,남자마늘보쌈,(주)미스터쿡,704567
한식,춘부집목살스테끼와껍데기,(주)더푸드상상,216891
한식,최달포,(주)에스지프랜차이즈,827510
한식,단지막창,단지푸드시스템,274883
한식,신단설렁탕,진대푸드,229004
한식,첫번째필족사랑,거성푸드(주),133895
한식,바보돼지두마리,TASTYPLATFORM(테이스티플랫폼),179902
한식,한상에소두마리,㈜한상에소두마리,429899
한식,배달삼겹 돼지되지,(주)정담에프앤비,280815
한식,애솔촌돼지,애솔촌돼지,196364
한식,대한닭발1979,(주)씨에이치월드푸드,230120
한식,쪽찌,(주)마더푸드,304751
한식,계탄집,(주)구야가,207109
한식,일오닭갈비,(주)일오,246684
한식,월홍갈비,제이원푸드(주),356144
한식,오매족,(주)태명푸드,35383
한식,돈통마늘보쌈,(주)코리아푸딩,298852
한식,반반한족발닭발,굿데이푸드,248655
한식,어머나생고기,(주)스타프렌차이즈,359742
한식,장충동왕족발보쌈,(주)장충동왕족발,105358
한식,만송골갈비탕,만송골갈비탕토평점,534429
한식,육회먹은연어,(주)비에프푸드,395759
한식,맛깔참죽,(주)맛깔,133406
한식,한씨네대가추어탕,농업회사법인(주)한씨네,221208
한식,소한마리몽땅무쏘,(주)일센치,450151
한식,짚신매운갈비찜,(주)음식생각,432126
한식,안동국밥,(주)빛솜푸드,322932
한식,한솥,(주)한솥,329326
한식,더서민구이(The서민구이),(주)더드림에프씨,489810
한식,텃밭시래기,햇빛과바람,156056
한식,돈푸대,햇빛과바람,94096
한식,류아저씨의화동생갈비,(주)가연푸드,813430
한식,홍대칼국수와족발,(주)다온에프엔비,375188
한식,백촌진짜대구막창,백촌푸드,187624
한식,파주닭국수,(주)송정푸드,248398
한식,한옥마을 전주비빔밥,(주)풍년에프씨,285156
한식,삼육오족발찜닭,(주)자연가득,446160
한식,댓짱돈까스,(주)댓짱돈까스,477631
한식,돌깨마을맷돌순두부,(주)자연가득,429687
한식,만족오향족발,(주)만점족,554144
한식,주원명가,(주)주원산오리,87750
한식,꼬기냉면,(주)꼬기냉면,166939
한식,월선네,(주)맛있는상상,256569
한식,양철식당,양철식당,448823
한식,원조전통명가 통큰할매순대국,(주)세븐하베스트,182871
한식,구이구이쪽갈비,(주)더맛푸드,236781
한식,큰정할매순대국,(주)휴앤지,328581
한식,놀부항아리갈비,(주)놀부,356346
한식,놀부맑은설렁탕담다,(주)놀부,107062
한식,별법 동태탕 왕해물찜,(주)씨에스에프씨,143356
한식,내담 대구탕 해물갈비찜,(주)씨에스에프씨,131709
한식,153포인츠(POINTZ),(주)에스엔알푸드,389916
한식,참토우,(주)참토우,792387
한식,셰프의 국수앤육개장,(주)바인에프씨,238895
한식,소래버섯나라,(주)소래버섯,286993
한식,군산오징어,(주)산무리,279906
한식,뚱뚱이할머니족발보쌈,(주)제이비에프씨,267894
한식,집으로돼지,(주)메이에프앤에스,256144
한식,신의주부대찌개,미트준,295428
한식,쌀눈쌀 현미누룽지,(주)엄마,41747
한식,삼겹싸롱,(주)행복한상상에프앤비,429583
한식,착한고기,(주)착한고기,573716
한식,화통삼,(주)행복한상상에프앤비,456799
한식,한가네숯불닭갈비,(주)한경코퍼레이션,510799
한식,THE진국,(주)섬김과나눔,453005
한식,돈데이,(주)썬미트,291980
한식,대가야삼계탕,(주)대가야,327823
한식,주왕산삼계탕,(주)대가야,235407
한식,바오밥(BAOBAB),(주)바오밥아이엔씨,392589
한식,서래갈매기,(주)서래스터,400059
한식,79네 수육국밥,79네푸드컴퍼니(주),402120
한식,팔색삼겹살,(주)8푸드,661988
한식,콩불,(주)8푸드,185394
한식,세븐유 소금구이&껍데기,(주)행운식품,137506
한식,바른생갈비,(주)바른푸드,378034
한식,땅스부대찌개,(주)티에스푸드,180000
한식,안동본가국밥,(주)두웰푸드,446353
한식,불란다쭈꾸미,(주)행운식품,432360
한식,여장군,여장군,142393
한식,사랑담은묵은지찜찌개,(주)사랑담은,158461
한식,1인자감자탕,(주)제이에스일인자,383665
한식,유가네 한우곰탕,(주)유가네,50924
한식,뚱뚱이할머니족발보쌈,(주)미도식품,26397
한식,오래오래장충동왕족발보쌈,(주)미도식품,45812
한식,원조전통명가 통큰할매순대국,(주)로드썬,383592
한식,화화,(주)미소에프엔씨,658183
한식,화사랑화로구이,(주)에프엘푸드시스템,1573112
한식,무한삼겹시대,(주)한세푸드,325443
한식,조마루감자탕,(주)조마루,444665
한식,목촌사골돼지국밥,(주)행운식품,419865
한식,태기산더덕순대,(주)푸드프랜,404500
한식,신곱창선생,코리안브라더,385714
한식,한결같은마음으로,(주)지피에프씨,471818
한식,해물솥밥모랑,푸드벤처스(주),421730
한식,다깡,다감,499630
한식,순흥골,(주)델리앤,678644
한식,가연장미역국정찬,가연장푸드,650000
한식,미친고기,미친고기,451020
한식,김경자소문난대구왕뿔찜,해듬(주),362079
한식,맷돌로만,(주)엠에스푸드,319583
한식,마시찜(MASIZZIM),(주)오감만족,328135
한식,손문대구막창갈매기살,(주)손문에프앤씨,188779
한식,메밀골동해막국수,(주)해살이뜰,132945
한식,생고기대학교,더모스트푸드,299497
한식,이태리부대찌개,(주)지니어스,442329
한식,청국장과보리밥,농협회사법인(주)인건,485493
한식,킹콩부대찌개,(주)에스엘에프앤비,305053
한식,신정골,(주)신정푸드,129172
한식,최용석의 뼈큰청진동해장국,(주)뚝심푸드,584817
한식,뼈큰감자탕,(주)뚝심푸드,579433
한식,예향정,"(주)디케이코리아(D.KKOREACo.,LTD)",465167
한식,닭발싸롱,맛있는이야기,192091
한식,별을 품은 곱창,주식회사스타셀러,289307
한식,장인족발608,(주)제이엠케이에스,287931
한식,우거지품은순대국,(주)우품,401745
한식,시루향기,(주)향기나는사람들,402274
한식,바보형제쭈꾸미,(주)바보형제스토리,611478
한식,코다차야,(주)코다,2282973
한식,고수라,(주)고수라,244350
한식,장수본가해장국,(주)장수엔터프라이즈,368812
한식,존슨부대찌개,(주)존슨푸드코리아,329471
한식,라라감자탕,라라,238125
한식,맛나감자탕,리브가푸드시스템(주),552702
한식,귀품찬,(주)곽푸드에프씨,1206685
한식,누리마을감자탕,(주)영일유통,363445
한식,곽만근갈비탕,(주)곽푸드에프씨,700982
한식,소공동뚝배기집,(주)오백미라클,333568
한식,한나낙지마당,(주)한나에프씨,379394
한식,옛날농장,(주)첨성대,877580
한식,손큰국밥,(주)손큰,224522
한식,손큰할매순대국,(주)손큰,276139
한식,삼훈 국민생아구찜,(주)백경푸드시스템,214269
한식,수돈재,(주)한소반,418178
한식,쌈촌,(주)쌈촌패밀리,353491
한식,곤지암할매소머리국밥,(주)동의보감농수산,136232
한식,갈비씨,푸드테인먼트,294695
한식,뿔발,농업회사법인(주)을과함께,133007
한식,구팔한우,(주)트루팜,351478
한식,봉화산설렁탕,(주)봉화산푸드,859030
한식,후원,(주)이랜드파크,540503
한식,최숙이네,(주)제이엠푸드코리아,458802
한식,열선수애호박돼지국밥,(주)열선수푸드,236084
한식,고집센그집갈비탕,그집푸드,394710
한식,더도이종가집돼지국밥,(주)더도이종가집,1300079
한식,김둘레순대국,(주)둘레,1215825
한식,김명자낙지마당,(주)김명자,426864
한식,남노갈비,(주)조이에프앤비,168553
한식,아빠곰탕,(주)프레솔,293148
한식,개정,주식회사동원기업,784180
한식,정가대박집,(주)정웅,668415
한식,생고기제작소,생고기제작소(주),667239
한식,풍남옥,풍남옥프랜차이즈,368832
한식,굴마을낙지촌,(주)두둑한행복,345214
한식,오늘한점,(주)우용에프앤비,412073
한식,도천진짜순대,도천진짜순대,164046
한식,한패,(주)보성녹돈,351316
한식,가마깨비,(주)솔푸드시스템,298915
한식,무교동유정낙지,(주)무교동유정낙지,424715
한식,우박집,(주)계경원,354085
한식,군삼겹,(주)계경원,297934
한식,진배기 원조할매국밥,진배기,307847
한식,막돼먹은막창,(주)엠디엠,298744
한식,철판위에빨간쭈구미,(주)마당쇠,107191
한식,마당쇠돼지갈비,(주)마당쇠,272547
한식,123막창,123막창,281515
한식,코다리 밥상,(주)올댓컴퍼니,821197
한식,한방전주콩나물국밥,(주)한사랑푸드,386552
한식,오모리찌개,(주)오모리,544355
한식,노마세야매운갈비찜,(주)노마세야컴퍼니,282594
한식,반반식당,(주)아라에프엔비,223505
한식,낭만갈비,(주)마이플랜,323800
한식,"고기,원칙",(주)반반한행복,604569
한식,김영희동태찜&코다리냉면,(주)해피푸드,250458
한식,전주옥,전주옥,149274
한식,북창동순두부,(주)디코레,407649
한식,삼교리동치미막국수,(주)삼교리,292606
한식,본앤본,본앤본(주),120333
한식,삼국시대 감자탕,(주)푸드클럽,17875
한식,전주팔미콩나물국밥,(주)베스트에프앤씨,461390
한식,도발 0948,공구사팔컴퍼니(주),163197
한식,천사곱창,(주)식스텐비즈,368733
한식,낭만쭈꾸미,(주)낭만연구소,726698
한식,곱창제작소,더나은 F&D,208500
한식,춘향골남원추어탕,(주)춘향골,281900
한식,전주남문조춘자토종피순대국,(주)비엔에스푸드,321963
한식,삼시세때,(주)국보푸드시스템,280882
한식,육마니 옛날전통육개장,육마니(주),469919
한식,울엄마 양평해장국,주식회사울엄마푸드,312805
한식,놀란돼지,(주)숲풀림식품,124394
한식,놀란곱창,(주)숲풀림식품,54615
한식,돈오락쪽갈비,(주)지강푸드,275737
한식,호세야오리바베큐,호세야(주),93442
한식,삼육가珍,(주)씨앤씨세오파트너스,1540745
한식,오징어와친구들,(주)미래원에프앤씨,28224
한식,두리맛감자탕,(주)두리맛푸드,485353
한식,시골애,(주)시골애,428287
한식,사재감참숯왕소금구이,(주)사재감,260999
한식,삼대족발,다담,922427
한식,조가네갑오징어,(주)조앤이푸드,515718
한식,마포주먹구이,마포주먹구이복미끼,78457
한식,황금코다리,(주)유니쉐프,616473
한식,도도랑,(유)도도랑,299819
한식,장패 (JANGPAE),장패체인사업본부,337165
한식,제주몬트락,(주)모닥홀딩스,901691
한식,닭발먹은새우,(주)비에프푸드,377604
한식,샤브쌈주머니,위드몬,556110
한식,흑돼지 삼백식당,정상FC,511106
한식,황장군,(주)가우정푸드,994698
한식,훔친갈비,(주)프레쥬퀸,324688
한식,박손녀의콩각시동태,(주)이림에프앤피,602631
한식,담미온,(주)담미온에프앤비,745450
분식,공수간,(주)놀부,161383
분식,오떡,(주)에이치앤비푸드,305629
분식,쉐프가만든떡볶이,정명F/B,84832
분식,두끼,(주)다른,601520
분식,김가네김밥,(주)김가네,330192
분식,응급실국물떡볶이,(주)금해코리아,170272
분식,서가원김밥,(주)오색만찬,182898
분식,죠스떡볶이,(주)죠스푸드,223123
분식,신참떡볶이,(주)신참에프앤씨,162677
분식,바르다김선생,(주)바르다김선생,225499
분식,반장떡볶이,(주)반장푸드,322634
분식,깨순이김밥,(유)대성물류,34037
분식,할매손충무김밥,(주)바른푸드,46184
분식,석관동떡볶이,오리엔트푸드,201709
분식,신호탕떡볶이,미호푸드,136762
분식,생생돈까스,(주)에버리치에프앤비,53430
분식,김피라(kimpira),(주)솔트앤슈가,295306
분식,걸작떡볶이치킨,(주)위드인푸드,259161
분식,지지고(GGGO),(주)와이낫,153179
분식,장호덕손만두,장호덕손만두,285000
분식,자매떡볶이,(주)든해자매,153596
분식,명동할머니국수,(주)봉원에프앤비,268532
분식,수유리우동집,(주)물과소금,172236
분식,스쿨푸드,(주)에스에프이노베이션,612065
분식,리김밥,(주)바인인터내셔날,204066
분식,인정국물떡볶이,두레푸드,235806
분식,국수나무,해피브릿지협동조합,251797
분식,오백국수,오백제작소,116387
분식,우럼마왕만두,우럼마에프앤디,208245
분식,알촌,송원F&B,233322
분식,오마뎅,(주)오마뎅,206822
분식,웁스떡볶이,웁스에프앤씨,46988
분식,이웃집소녀떡볶이,이웃집소녀쉐프,219614
분식,뚱보아저씨 돈가스,뚱보아저씨,209553
분식,밀크밥버거,(주)오색만찬,44216
분식,성경만두요리전문점,(주)성경에프앤에스,249062
분식,진미면막국수,진미면막국수,265205
분식,김민성I'm넙띠기돈까스,유성푸드탑,216679
분식,불땡국수,(주)착한푸드,270795
분식,만복국수집,(주)은혜푸드,296849
분식,밥맛나는세상,(주)소디프비앤에프,297272
분식,엄청난떡볶이,엄청난떡볶이,166106
분식,김밥킹,(주)아이윈엔터프라이즈,162407
분식,삼청동궁물떡볶이,(주)삼청동에프앤씨,165304
분식,국대떡볶이,(주)국대에프앤비,208637
분식,LA김밥,(주)한국창업경제연구소,148476
분식,올떡,(주)지엔에스올떡,101471
분식,장상궁김밥,(주)장상궁,320456
분식,황기순의칼국수앤왕돈까스,(주)티에스에프엔씨,163159
분식,가마솥김밥,(주)도시방앗간,121693
분식,신김밥,신김밥&신LA갈비,122992
분식,분식제일가,(주)쿡앤리빙,267713
분식,토마토김밥,(주)푸름에프앤에스,377559
분식,델리웨건와작,(주)모음,172329
분식,최고당 돈가스,(주)빅토리어스,264026
분식,역전우동0410,(주)더본코리아,446636
분식,미정국수0410,(주)더본코리아,479213
분식,행컵,(주)혜성푸드빌,231563
분식,킹콩떡볶이,이심전심(주),118026
분식,단오방,(주)단오푸드,336632
분식,김밥의진수,(주)카모메호스피탈리티그룹,203132
분식,귀일,(주)오픈스카이앤귀일,186237
분식,신떡,(주)신화에프앤비,59632
분식,부송국수,부송푸드,222578
분식,바푸리,(주)비피알,216160
분식,용우동,(주)용마을,395403
분식,김대표 김밥,(주)덕,343480
분식,보영만두,(주)보영,362820
분식,레드썬,(주)제이케이푸드,101923
분식,신포우리만두,(유)신포우리식품,327203
분식,구포국수,제이피토탈,235780
분식,심할머니안흥찐빵만두,어우리,96977
분식,떡볶이창고,떡볶이창고,250034
분식,몬나니떡볶이,(주)몬스푸드,155992
분식,사나이김밥,(주)사나이,211923
분식,더돈까스(the돈까스),(주)폴스타파트너스,252084
분식,명인만두,(주)명인에프엔비,163930
분식,요런떡볶이,(주)자연애몸,53370
분식,홍코너,(주)더프랜즈에프앤비,274880
분식,오정은A김밥,(주)오정은,261469
분식,뽀뚜루까아저씨,(주)뽀뚜루까에프엔비,205682
분식,이삭토스트,(주)이삭,137129
분식,토야카츠,(주)아윤,250438
분식,꾼떡,(주)트로이,81307
분식,감탄떡볶이,(주)오투스페이스,92052
분식,하나돈까스,(주)파나,535968
분식,이여사나무김밥,(주)다온코리아,225590
분식,바울아저씨,(주)바울코리아,205014
분식,아딸,(주)아딸,39171
분식,채다올김밥,다올에프엔씨,136802
분식,구윤희 따뜻한밥상 김밥일번지,(주)금환식품,316562
분식,더바스켓,(주)성하식품,211241
분식,호봉토스트위치,(주)호봉푸드시스템,128806
분식,얌샘,(주)얌샘,255160
분식,아리가또맘마,(주)트렌차이즈,246787
분식,파더스김밥,(주)미셰프,216232
분식,스쿨스토어,(주)스쿨스토어,487521
분식,삐사감김밥,삐사감김밥앤러브스테이크(주),413510
분식,정성한줄,(주)해밀코리아,485807
분식,로봇김밥,(주)로봇에프앤비,234376
분식,남천할매떡볶이,(주)남천에프앤비,171720
분식,내고향냉면만두,고석환손만두,99267
분식,소문난공주떡볶이,아이제이(IJ)푸드,46420
분식,으니의수라간,(주)원스에프엔비,68973
분식,효형제돈까스,효브라더스,465107
분식,마리왕,(주)마리킹,592834
분식,찰스숯불김밥,(주)찰스푸드,231507
분식,우리동네 국수집,(주)봉화산푸드,259346
분식,보용만두,(주)보용에프앤씨,291249
분식,영심이떡볶이앤김밥,(주)아름드리,369590
분식,홍쌤떡볶이,홍성민쌤떡볶이,45252
분식,치피떡,(주)생활에프앤비,130546
분식,나드리김밥,(주)나드리에프에스,202635
분식,버무리떡볶이,(주)이플푸드,182941
분식,얌스,(주)새모양에프앤비,306033
분식,울타리없는만두집,제이앤푸드,137989
분식,종로김밥,(주)제이알에프앤로지스,345302
분식,고고즉석떡볶이,(주)고고푸드,154699
분식,틈새라면,(주)틈새상사,94430
분식,소가담,㈜센치밀리,232880
분식,오별난멸치국수,(주)누들앤푸드,575907
분식,모범떡볶이1976,(주)우진케이티에스,250895
분식,춘하추동,"춘하추동F&C,동진여관",159354
분식,북문로떡볶이,(주)북문로키친,108334
분식,송촌꼬마김밥,송촌꼬마김밥,76276
분식,나는 조선의 떡볶이다,(주)이노레시피,142938
분식,수김밥,손수푸드,210428
중식,전설의짬뽕,양파,439780
중식,짬뽕9단,양파,395413
중식,교동짬뽕,(주)명가푸드시스템,590490
중식,귀신반점,상지,40115
중식,홍짜장,(주)한밭에프앤지,215401
중식,이비가짬뽕,(주)이비가푸드,470256
중식,홍콩반점0410,(주)더본코리아,574973
중식,동방불패,(주)브라보이노베이션,445048
중식,진시앙,(주)이밥스,174181
중식,홍탕,(주)홍탕,62521
중식,뽕신,(주)마린블루스,286903
중식,짬뽕타임,(주)제이에이치푸드시스템,859327
중식,라화쿵부,회풍식품(주),312367
중식,예지현(YEZIHYUN),(주)예우,391246
중식,짬뽕지존,투맨홀딩스(주),926691
중식,촌칭구짬뽕,(주)야베스에프씨,208745
중식,매란방,(주)테이스티컴퍼니,608188
중식,짬뽕10101,(주)고구려푸드,448200
중식,중화가정,주식회사루에프앤비,485356
중식,더시카고짬뽕(THE CHICAGO JJAMPPONG),(주)인엔아웃에프엔씨,378856
중식,짬뽕타운,푸얼담식품,323300
중식,이만구교동짬뽕,(주)이만구,444939
