업종,브랜드,상호,평균매출액
한식,남다른감자탕(男다른감子탕),(주)보하라,631245
한식,월홍갈비,제이원푸드(주),264298
한식,족장,(주)아이에프그룹,247005
한식,신사부대찌개&품격삼겹살,(주)신사의품격,246199
한식,효자막창,효자푸드,348061
한식,집으로돼지,(주)메이에프앤에스,104143
한식,축제갈비,(주)마루벌,368570
한식,사랑담은묵은지찜찌개,(주)사랑담은,139992
한식,노걸대,(주)노걸대,282297
한식,원조전통명가 통큰할매순대국,(주)세븐하베스트,146300
한식,을용이곱창,(주)제이오푸드,174775
한식,다솥맛집,(주)다솥,791587
한식,제주안방갈비,(주)그린아일랜드,129776
한식,맛나감자탕,리브가푸드시스템(주),516581
한식,김충기꽃삼겹,로드다이닝(주),157994
한식,배씨상회,배씨상회,136333
한식,이동규인 왔따쪽갈비,(주)왔따네푸드,208333
한식,어머나생고기,(주)스타프렌차이즈,331018
한식,메밀골동해막국수,(주)해살이뜰,147439
한식,형제닭발&오돌뼈,형제푸드,474058
한식,JBD 종로빈대떡,종로빈대떡체인사업부,43613
한식,구이구이쪽갈비,(주)더맛푸드,249926
한식,주왕산삼계탕,(주)대가야,243997
한식,대가야삼계탕,(주)대가야,266819
한식,본건강한상,본푸드서비스(주),290905
한식,한티재,한티재,428754
한식,오태호 팔공산돌곱창,팔공산소돌곱창,175950
한식,원청담면옥,(주)원두프,594989
한식,제주울어멍해장국,(주)바론에프앤비,303836
한식,오덕후,(주)피디에스컴퍼니,193723
한식,뜨끈이 감자탕,(주)엘엔미트,767384
한식,스타곱스,(주)금표에프앤씨,1450
한식,백촌진짜대구막창,백촌푸드,157566
한식,논골집,정준유통,466160
한식,한통(한마리 통큰)정육식당,삼보미트&푸드,480596
한식,대장부,엠투(M2)컴퍼니,281962
한식,조선에서왔소,지에프케이,472000
한식,오븐에 빠진 막창,오빠막창,114545
한식,불끈낙지,예스람,626400
한식,신의주부대찌개,미트준,260137
한식,만복한쭈꾸미낙지볶음,만복이쭈꾸미낙지볶음,915090
한식,한동길전통감자탕,한동길식품,339428
한식,덤덤덤쪽갈비,디앤디코리아,208508
한식,오과장대패&샐러드바,디앤디코리아,271943
한식,명장복집&24시명장복국,명장복집,391497
한식,남다른대구막창,이안에에프앤비,195417
한식,열정담은 국물집,국물집,155694
한식,땡기요,와이엠씨푸드,134066
한식,청기와뼈다귀해장국,청기와뼈다귀해장국,640798
한식,로꼬로꼬,로꼬로꼬,484735
한식,북촌삼대갈비,(주)일가브라더스,876830
한식,무봉리토종순대국,무봉리토종순대국체인본부,252477
한식,방가삼대 얼큰한뼈해장국,방가삼대,607363
한식,고봉민김밥人,케이비엠,182019
한식,박수근네온천골,온천골푸드,270519
한식,뼈대있는국밥,할매손집밥,7255
한식,조리고,조리고,668143
한식,용추골미궁순대,칠연푸드시스템,60665
한식,원플러스원 찌개&볶음,할매손집밥,11368
한식,냉면덕후,할매손집밥,4359
한식,나주할매 곰탕&뼈해장국,할매손집밥,4616
한식,1인 한식당,할매손집밥,12345
한식,도리명가,D.RHOLDINGS,152099
한식,설담재,홈메이드푸드,695810
한식,본가어탕,본가어탕,403004
한식,족발쌀롱,족발쌀롱,225614
한식,울타리없는만두집,제이앤푸드,103449
한식,단물곤물,단물곤물광화문점,193448
한식,진원 소우,진원소우,1279205
한식,월수금,월수금,292912
한식,화성옥,화성옥,281297
한식,가얏골감자탕,지앤지푸드,188436
한식,불타는 형제들,불타는형제들,204611
한식,만나고쪽갈비가,맛있는에프앤비(F&B),191141
한식,두거리우신탕,두거리푸드,369458
한식,탕쓱잘튀기는집,계산씨케이,21152
한식,닥치고곱창,닥치고곱창,39965
한식,꽃차돌,제이에스푸드(JS푸드),372051
한식,약초마을,약초마을YCM,315143
한식,양마니순대곱창,양마니푸드,112194
한식,조이박꽃도새기,조이박푸드,294078
한식,김영화부대찌개,김영화부대찌개,294015
한식,팔덕식당,MS푸드,330581
한식,설동궁찜닭,설동궁컴퍼니,278973
한식,망향비빔국수,블루밀,524229
한식,대관령양푼이동태찌개,대관령푸드,217272
한식,대박통,대박통,232540
한식,정광석 항아리보쌈,더나은푸드,625188
한식,다깡,다감,291194
한식,수김밥,손수푸드,238166
한식,아부찌부대찌개,아부찌,169735
한식,육쌈냉면,(주)육쌈,387973
한식,백청우칼국수,백청우칼국수,390883
한식,다시오고싶은집이명숙양평해장국,조이식품,304398
한식,삼겹촌놈,솔담,324871
한식,쭈꾸미도사,쭈꾸미도사,372701
한식,큰돈쪽쪽갈비,큰돈쪽쪽갈비,205717
한식,생고기대학교,푸드스토리,205635
한식,쿡친,마시굿,119751
한식,시골통돼지볶음,코아FS,284284
한식,콩시루,시루유통,231617
한식,흑돼지 삼백식당,정상FC,471683
한식,육회본가,(주)본가에프앤비,237400
한식,황금코다리,(주)유니쉐프,549884
한식,육시리,티티씨에프,876741
한식,진성아구찜,진성,276034
한식,육장장이,착한맘굿쉐프,889383
한식,조가네갑오징어,(주)조앤이푸드,509233
한식,쭈꾸쭈꾸아,쭈꾸쭈꾸아,303048
한식,개성집,유황F&S,480500
한식,김영희동태찜&코다리냉면,(주)해피푸드,273333
한식,일미리 금계찜닭,(주)일미리,201946
한식,샤브쌈주머니,위드몬,648654
한식,도리연닭도리탕,도리연닭도리탕,339662
한식,차돌풍,농부의마음,679720
한식,성경만두요리전문점,(주)성경에프앤에스,348180
한식,어죽이네철렵국,어죽이네철렵국,153101
한식,호수꼬치,(주)호수코리아,190173
한식,황소갈비,(주)명성에프앤비,671252
한식,백하돼지생갈비,(주)다함컴퍼니,626685
한식,봉화산 설렁탕 전문점,(주)봉화산푸드,745182
한식,숯불에닭,탄계명가,314523
한식,고집센그집갈비탕,그집푸드,419137
한식,양철식당,(주)와이앤씨코리아,382785
한식,5.5닭갈비,(주)오점오,73164
한식,청양일초,(주)청해,354507
한식,임창정의 모서리족발,(주)예스아이엠에프앤비,378467
한식,도야족발보쌈,도야족발앤푸드,368570
한식,통큰낙지,남산에프앤씨,354361
한식,나이스투미츄,아이에스크리에이티브,529494
한식,만식이네와인포차,와인컴퍼니,210333
한식,배달짜글OH짜글,오에이치,311137
한식,덕뽀리,씨에이치푸드,193963
한식,여장군,(주)아람푸드,192476
한식,채돈이,채돈이,262761
한식,모던불닭,모던푸드,71951
한식,육첩반상,(주)대세에프엔비,440383
한식,THE진국,(주)섬김과나눔,452088
한식,화덕초 대파불고기,프랜차이즈새늘,319143
한식,대패장사,대패장사,190576
한식,길성이,(주)길성이,378379
한식,더맛있는족발보쌈,더족푸드,863313
한식,제주몬트락,(주)모닥홀딩스,754992
한식,존가네,씨지에프(주),199563
한식,백그릇국밥,셰프공간컴퍼니(주),392598
한식,장패(JANGPAE),장패체인사업본부,317625
한식,와촌식육식당,(주)와촌본가,336815
한식,본설렁탕,본아이에프(주),255927
한식,돼지코생곱창갈비,(주)돼지코푸드,175800
한식,곽만근갈비탕,(주)곽푸드에프씨,660043
한식,배달삼겹직구삼,(주)모두여는세상,399627
한식,육대장,(주)육대장,407563
한식,참토우,(주)참토우,844397
한식,박군자진주냉면,(주)진주교방,495642
한식,어바웃샤브,(주)올어바웃푸드,331780
한식,떡가게 종춘,(주)종춘에프앤비,1602736
한식,배부장찌개,(주)맛있는에프앤비,355797
한식,면채반,(주)면채반,346680
한식,입큰아구알곤이찜,더현푸드시스템,214902
한식,유가네닭갈비,(주)바이올푸드글로벌,544369
한식,삼원돈,(주)조은세상에프엔씨,126542
한식,신촌설렁탕,(주)신촌푸드,421016
한식,오늘한점,(주)우용에프앤비,272857
한식,돌배기집,(주)더본코리아,768326
한식,본가,(주)더본코리아,896468
한식,백종원의원조쌈밥집,(주)더본코리아,537583
한식,한신포차,(주)더본코리아,993924
한식,새마을식당,(주)더본코리아,582625
한식,우주최강도시락,(주)톡에프앤비,276662
한식,단골손님,(주)단골손님,545108
한식,황장군,(주)가우정푸드,1018159
한식,연안식당,(주)디딤,904846
한식,삼청동멸치국수,(주)삼청동,209218
한식,황금식당,(주)디딤,688007
한식,차돌6키로,(주)디딤,314341
한식,맵도리탕,(주)푸드맵,273747
한식,신마포갈매기,(주)디딤,580550
한식,미추냉삼,(주)디딤,366111
한식,123막창,(주)123푸드,354106
한식,육회말투아웃,(주)수에프씨,294622
한식,고래식당,(주)디딤,544663
한식,고래감자탕,(주)디딤,828646
한식,마녀가 만든 족발,제이에이치푸드(주),308221
한식,청사월보리밥과쭈꾸미,(주)풀잎채,401052
한식,행복가마솥밥&알솥밥,(주)채선당,429093
한식,채선당,(주)채선당,569307
한식,바다향왕코다리,(주)엑츠에프씨,722355
한식,샤브보트,(주)채선당,469799
한식,홍구등갈비,성우,262593
한식,온누리장작구이,(주)온누리푸드시스템,737564
한식,이화수전통육개장,이화수(주),482307
한식,맛들의축제,(주)애드쉐어,19483
한식,어명이요,(주)에브릿,362284
한식,종로직화쭈꾸미,종로푸드시스템(주),666306
한식,"소담애 족발,보쌈",(주)에브릿,351
한식,88콩나물국밥,(주)웰미가베스트푸드,258174
한식,웰미가,(주)웰미가베스트푸드,623070
한식,천사곱창,(주)식스텐비즈,72320
한식,또와유 명태간장조림,(주)해오름에프에스,290700
한식,존슨부대찌개,(주)존슨푸드코리아,198950
한식,쭈꾸미시스터즈,(주)제이알에프앤씨,501574
한식,살아있네아구,(주)리안,245567
한식,철순이네김치찌개,(주)박앤박,206567
한식,청실홍실,(주)푸드피플,228573
한식,땅스부대찌개,(주)티에스푸드,171677
한식,미스터닭찜,(주)푸디아,41417
한식,미스터보쌈5379,(주)푸디아,186812
한식,삼겹구이,(주)미래에프씨,183333
한식,고을래이베리코흑돼지,(주)미락에프씨,562241
한식,백철판0410,(주)더본코리아,383252
한식,모두국밥,(주)엠디에프시파트너스,272175
한식,온채당,(주)비본코리아,463274
한식,쌀눈쌀 현미누룽지,(주)엄마,15656
한식,내가찜한닭,(주)마이푸드,477054
한식,생극해장국,(주)에스컴퍼니,142456
한식,참한국밥,참한국밥,176151
한식,홍반장신의주찹쌀순대와감자탕,(주)홍반장,570049
한식,등뼈가,(주)푸드윈,172915
한식,별법 동태탕 왕해물찜,(주)씨에스에프씨,113269
한식,내담 대구탕 해물갈비찜,(주)씨에스에프씨,84190
한식,얌샘김밥,(주)얌샘,263206
한식,김경자소문난대구왕뽈찜,해듬(주),431342
한식,바베큐통족구이,(주)케이제이푸드시스템,120373
한식,동서네낙지,(유)동서네낙지본점,245623
한식,닭갈비제작소,(주)닥인흥업,434920
한식,착한돼지,(주)착한푸드,836216
한식,조선닭볶음탕,(주)잭팟,369861
한식,놀란돼지,(주)숲풀림식품,126700
한식,놀란곱창,(주)숲풀림식품,51859
한식,고기는 모름지기 연탄구이,제이에스(JS)대원식품,419855
한식,상도늘보리,(주)늘보리에프앤씨,438032
한식,족제소,(주)자작나무형제들,16792
한식,소소린,소소린(주),97981
한식,폭풍갈비,(주)대자푸드,116620
한식,설레족발,설렘,422237
한식,삼육오 족발찜닭,(주)자연가득,379123
한식,더자반(The자반),(유)더자반,447915
한식,조미료를넣지않은참마마된장,(주)마마에프앤비,246607
한식,해까득,(주)제이오코리아월드,182483
한식,장수본가해장국,(주)장수엔터프라이즈,438883
한식,더도이종가집돼지국밥,(주)더도이종가집,1270883
한식,꼽창꼽창,(주)바른맘푸드,391600
한식,반주(BANJOO),(주)캘리스코,3317161
한식,한옥마을전주비빔밥,(주)풍년에프씨,270745
한식,육풍,(주)보담,720554
한식,별을 품은 곱창,(주)스타셀러,316449
한식,삼대족발,(주)다담푸드,364560
한식,오복미역,(주)오복푸드,541683
한식,불란다쭈꾸미,(주)행운식품,372632
한식,두부본가어묵,후푸드,166147
한식,낙원갈비집,(주)행복을만드는사람들,1105437
한식,원가회관,(주)디아이디코리아,216754
한식,서울전통육개장,(주)엠제이에프앤씨,370286
한식,목촌나주곰탕왕갈비탕,(주)행운식품,300612
한식,가마실감자탕,(주)가마실푸드,96809
한식,제주면장,(주)북촌사람들,316498
한식,미스터오징어,미스앤미스터㈜,620444
한식,희귀한족발,(주)포레스트에프앤디,19105
한식,도니스바베큐,도니스(주),101640
한식,1인자감자탕,(주)제이에스일인자,521677
한식,목촌사골돼지국밥,(주)행운식품,467485
한식,나능이,유정티앤에프(주),593765
한식,화사랑화로구이,(주)에프엘푸드시스템,2160006
한식,곰작골나주곰탕,(주)혜윰에프엔비,556847
한식,손군부대찌개,에스디에이치푸드,169206
한식,백곱식당,(주)남다름,900686
한식,원할머니,원앤원(주),485243
한식,꼬기냉면,(주)동은에프엔씨,223773
한식,비빔밥 냉면을 부탁해,(주)제이투케이에프앤비,11971
한식,일품양평해장국,(주)우분트,190830
한식,해장꾹이,(주)우분트,295054
한식,방일해장국,(주)방일에프씨,204563
한식,곤지암 한우 소머리국밥,(주)서민상회,153228
한식,햇잎갈비,햇잎푸드(주),281950
한식,소플러스,(주)엔조이푸드시스템,1700510
한식,청와삼대,(주)봄봄,322804
한식,하남돼지집,(주)하남에프앤비,636677
한식,오봉도시락,(주)오색만찬,120479
한식,바베큐덕삼이&화끈한닭발러,푸드플랫폼,136445
한식,우거지품은순대국,(주)우품,344389
한식,칼국수한마당,(주)한마당,191194
한식,삼겹살 곱빼기 배달전문 고기한끼,(주)마포상회,143689
한식,족발3시30분,(주)타임에프앤씨,255790
한식,샤브담,(주)지씨홀딩스,56245
한식,손문대구막창갈매기살,(주)손문에프앤씨,154531
한식,숙성의미,㈜미담누리,37193
한식,날마다대박나는집,(주)명진푸드,1782720
한식,고기듬뿍대왕비빔밥,(주)더플러스,176845
한식,삼백집,(주)휴림,431966
한식,통큰두마리찜닭,통큰푸드,142412
한식,봉추찜닭,㈜봉추푸드시스템,299945
한식,잭아저씨족발&보쌈,(주)두레에프앤비,295250
한식,본앤본,본앤본(주),124676
한식,제주고깃집,에스엠푸드,221567
한식,문창식갈비탕,(주)문창식,226475
한식,두남자찜닭,(주)두남자컴퍼니,441250
한식,어부의 밥상,(주)라온유통,948934
한식,대독장,(주)새인,367470
한식,유장춘 닭개장,(주)제이씨씨푸드,385682
한식,명태어장,케이더블유에프,382307
한식,바로만든족발,㈜바로푸드,155919
한식,대마족발,(주)조은음식드림,396351
한식,숯겹살집,㈜숯겹살,197159
한식,태기산더덕순대,(주)푸드프랜,469785
한식,자성화 맛집 코다리네,(주)자성화,504031
한식,장가네 일품순두부,(주)일품순두부,772350
한식,부대통령뚝배기,(주)부대통령,198745
한식,금강산감자탕,농업회사법인구삐(주),419164
한식,뚝배기양평해장국,(주)뉴서진식품,337101
한식,장터순대국감자탕,하율푸드(주),109524
한식,진이찬방,진이푸드(주),207796
한식,파주닭국수,(주)송정푸드,233634
한식,서래갈매기,(주)서래스터,470800
한식,일차돌,(주)서래스터,425341
한식,명동칼국수샤브샤브,(주)명동,335186
한식,무쏘,(주)유엔아이에프씨,598163
한식,쉐프돼지,쉐프돼지,100564
한식,하누소,(주)하누소푸드시스템,2674550
한식,장인족발608,(주)제이엠케이에스,722716
한식,가인채,(주)가인채,953401
한식,밥장인돼지찌개,(주)밥장인,250017
한식,갈통삼,(주)드림위드에프씨,186212
한식,첫번째필족사랑,거성푸드(주),131997
한식,김치도가,(주)한울김치도가,330195
한식,바보돼지두마리,TASTYPLATFORM(테이스티플랫폼),187091
한식,제이브이엘(JVL)부대찌개,(주)제이브이엘,283589
한식,착한명태,케이더블유에프,256667
한식,정통집,(주)진담에프앤비,516535
한식,진송추어탕,(주)우림에프씨,45301
한식,반반식당,(주)아라에프엔비,280436
한식,막돼먹은막창,(주)엠디엠,259637
한식,바보형제쭈꾸미,(주)바보형제스토리,445993
한식,마당쇠돼지갈비,(주)마당쇠,199716
한식,마당쇠껍데기와소금구이,(주)마당쇠,87050
한식,돈오락쪽갈비,(주)지강푸드,247682
한식,대독장,(주)제니스에프앤비,247132
한식,송주불냉면앤칼국수,(주)에스제이푸드시스템,85882
한식,도도랑,(유)도도랑,308028
한식,제주미향해장국,(주)미향에프엔비,231994
한식,한촌설렁탕,(주)이연에프엔씨,542583
한식,백미옛날갈비,(주)백미에프에스티,599835
한식,더담 부대찌개,(주)더맛,318723
한식,곱깨비,곱깨비원,73096
한식,통큰손쭈꾸미마을,(주)하늘샘,443705
한식,미사리밀빛초계국수,(주)밀빛,523696
한식,교동면옥,(주)교동F&B,820597
한식,명랑회관,(주)명랑식품,641586
한식,곱분이 곱창,(주)웰푸드컴퍼니,408759
한식,수육국밥.보쌈전문점 더참맛수육국밥앤보쌈,(주)더참맛푸드,510488
한식,시루향기,(주)향기나는사람들,393211
한식,혼밥대장,(주)원더파트너스,227857
한식,유가네 한우곰탕,(주)유가네,117425
한식,주원명가,농업회사법인(주)주원산오리,166260
한식,김해시락국밥,(주)토장원,114989
한식,전주옥,전주옥,138382
한식,부대장,(주)훌랄라,136629
한식,홍춘천,(주)훌랄라,218042
한식,장도뚝배기,지강에프앤비(주),209606
한식,천하제일족발,(주)훌랄라,191212
한식,계경순대국,지강에프앤비(주),302623
한식,무한장소,(주)제이씨엠에프씨,100179
한식,한모둠,(주)미라지식품,332937
한식,송담추어탕,(주)송담,393135
한식,옛날농장,(주)첨성대,1081265
한식,이동근선산뒷고기,근푸드시스템,281250
한식,돔베초밥,(유)지민,1217009
한식,홍대칼국수와족발,(주)다온에프엔비,308167
한식,역전국밥,(주)역전푸드,701638
한식,접시고기,(주)접시고기,614478
한식,소래버섯나라,(주)소래버섯,365000
한식,남노갈비,(주)조이에프앤비,142536
한식,참이맛감자탕,(주)참이맛,454055
한식,셰프의 국수앤육개장,(주)바인에프씨,237519
한식,본래순대,(주)도드람에프씨,170719
한식,한가네숯불닭갈비,(주)한경코퍼레이션,461700
한식,배사장,나무F&B,373482
한식,부산아지매국밥,(주)제이엘푸드,439685
한식,육콩,(주)육콩푸드,230000
한식,군산오징어,(주)산무리,263125
한식,신가네정읍국밥,농업회사법인유한회사신가네,314120
한식,화요옥,(주)인화에프엔비,102927
한식,아재불닭발,㈜에스코퍼레이션,237972
한식,문래돼지불백,(주)문래돼지불백,364293
한식,토고리 옛날막창 소갈비살,(주)지에프코리아,245670
한식,아빠곰탕,(주)프레솔,230511
한식,찌개의 역사,㈜든든컴퍼니,229113
한식,순흥골,(주)델리앤,554414
한식,제주둘레국수,(주)둘레쿡스,296617
한식,송옥,(주)송옥엔,805081
한식,육전국밥,(주)아라리,250034
한식,춘향골남원추어탕,(주)춘향골,421453
한식,마통삼(마스터통삼겹),지에이치컴퍼니,168369
한식,조선화로집,(주)이바돔,1421451
한식,제주 흑다돈,영농조합법인돈마유통,230195
한식,제주도야지판,(주)이바돔,510868
한식,감동까스,푸드딜라이트,199696
한식,이바돔감자탕,(주)이바돔,717336
한식,이바돔 외식 Family,(주)이바돔,772238
한식,형제들 감자탕,(주)고을식품,623654
한식,육회먹은연어,(주)비에프푸드,409310
한식,일호감자탕,일호협동조합,396564
한식,강촌식당,(주)이바돔,456167
한식,돈통마늘보쌈,(주)코리아푸딩,315111
한식,월선네,(주)맛있는상상,325292
한식,킹콩부대찌개,(주)에스엘에프앤비,291559
한식,송화삼계탕&닭갈비,(주)송화컴퍼니,291236
한식,청진동해장국,엘푸드,168435
한식,팔색삼겹살,(주)8푸드,847357
한식,콩불,(주)8푸드,306590
한식,기막힌뒷고기,농업회사법인(주)태영에프앤씨,194146
한식,39℃락,도쿄키친39도시락,104162
한식,춘천중앙로숯불닭갈비,중앙식품,253347
한식,요달의 찜닭,(주)하랑푸드,300000
한식,3일국밥,(주)펜톤,229273
한식,첨단돌솥감자탕,(주)디케이푸드,134364
한식,한옥집김치찜,(주)한옥집에이치큐,587370
한식,진고집동해동태탕&냉면,(주)진고집,334397
한식,백채,(주)심플맨,253638
한식,153포인츠(POINTZ),(주)에스엔알푸드,355533
한식,뚱뚱이할머니족발보쌈,(주)제이비에프씨,238381
한식,진배기 원조할매국밥,진배기,283061
한식,쎌빠,(주)쎌빠,291098
한식,맛찬들왕소금구이,(주)맛찬들,1171640
한식,왔쏘,(주)다드림에프앤비,452522
한식,본도시락,본아이에프(주),322355
한식,남자마늘보쌈,(주)미스터쿡,589627
한식,맛깔참죽,(주)맛깔,157490
한식,아지야가꿉으께,아지야가꿉으께,248596
한식,최용석의 뼈큰청진동해장국,(주)뚝심푸드,536434
한식,뼈큰감자탕,(주)뚝심푸드,496015
한식,우리동네 대패집,삼원푸드,289406
한식,전주24시참편한39콩나물국밥,(주)참편한칭구,543426
한식,닭발싸롱,맛있는이야기,271456
한식,바우네 나주곰탕,(주)엠지에이치,281883
한식,소공동뚝배기집,(주)오백미라클,378451
한식,삼겹파티,(주)엠지에이치,250617
한식,뚱삼이와대삼이,(주)엠지에이치,331503
한식,개정,(주)동원기업,836139
한식,고향옥얼큰순대국,(주)더맛있는생각,743713
한식,한올면옥,한올식품(주),376898
한식,반마리가격에한마리반한찜닭,더나은F&B,126044
한식,택이네 조개전골,(주)택이네,562955
한식,모두의만족,㈜두빛,299573
한식,갈비에 빠지다,갈비에빠지다,484411
한식,국민수육국밥&막국수,(주)썬푸드,194155
한식,밤새먹소,(주)다자레코리아,744904
한식,바우네나주곰탕,(주)지에프포유,260826
한식,본죽&비빔밥cafe,본아이에프(주),328888
한식,갈비냉면,(주)비앤비몬스터푸드,84263
한식,The 진한 나주곰탕 1인용,(주)비앤비몬스터푸드,67307
한식,본죽,본아이에프(주),198712
한식,온리김치찌개(Only김치찌개),(주)비앤비몬스터푸드,82582
한식,자박갈비,(주)자박에프엔비,532093
한식,일품장수미역,(주)장수푸드,231646
한식,명사순대,(주)명사에프엠,291465
한식,생생낙지,(주)조마루,155754
한식,통뼈감자탕,(주)명가,146117
한식,조마루감자탕,(주)조마루,292787
한식,만권화밥,(주)만권,191758
한식,마린보이동태탕.찜.코다리1번가,마린보이유통,182844
한식,우박집,(주)계경원,349598
한식,시골애,(주)시골애,485817
한식,우된장,(주)값진,223286
한식,감성족발,키친씨,206593
한식,밥통령,(주)미식주,98387
한식,삼교리동치미막국수,(주)삼교리,429789
한식,다담뜰 한식뷔페,(주)다담뜰,1362000
한식,봉할매김치찌개불백,(주)씨앤에이치코퍼레이션,205749
한식,삼곱식당,삼곱푸드,572205
한식,담미온,(주)담미온에프앤비,860099
한식,이태리부대찌개,(주)지니어스,452189
한식,돼지33,(주)위푸드마켓,251149
한식,삼선미나주곰탕,(주)쌈촌패밀리,576705
한식,쌈촌,(주)쌈촌패밀리,286798
한식,정대박나주곰탕,(주)동의보감농수산,197705
한식,곤지암할매소머리국밥,(주)동의보감농수산,133352
한식,맷돌로만,농업회사법인(주)엠에스푸드,442500
한식,열선수애호박돼지국밥,(주)열선수푸드,129066
한식,엉터리 해장국&감자탕&곱창전골,(주)엉터리,562781
한식,엉터리생고기 두번째이야기 무한삼겹,(주)엉터리,461095
한식,복사꽃피는집,(주)대륜에프앤에스,872828
한식,데일리갈비,해송에프앤에스,171256
한식,번지농장돌판아구찜,유한회사번지농장푸드,406796
한식,삼시세때,(주)국보푸드시스템,359869
한식,엉터리생고기,(주)엉터리,613348
한식,댓짱돈까스,(주)댓짱돈까스,649505
한식,사계진미 숯불닭갈비,(주)준인터(JunInter),424289
한식,노마세야매운갈비찜,(주)노마세야컴퍼니,245374
한식,옥이네김치찌개와직화삼겹,(주)엔티,25425
한식,울엄마 양평해장국,(주)울엄마푸드,333739
한식,진국본가,농업회사법인㈜진국본가,278418
한식,조춘식동갑이네,(주)세계네트웍스,264673
한식,따띠삼겹,따띠(주),211190
한식,경복궁삼계탕,(주)하림유통,530851
한식,샤브마니아,(주)한양에이치앤피,762947
한식,대독장,비투에스(주),325198
한식,메밀고개 시골막국수,메밀고개푸드(주),81862
한식,홍익궁중전통육개장,(주)홍익푸드,363090
한식,대동,(유)대동상회,394530
한식,코다리밥상,(주)올댓컴퍼니,787707
한식,육마니 옛날전통육개장,육마니(주),214536
한식,한상차림 코다리명가,(주)한상차림코다리명가,598880
한식,누리마을감자탕,(주)영일유통,341071
한식,전통맛집 할매순대국,(주)한결엔터프라이즈,270003
한식,사골먹은 감자탕,(주)비에프리테일,108869
한식,만족오향족발,(주)만점족,474686
한식,도둑고기,(주)행복한상상에프앤비,556107
한식,화통삼,(주)행복한상상에프앤비,334118
한식,굴마을낙지촌,(주)두둑한행복,345326
한식,코다차야,(주)코다,1917239
