id,do,si(gu),dong,population
1,서울특별시,종로구,청운효자동,12095
2,서울특별시,종로구,사직동,9543
3,서울특별시,종로구,삼청동,2530
4,서울특별시,종로구,부암동,9819
5,서울특별시,종로구,평창동,18308
6,서울특별시,종로구,무악동,8380
7,서울특별시,종로구,교남동,10230
8,서울특별시,종로구,가회동,4203
9,서울특별시,종로구,종로1.2.3.4가동,7227
10,서울특별시,종로구,종로5.6가동,5264
11,서울특별시,종로구,이화동,7399
12,서울특별시,종로구,혜화동,16711
13,서울특별시,종로구,창신1동,5054
14,서울특별시,종로구,창신2동,8198
15,서울특별시,종로구,창신3동,6752
16,서울특별시,종로구,숭인1동,6041
17,서울특별시,종로구,숭인2동,9542
18,서울특별시,중구,소공동,2143
19,서울특별시,중구,회현동,5114
20,서울특별시,중구,명동,2930
21,서울특별시,중구,필동,4015
22,서울특별시,중구,장충동,4566
23,서울특별시,중구,광희동,5343
24,서울특별시,중구,을지로동,1796
25,서울특별시,중구,신당동,7680
26,서울특별시,중구,다산동,14141
27,서울특별시,중구,약수동,16920
28,서울특별시,중구,청구동,13894
29,서울특별시,중구,신당5동,10501
30,서울특별시,중구,동화동,10586
31,서울특별시,중구,황학동,12613
32,서울특별시,중구,중림동,12310
33,서울특별시,용산구,후암동,17360
34,서울특별시,용산구,용산2가동,9879
35,서울특별시,용산구,남영동,7544
36,서울특별시,용산구,청파동,19700
37,서울특별시,용산구,원효로1동,16099
38,서울특별시,용산구,원효로2동,14140
39,서울특별시,용산구,효창동,10251
40,서울특별시,용산구,용문동,12207
41,서울특별시,용산구,한강로동,21596
42,서울특별시,용산구,이촌1동,27739
43,서울특별시,용산구,이촌2동,8547
44,서울특별시,용산구,이태원1동,6822
45,서울특별시,용산구,이태원2동,9193
46,서울특별시,용산구,한남동,20778
47,서울특별시,용산구,서빙고동,13105
48,서울특별시,용산구,보광동,14053
49,서울특별시,성동구,왕십리2동,16922
50,서울특별시,성동구,왕십리도선동,26798
51,서울특별시,성동구,마장동,22636
52,서울특별시,성동구,사근동,11956
53,서울특별시,성동구,행당1동,14089
54,서울특별시,성동구,행당2동,23836
55,서울특별시,성동구,응봉동,15671
56,서울특별시,성동구,금호1가동,15634
57,서울특별시,성동구,금호2.3가동,23187
58,서울특별시,성동구,금호4가동,14589
59,서울특별시,성동구,옥수동,26489
60,서울특별시,성동구,성수1가1동,16869
61,서울특별시,성동구,성수1가2동,13191
62,서울특별시,성동구,성수2가1동,16381
63,서울특별시,성동구,성수2가3동,11124
64,서울특별시,성동구,송정동,10633
65,서울특별시,성동구,용답동,11901
66,서울특별시,광진구,화양동,22746
67,서울특별시,광진구,군자동,19793
68,서울특별시,광진구,중곡1동,15561
69,서울특별시,광진구,중곡2동,21734
70,서울특별시,광진구,중곡3동,16451
71,서울특별시,광진구,중곡4동,28962
72,서울특별시,광진구,능동,11423
73,서울특별시,광진구,광장동,35180
74,서울특별시,광진구,자양1동,22591
75,서울특별시,광진구,자양2동,25308
76,서울특별시,광진구,자양3동,28530
77,서울특별시,광진구,자양4동,17529
78,서울특별시,광진구,구의1동,21862
79,서울특별시,광진구,구의2동,26666
80,서울특별시,광진구,구의3동,29056
81,서울특별시,동대문구,용신동,31006
82,서울특별시,동대문구,제기동,24690
83,서울특별시,동대문구,전농1동,29536
84,서울특별시,동대문구,전농2동,18954
85,서울특별시,동대문구,답십리1동,29052
86,서울특별시,동대문구,답십리2동,28842
87,서울특별시,동대문구,장안1동,38445
88,서울특별시,동대문구,장안2동,32698
89,서울특별시,동대문구,청량리동,19256
90,서울특별시,동대문구,회기동,10397
91,서울특별시,동대문구,휘경1동,13667
92,서울특별시,동대문구,휘경2동,24114
93,서울특별시,동대문구,이문1동,18015
94,서울특별시,동대문구,이문2동,20203
95,서울특별시,중랑구,면목2동,24704
96,서울특별시,중랑구,면목4동,19224
97,서울특별시,중랑구,면목5동,14601
98,서울특별시,중랑구,면목본동,34247
99,서울특별시,중랑구,면목7동,22143
100,서울특별시,중랑구,면목3.8동,25358
101,서울특별시,중랑구,상봉1동,24639
102,서울특별시,중랑구,상봉2동,20113
103,서울특별시,중랑구,중화1동,20058
104,서울특별시,중랑구,중화2동,25267
105,서울특별시,중랑구,묵1동,35072
106,서울특별시,중랑구,묵2동,19318
107,서울특별시,중랑구,망우본동,30229
108,서울특별시,중랑구,망우3동,16979
109,서울특별시,중랑구,신내1동,39098
110,서울특별시,중랑구,신내2동,20991
111,서울특별시,성북구,성북동,16711
112,서울특별시,성북구,삼선동,23153
113,서울특별시,성북구,동선동,15507
114,서울특별시,성북구,돈암1동,14983
115,서울특별시,성북구,돈암2동,24322
116,서울특별시,성북구,안암동,14944
117,서울특별시,성북구,보문동,15556
118,서울특별시,성북구,정릉1동,18413
119,서울특별시,성북구,정릉2동,23261
120,서울특별시,성북구,정릉3동,15186
121,서울특별시,성북구,정릉4동,25295
122,서울특별시,성북구,길음1동,35766
123,서울특별시,성북구,길음2동,16642
124,서울특별시,성북구,종암동,39187
125,서울특별시,성북구,월곡1동,26668
126,서울특별시,성북구,월곡2동,19720
127,서울특별시,성북구,장위1동,24100
128,서울특별시,성북구,장위2동,13716
129,서울특별시,성북구,장위3동,16398
130,서울특별시,성북구,석관동,35298
131,서울특별시,강북구,삼양동,24196
132,서울특별시,강북구,미아동,21974
133,서울특별시,강북구,송중동,29933
134,서울특별시,강북구,송천동,27040
135,서울특별시,강북구,삼각산동,31503
136,서울특별시,강북구,번1동,18706
137,서울특별시,강북구,번2동,16213
138,서울특별시,강북구,번3동,17209
139,서울특별시,강북구,수유1동,20963
140,서울특별시,강북구,수유2동,21441
141,서울특별시,강북구,수유3동,23276
142,서울특별시,강북구,우이동,20691
143,서울특별시,강북구,인수동,30933
144,서울특별시,도봉구,창1동,25013
145,서울특별시,도봉구,창2동,29385
146,서울특별시,도봉구,창3동,14153
147,서울특별시,도봉구,창4동,26960
148,서울특별시,도봉구,창5동,24944
149,서울특별시,도봉구,도봉1동,21333
150,서울특별시,도봉구,도봉2동,27401
151,서울특별시,도봉구,쌍문1동,21690
152,서울특별시,도봉구,쌍문2동,18921
153,서울특별시,도봉구,쌍문3동,16734
154,서울특별시,도봉구,쌍문4동,18928
155,서울특별시,도봉구,방학1동,28717
156,서울특별시,도봉구,방학2동,19946
157,서울특별시,도봉구,방학3동,27592
158,서울특별시,노원구,월계1동,21973
159,서울특별시,노원구,월계2동,27195
160,서울특별시,노원구,월계3동,30259
161,서울특별시,노원구,공릉1동,37312
162,서울특별시,노원구,공릉2동,39315
163,서울특별시,노원구,하계1동,27164
164,서울특별시,노원구,하계2동,22418
165,서울특별시,노원구,중계본동,24571
166,서울특별시,노원구,중계1동,27121
167,서울특별시,노원구,중계4동,20450
168,서울특별시,노원구,중계2.3동,34931
169,서울특별시,노원구,상계1동,38725
170,서울특별시,노원구,상계2동,20304
171,서울특별시,노원구,상계3.4동,26842
172,서울특별시,노원구,상계5동,24375
173,서울특별시,노원구,상계6.7동,33125
174,서울특별시,노원구,상계8동,22740
175,서울특별시,노원구,상계9동,20862
176,서울특별시,노원구,상계10동,18596
177,서울특별시,은평구,녹번동,37143
178,서울특별시,은평구,불광1동,39168
179,서울특별시,은평구,불광2동,28161
180,서울특별시,은평구,갈현1동,22791
181,서울특별시,은평구,갈현2동,28612
182,서울특별시,은평구,구산동,32323
183,서울특별시,은평구,대조동,27186
184,서울특별시,은평구,응암1동,30773
185,서울특별시,은평구,응암2동,27572
186,서울특별시,은평구,응암3동,24897
187,서울특별시,은평구,역촌동,46127
188,서울특별시,은평구,신사1동,27309
189,서울특별시,은평구,신사2동,20591
190,서울특별시,은평구,증산동,15144
191,서울특별시,은평구,수색동,11230
192,서울특별시,은평구,진관동,56474
193,서울특별시,서대문구,천연동,17366
194,서울특별시,서대문구,북아현동,16366
195,서울특별시,서대문구,충현동,20597
196,서울특별시,서대문구,신촌동,19229
197,서울특별시,서대문구,연희동,35723
198,서울특별시,서대문구,홍제1동,24004
199,서울특별시,서대문구,홍제3동,15576
200,서울특별시,서대문구,홍제2동,14003
201,서울특별시,서대문구,홍은1동,22867
202,서울특별시,서대문구,홍은2동,26772
203,서울특별시,서대문구,남가좌1동,15634
204,서울특별시,서대문구,남가좌2동,29704
205,서울특별시,서대문구,북가좌1동,18330
206,서울특별시,서대문구,북가좌2동,32311
207,서울특별시,마포구,아현동,25549
208,서울특별시,마포구,공덕동,37549
209,서울특별시,마포구,도화동,21443
210,서울특별시,마포구,용강동,21735
211,서울특별시,마포구,대흥동,14415
212,서울특별시,마포구,염리동,12535
213,서울특별시,마포구,신수동,22839
214,서울특별시,마포구,서강동,24868
215,서울특별시,마포구,서교동,25034
216,서울특별시,마포구,합정동,17735
217,서울특별시,마포구,망원1동,20601
218,서울특별시,마포구,망원2동,18794
219,서울특별시,마포구,연남동,15404
220,서울특별시,마포구,성산1동,19134
221,서울특별시,마포구,성산2동,39978
222,서울특별시,마포구,상암동,30905
223,서울특별시,양천구,목1동,31274
224,서울특별시,양천구,목2동,30212
225,서울특별시,양천구,목3동,22242
226,서울특별시,양천구,목4동,25768
227,서울특별시,양천구,목5동,41823
228,서울특별시,양천구,신월1동,20689
229,서울특별시,양천구,신월2동,20987
230,서울특별시,양천구,신월3동,15452
231,서울특별시,양천구,신월4동,18225
232,서울특별시,양천구,신월5동,14903
233,서울특별시,양천구,신월6동,13789
234,서울특별시,양천구,신월7동,20239
235,서울특별시,양천구,신정1동,20600
236,서울특별시,양천구,신정2동,19742
237,서울특별시,양천구,신정3동,49213
238,서울특별시,양천구,신정4동,33175
239,서울특별시,양천구,신정6동,24854
240,서울특별시,양천구,신정7동,29490
241,서울특별시,강서구,염창동,41954
242,서울특별시,강서구,등촌1동,24192
243,서울특별시,강서구,등촌2동,20668
244,서울특별시,강서구,등촌3동,31106
245,서울특별시,강서구,화곡1동,52083
246,서울특별시,강서구,화곡2동,18202
247,서울특별시,강서구,화곡3동,21494
248,서울특별시,강서구,화곡4동,20952
249,서울특별시,강서구,화곡본동,34467
250,서울특별시,강서구,화곡6동,24822
251,서울특별시,강서구,화곡8동,24826
252,서울특별시,강서구,가양1동,34130
253,서울특별시,강서구,가양2동,14254
254,서울특별시,강서구,가양3동,15314
255,서울특별시,강서구,발산1동,36768
256,서울특별시,강서구,우장산동,43308
257,서울특별시,강서구,공항동,28768
258,서울특별시,강서구,방화1동,43653
259,서울특별시,강서구,방화2동,23215
260,서울특별시,강서구,방화3동,23144
261,서울특별시,구로구,신도림동,35853
262,서울특별시,구로구,구로1동,21128
263,서울특별시,구로구,구로2동,24239
264,서울특별시,구로구,구로3동,23687
265,서울특별시,구로구,구로4동,20058
266,서울특별시,구로구,구로5동,29349
267,서울특별시,구로구,가리봉동,9093
268,서울특별시,구로구,고척1동,22804
269,서울특별시,구로구,고척2동,27087
270,서울특별시,구로구,개봉1동,34328
271,서울특별시,구로구,개봉2동,31400
272,서울특별시,구로구,개봉3동,20520
273,서울특별시,구로구,오류1동,22766
274,서울특별시,구로구,오류2동,38602
275,서울특별시,구로구,수궁동,23828
276,서울특별시,구로구,항동,16332
277,서울특별시,금천구,가산동,23210
278,서울특별시,금천구,독산1동,42081
279,서울특별시,금천구,독산2동,18856
280,서울특별시,금천구,독산3동,24445
281,서울특별시,금천구,독산4동,15405
282,서울특별시,금천구,시흥1동,33246
283,서울특별시,금천구,시흥2동,21550
284,서울특별시,금천구,시흥3동,10950
285,서울특별시,금천구,시흥4동,20604
286,서울특별시,금천구,시흥5동,19497
287,서울특별시,영등포구,영등포본동,21243
288,서울특별시,영등포구,영등포동,28442
289,서울특별시,영등포구,여의동,33516
290,서울특별시,영등포구,당산1동,20593
291,서울특별시,영등포구,당산2동,37240
292,서울특별시,영등포구,도림동,17987
293,서울특별시,영등포구,문래동,32891
294,서울특별시,영등포구,양평1동,17397
295,서울특별시,영등포구,양평2동,22252
296,서울특별시,영등포구,신길1동,17239
297,서울특별시,영등포구,신길3동,16721
298,서울특별시,영등포구,신길4동,12283
299,서울특별시,영등포구,신길5동,10937
300,서울특별시,영등포구,신길6동,19102
301,서울특별시,영등포구,신길7동,19995
302,서울특별시,영등포구,대림1동,14794
303,서울특별시,영등포구,대림2동,12230
304,서울특별시,영등포구,대림3동,22728
305,서울특별시,동작구,노량진1동,31920
306,서울특별시,동작구,노량진2동,12696
307,서울특별시,동작구,상도1동,44621
308,서울특별시,동작구,상도2동,28535
309,서울특별시,동작구,상도3동,24809
310,서울특별시,동작구,상도4동,28792
311,서울특별시,동작구,흑석동,31807
312,서울특별시,동작구,사당1동,22900
313,서울특별시,동작구,사당2동,27024
314,서울특별시,동작구,사당3동,24835
315,서울특별시,동작구,사당4동,14279
316,서울특별시,동작구,사당5동,14614
317,서울특별시,동작구,대방동,38494
318,서울특별시,동작구,신대방1동,23492
319,서울특별시,동작구,신대방2동,19912
320,서울특별시,관악구,보라매동,24383
321,서울특별시,관악구,청림동,15333
322,서울특별시,관악구,성현동,29848
323,서울특별시,관악구,행운동,29086
324,서울특별시,관악구,낙성대동,16902
325,서울특별시,관악구,청룡동,35200
326,서울특별시,관악구,은천동,33664
327,서울특별시,관악구,중앙동,15192
328,서울특별시,관악구,인헌동,25970
329,서울특별시,관악구,남현동,18166
330,서울특별시,관악구,서원동,22648
331,서울특별시,관악구,신원동,18100
332,서울특별시,관악구,서림동,23497
333,서울특별시,관악구,신사동,22596
334,서울특별시,관악구,신림동,21805
335,서울특별시,관악구,난향동,15540
336,서울특별시,관악구,조원동,17360
337,서울특별시,관악구,대학동,23639
338,서울특별시,관악구,삼성동,23079
339,서울특별시,관악구,미성동,31040
340,서울특별시,관악구,난곡동,27304
341,서울특별시,서초구,서초1동,20801
342,서울특별시,서초구,서초2동,22083
343,서울특별시,서초구,서초3동,32128
344,서울특별시,서초구,서초4동,31241
345,서울특별시,서초구,잠원동,27813
346,서울특별시,서초구,반포본동,11467
347,서울특별시,서초구,반포1동,32089
348,서울특별시,서초구,반포2동,15889
349,서울특별시,서초구,반포3동,22352
350,서울특별시,서초구,반포4동,19211
351,서울특별시,서초구,방배본동,21008
352,서울특별시,서초구,방배1동,17062
353,서울특별시,서초구,방배2동,19954
354,서울특별시,서초구,방배3동,20529
355,서울특별시,서초구,방배4동,23633
356,서울특별시,서초구,양재1동,43885
357,서울특별시,서초구,양재2동,22249
358,서울특별시,서초구,내곡동,17921
359,서울특별시,강남구,신사동,16384
360,서울특별시,강남구,논현1동,22712
361,서울특별시,강남구,논현2동,21628
362,서울특별시,강남구,압구정동,26904
363,서울특별시,강남구,청담동,26738
364,서울특별시,강남구,삼성1동,13183
365,서울특별시,강남구,삼성2동,29806
366,서울특별시,강남구,대치1동,24556
367,서울특별시,강남구,대치2동,36753
368,서울특별시,강남구,대치4동,20087
369,서울특별시,강남구,역삼1동,35507
370,서울특별시,강남구,역삼2동,36399
371,서울특별시,강남구,도곡1동,21911
372,서울특별시,강남구,도곡2동,33777
373,서울특별시,강남구,개포1동,6538
374,서울특별시,강남구,개포2동,22107
375,서울특별시,강남구,개포4동,23705
376,서울특별시,강남구,세곡동,43973
377,서울특별시,강남구,일원본동,23665
378,서울특별시,강남구,일원1동,15486
379,서울특별시,강남구,일원2동,17928
380,서울특별시,강남구,수서동,15049
381,서울특별시,송파구,풍납1동,13524
382,서울특별시,송파구,풍납2동,25358
383,서울특별시,송파구,거여1동,12769
384,서울특별시,송파구,거여2동,19045
385,서울특별시,송파구,마천1동,19334
386,서울특별시,송파구,마천2동,19215
387,서울특별시,송파구,방이1동,16004
388,서울특별시,송파구,방이2동,26116
389,서울특별시,송파구,오륜동,18341
390,서울특별시,송파구,오금동,39052
391,서울특별시,송파구,송파1동,24506
392,서울특별시,송파구,송파2동,19772
393,서울특별시,송파구,석촌동,32095
394,서울특별시,송파구,삼전동,31059
395,서울특별시,송파구,가락본동,26836
396,서울특별시,송파구,가락1동,27327
397,서울특별시,송파구,가락2동,32786
398,서울특별시,송파구,문정1동,20469
399,서울특별시,송파구,문정2동,29209
400,서울특별시,송파구,장지동,29816
401,서울특별시,송파구,위례동,31987
402,서울특별시,송파구,잠실본동,28278
403,서울특별시,송파구,잠실2동,35585
404,서울특별시,송파구,잠실3동,34802
405,서울특별시,송파구,잠실4동,21397
406,서울특별시,송파구,잠실6동,16982
407,서울특별시,송파구,잠실7동,9747
408,서울특별시,강동구,강일동,40642
409,서울특별시,강동구,상일동,37880
410,서울특별시,강동구,명일1동,26036
411,서울특별시,강동구,명일2동,17455
412,서울특별시,강동구,고덕1동,25370
413,서울특별시,강동구,고덕2동,22540
414,서울특별시,강동구,암사1동,34959
415,서울특별시,강동구,암사2동,15343
416,서울특별시,강동구,암사3동,18130
417,서울특별시,강동구,천호1동,27174
418,서울특별시,강동구,천호2동,33849
419,서울특별시,강동구,천호3동,26428
420,서울특별시,강동구,성내1동,20191
421,서울특별시,강동구,성내2동,24057
422,서울특별시,강동구,성내3동,23364
423,서울특별시,강동구,길동,46160
424,서울특별시,강동구,둔촌1동,134
425,서울특별시,강동구,둔촌2동,25188
426,부산광역시,중구,중앙동,2506
427,부산광역시,중구,동광동,2832
428,부산광역시,중구,대청동,6453
429,부산광역시,중구,보수동,10788
430,부산광역시,중구,부평동,4701
431,부산광역시,중구,광복동,1058
432,부산광역시,중구,남포동,997
433,부산광역시,중구,영주1동,4737
434,부산광역시,중구,영주2동,7298
435,부산광역시,서구,동대신1동,4488
436,부산광역시,서구,동대신2동,7475
437,부산광역시,서구,동대신3동,7688
438,부산광역시,서구,서대신1동,13749
439,부산광역시,서구,서대신3동,8627
440,부산광역시,서구,서대신4동,7862
441,부산광역시,서구,부민동,7786
442,부산광역시,서구,아미동,6852
443,부산광역시,서구,초장동,4503
444,부산광역시,서구,충무동,9953
445,부산광역시,서구,남부민1동,4958
446,부산광역시,서구,남부민2동,9408
447,부산광역시,서구,암남동,13102
448,부산광역시,동구,초량1동,4816
449,부산광역시,동구,초량2동,5773
450,부산광역시,동구,초량3동,11897
451,부산광역시,동구,초량6동,6184
452,부산광역시,동구,수정1동,4179
453,부산광역시,동구,수정2동,10052
454,부산광역시,동구,수정4동,4056
455,부산광역시,동구,수정5동,5434
456,부산광역시,동구,좌천동,10963
457,부산광역시,동구,범일1동,11773
458,부산광역시,동구,범일2동,8614
459,부산광역시,동구,범일5동,4477
460,부산광역시,영도구,남항동,10930
461,부산광역시,영도구,영선1동,4090
462,부산광역시,영도구,영선2동,8617
463,부산광역시,영도구,신선동,8761
464,부산광역시,영도구,봉래1동,7112
465,부산광역시,영도구,봉래2동,5094
466,부산광역시,영도구,청학1동,6478
467,부산광역시,영도구,청학2동,18197
468,부산광역시,영도구,동삼1동,28408
469,부산광역시,영도구,동삼2동,3520
470,부산광역시,영도구,동삼3동,10300
471,부산광역시,부산진구,부전1동,15615
472,부산광역시,부산진구,부전2동,9876
473,부산광역시,부산진구,연지동,20891
474,부산광역시,부산진구,초읍동,22254
475,부산광역시,부산진구,양정1동,20297
476,부산광역시,부산진구,양정2동,12788
477,부산광역시,부산진구,전포1동,22342
478,부산광역시,부산진구,전포2동,20977
479,부산광역시,부산진구,부암1동,22896
480,부산광역시,부산진구,부암3동,17778
481,부산광역시,부산진구,당감1동,23476
482,부산광역시,부산진구,당감2동,10368
483,부산광역시,부산진구,당감4동,11479
484,부산광역시,부산진구,가야1동,19441
485,부산광역시,부산진구,가야2동,17029
486,부산광역시,부산진구,개금1동,17008
487,부산광역시,부산진구,개금2동,11203
488,부산광역시,부산진구,개금3동,29258
489,부산광역시,부산진구,범천1동,12030
490,부산광역시,부산진구,범천2동,20639
491,부산광역시,동래구,수민동,32918
492,부산광역시,동래구,복산동,9993
493,부산광역시,동래구,명륜동,24940
494,부산광역시,동래구,온천1동,19479
495,부산광역시,동래구,온천2동,15049
496,부산광역시,동래구,온천3동,39042
497,부산광역시,동래구,사직1동,10785
498,부산광역시,동래구,사직2동,27934
499,부산광역시,동래구,사직3동,17490
500,부산광역시,동래구,안락1동,14852
501,부산광역시,동래구,안락2동,27617
502,부산광역시,동래구,명장1동,14426
503,부산광역시,동래구,명장2동,14972
504,부산광역시,남구,대연1동,15940
505,부산광역시,남구,대연3동,32953
506,부산광역시,남구,대연4동,12543
507,부산광역시,남구,대연5동,16884
508,부산광역시,남구,대연6동,15575
509,부산광역시,남구,용호1동,44764
510,부산광역시,남구,용호2동,17067
511,부산광역시,남구,용호3동,12468
512,부산광역시,남구,용호4동,8653
513,부산광역시,남구,용당동,8235
514,부산광역시,남구,감만1동,13555
515,부산광역시,남구,감만2동,6913
516,부산광역시,남구,우암동,13098
517,부산광역시,남구,문현1동,13878
518,부산광역시,남구,문현2동,8655
519,부산광역시,남구,문현3동,15918
520,부산광역시,남구,문현4동,8660
521,부산광역시,북구,구포1동,14554
522,부산광역시,북구,구포2동,25952
523,부산광역시,북구,구포3동,20225
524,부산광역시,북구,금곡동,38816
525,부산광역시,북구,화명1동,42326
526,부산광역시,북구,화명2동,15464
527,부산광역시,북구,화명3동,30187
528,부산광역시,북구,덕천1동,12082
529,부산광역시,북구,덕천2동,12290
530,부산광역시,북구,덕천3동,10974
531,부산광역시,북구,만덕1동,12746
532,부산광역시,북구,만덕2동,27158
533,부산광역시,북구,만덕3동,19077
534,부산광역시,해운대구,우1동,22845
535,부산광역시,해운대구,우2동,31196
536,부산광역시,해운대구,우3동,28746
537,부산광역시,해운대구,중1동,26834
538,부산광역시,해운대구,중2동,15942
539,부산광역시,해운대구,좌1동,18204
540,부산광역시,해운대구,좌2동,32244
541,부산광역시,해운대구,좌3동,16224
542,부산광역시,해운대구,좌4동,23384
543,부산광역시,해운대구,송정동,9968
544,부산광역시,해운대구,반여1동,35003
545,부산광역시,해운대구,반여2동,12967
546,부산광역시,해운대구,반여3동,8842
547,부산광역시,해운대구,반여4동,16331
548,부산광역시,해운대구,반송1동,14226
549,부산광역시,해운대구,반송2동,23813
550,부산광역시,해운대구,재송1동,38175
551,부산광역시,해운대구,재송2동,25139
552,부산광역시,사하구,괴정1동,19855
553,부산광역시,사하구,괴정2동,14178
554,부산광역시,사하구,괴정3동,12777
555,부산광역시,사하구,괴정4동,12270
556,부산광역시,사하구,당리동,26895
557,부산광역시,사하구,하단1동,21572
558,부산광역시,사하구,하단2동,25352
559,부산광역시,사하구,신평1동,17358
560,부산광역시,사하구,신평2동,15922
561,부산광역시,사하구,장림1동,10951
562,부산광역시,사하구,장림2동,27884
563,부산광역시,사하구,다대1동,39480
564,부산광역시,사하구,다대2동,27898
565,부산광역시,사하구,구평동,11616
566,부산광역시,사하구,감천1동,19101
567,부산광역시,사하구,감천2동,6193
568,부산광역시,금정구,서1동,5646
569,부산광역시,금정구,서2동,9546
570,부산광역시,금정구,서3동,11403
571,부산광역시,금정구,금사회동동,8093
572,부산광역시,금정구,부곡1동,8517
573,부산광역시,금정구,부곡2동,16715
574,부산광역시,금정구,부곡3동,16080
575,부산광역시,금정구,부곡4동,13075
576,부산광역시,금정구,장전1동,18036
577,부산광역시,금정구,장전2동,27143
578,부산광역시,금정구,선두구동,2368
579,부산광역시,금정구,청룡노포동,9907
580,부산광역시,금정구,남산동,29355
581,부산광역시,금정구,구서1동,19918
582,부산광역시,금정구,구서2동,33732
583,부산광역시,금정구,금성동,1071
584,부산광역시,강서구,대저1동,6638
585,부산광역시,강서구,대저2동,7072
586,부산광역시,강서구,강동동,4350
587,부산광역시,강서구,명지1동,51189
588,부산광역시,강서구,명지2동,30311
589,부산광역시,강서구,가락동,2406
590,부산광역시,강서구,녹산동,33461
591,부산광역시,강서구,가덕도동,3812
592,부산광역시,연제구,거1동,29564
593,부산광역시,연제구,거2동,12464
594,부산광역시,연제구,거3동,10083
595,부산광역시,연제구,거4동,10674
596,부산광역시,연제구,연산1동,16298
597,부산광역시,연제구,연산2동,20954
598,부산광역시,연제구,연산3동,7364
599,부산광역시,연제구,연산4동,16568
600,부산광역시,연제구,연산5동,16505
601,부산광역시,연제구,연산6동,16801
602,부산광역시,연제구,연산8동,14353
603,부산광역시,연제구,연산9동,35791
604,부산광역시,수영구,남천1동,14006
605,부산광역시,수영구,남천2동,12285
606,부산광역시,수영구,수영동,14858
607,부산광역시,수영구,망미1동,27682
608,부산광역시,수영구,망미2동,11324
609,부산광역시,수영구,광안1동,25921
610,부산광역시,수영구,광안2동,18658
611,부산광역시,수영구,광안3동,9551
612,부산광역시,수영구,광안4동,13405
613,부산광역시,수영구,민락동,28455
614,부산광역시,사상구,삼락동,5899
615,부산광역시,사상구,모라1동,28085
616,부산광역시,사상구,모라3동,10930
617,부산광역시,사상구,덕포1동,8809
618,부산광역시,사상구,덕포2동,13063
619,부산광역시,사상구,괘법동,22197
620,부산광역시,사상구,감전동,13671
621,부산광역시,사상구,주례1동,15442
622,부산광역시,사상구,주례2동,23390
623,부산광역시,사상구,주례3동,13275
624,부산광역시,사상구,학장동,28802
625,부산광역시,사상구,엄궁동,27689
626,부산광역시,기장군,기장읍,52694
627,부산광역시,기장군,장안읍,8583
628,부산광역시,기장군,정관읍,81686
629,부산광역시,기장군,일광면,25083
630,부산광역시,기장군,철마면,8010
631,대구광역시,중구,동인동,8395
632,대구광역시,중구,삼덕동,6702
633,대구광역시,중구,성내1동,5050
634,대구광역시,중구,성내2동,4490
635,대구광역시,중구,성내3동,5077
636,대구광역시,중구,대신동,8051
637,대구광역시,중구,남산1동,5074
638,대구광역시,중구,남산2동,4310
639,대구광역시,중구,남산3동,6994
640,대구광역시,중구,남산4동,11764
641,대구광역시,중구,대봉1동,7548
642,대구광역시,중구,대봉2동,2192
643,대구광역시,동구,신암1동,7590
644,대구광역시,동구,신암2동,10644
645,대구광역시,동구,신암3동,9959
646,대구광역시,동구,신암4동,12454
647,대구광역시,동구,신암5동,6515
648,대구광역시,동구,신천1.2동,13142
649,대구광역시,동구,신천3동,12373
650,대구광역시,동구,신천4동,7465
651,대구광역시,동구,효목1동,14114
652,대구광역시,동구,효목2동,13893
653,대구광역시,동구,도평동,4172
654,대구광역시,동구,불로.봉무동,21630
655,대구광역시,동구,지저동,14791
656,대구광역시,동구,동촌동,15867
657,대구광역시,동구,방촌동,18166
658,대구광역시,동구,해안동,15098
659,대구광역시,동구,안심1동,43270
660,대구광역시,동구,안심2동,11290
661,대구광역시,동구,안심3동,21322
662,대구광역시,동구,안심4동,29372
663,대구광역시,동구,혁신동,18833
664,대구광역시,동구,공산동,20696
665,대구광역시,서구,내당1동,8605
666,대구광역시,서구,내당2.3동,10073
667,대구광역시,서구,내당4동,16875
668,대구광역시,서구,비산1동,9786
669,대구광역시,서구,비산2.3동,9601
670,대구광역시,서구,비산4동,9965
671,대구광역시,서구,비산5동,6322
672,대구광역시,서구,비산6동,7829
673,대구광역시,서구,비산7동,10939
674,대구광역시,서구,평리1동,7937
675,대구광역시,서구,평리2동,8089
676,대구광역시,서구,평리3동,10059
677,대구광역시,서구,평리4동,18252
678,대구광역시,서구,평리5동,1788
679,대구광역시,서구,평리6동,5176
680,대구광역시,서구,상중이동,20305
681,대구광역시,서구,원대동,7831
682,대구광역시,남구,이천동,12319
683,대구광역시,남구,봉덕1동,9271
684,대구광역시,남구,봉덕2동,12222
685,대구광역시,남구,봉덕3동,17149
686,대구광역시,남구,대명1동,11501
687,대구광역시,남구,대명2동,10605
688,대구광역시,남구,대명3동,11062
689,대구광역시,남구,대명4동,11227
690,대구광역시,남구,대명5동,7250
691,대구광역시,남구,대명6동,9643
692,대구광역시,남구,대명9동,15958
693,대구광역시,남구,대명10동,9275
694,대구광역시,남구,대명11동,8524
695,대구광역시,북구,고성동,4957
696,대구광역시,북구,칠성동,23433
697,대구광역시,북구,침산1동,4222
698,대구광역시,북구,침산2동,19300
699,대구광역시,북구,침산3동,20240
700,대구광역시,북구,산격1동,9450
