번호,상호,영업표지,대표자,등록번호,업종,링크
6060,마에똥,마에똥,이진유,20200871,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101872
6059,(주)금강브루어리,바이젠하우스,임성빈,20160002,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101688
6058,(주)로희,오늘닭강정,강덕근,20201639,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101674
6057,똥집이야기,똥집이야기,김동기,20201641,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101662
6056,(주)재이에스푸드,재성밀면,하재성,20210965,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101620
6055,(주)티아이컴퍼니(T.I.COMPANY),8선곱창전골,김태일,20210966,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101598
6054,집으로낙곱새,집으로낙곱새,김지나,20200521,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101368
6053,(주)나르텍,와우소갈비,황정훈,20210964,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101254
6052,제이에스컴퍼니,도레미치킨,김성환,20191341,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100854
6051,(주)에스에이치리테일,슈퍼사이즈커피,박성현,20140913,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100704
6050,(주)비바리즈,제주울어멍해장국,고혜지,20171083,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100616
6049,(주)아이푸드,얌이밀,정유미,20210963,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100572
6048,(주)에이앤제이코퍼레이션,조슈아버거팩토리(Joshua Burger Factory),이원규,20200487,패스트푸드,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100033
6047,(주)에이앤제이코퍼레이션,제퍼빈스(Zephyr Beans),이원규,20110100389,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100031
6046,(주)에이앤제이코퍼레이션,논노스(NONNOS),이원규,20200486,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100029
6045,(주)에이앤제이코퍼레이션,쇼부,이원규,20150422,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100027
6044,(주)불로만,불로만치킨바베큐,김영경,20080200073,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90611
6043,(주)육대장,육대장,이진수,20120100694,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90610
6042,(주)온센,온센,"박현숙, 김선영",20200394,일식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90573
6041,밥값계산하는남자들,마피아떡볶이,김유희,20181085,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90390
6040,블러프컴퍼니,윤이불닭발,이태윤,20201592,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90218
6039,약콩세가,약콩밀면,조상홍,20201567,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=400378
6038,호두랑파이랑,호두랑파이랑,김현봉,20120300056,제과제빵,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=400254
6037,올리터카페앤디저트프랜차이즈,올리터,이승석,20201311,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=400252
6036,대족(대한민국최고족발)본점,대족,최옥경,20210093,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=103154
6035,삼초전,삼초전 삼겹살 초벌전문점,박종운,20181128,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=103034
6034,약콩세가,오륙칼국수,조상홍,20201422,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=102238
6033,할매손집밥,뼈대있는국밥,이준영,20191053,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=102084
6032,할매손집밥,원플러스원 찌개&볶음,이준영,20190124,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=102082
6031,할매손집밥,냉면덕후,이준영,20190280,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=102080
6030,할매손집밥,나주할매 곰탕&뼈해장국,이준영,20190143,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=102078
6029,할매손집밥,1인 한식당,이준영,20190113,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=102076
6028,메밀고개푸드(주),시골막국수와 옹심이,이정숙,20110500004,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101788
6027,흥주푸드,흥주선비국밥,박교민,20181044,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101786
6026,소바루,소바루,이광구,20181186,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101762
6025,(주)대대손손,대손관,한종현,20190505,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101752
6024,(주)브라더컴퍼니,이태리식당,오세훈,20210958,서양식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101746
6023,1090우리닭집율량점,1090우리닭집,김완섭,20210956,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101704
6022,(주)원진푸드,치킨더치킨,홍종만,20150275,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101684
6021,(주)비에스비푸드,치킨人류,정관영,20201254,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101632
6020,(주)비에스비푸드,청년피자,정관영,20180249,피자,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101628
6019,근푸드시스템,돈타작,이동근,20210962,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101606
6018,버거맘영남대점,버거맘,한석준,20210957,패스트푸드,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101550
6017,춤추는아양쭈꾸미,춤추는아양쭈꾸미,강신진,20210161,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101484
6016,유담식품,유담떡갈비,이옥주,20201265,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101426
6015,장모육계유통,장모님치킨,남지흔,20080300005,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101402
6014,오호리준,오호리준,김현준,20180999,주점,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101380
6013,마라루,마라루,권화숙,20200225,중식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101374
6012,델리원푸드,조스테이크,조경호,20201392,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101308
6011,(주)명인에프엔비,팔방면,성창호,20201083,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100764
6010,(주)명인에프엔비,면도칼,성창호,20201082,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100762
6009,(주)명인에프엔비,면당포,성창호,20181380,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100758
6008,(주)명인에프엔비,만두골,성창호,20170576,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100756
6007,(주)명인에프엔비,명인만두,성창호,20080200055,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100754
6006,(주)디지컴퍼니,동근이숯불두마리치킨,이동근,20161199,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100702
6005,(주)리치브라더스,돈쫄돈,김영호,20210023,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100686
6004,(주)팝콘푸드,쇼킹 팔당 오징어,방준오,20210960,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100604
6003,(주아연푸드,청춘꼬마김밥앤떡볶이,장아연,20210955,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90653
6002,백돈,백돈,이한울,20210961,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90399
6001,(주)지앤씨신칼,현풍닭칼국수,손기찬,20171304,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=102106
6000,(주)킹덤푸드,킹덤푸드,김선재,20210952,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101290
5999,더플러스에프앤씨,산골항아리바베큐,"김은경,윤순희,안은철",20210954,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101024
5998,제이에스컴퍼니,우리할매 떡볶이,김성환,20191342,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100810
5997,에스제이홀딩스,돈짝,이성길,20200884,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100732
5996,면덕후협동조합,면덕후,최시한,20210953,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100542
5995,(주)영웅컴퍼니,준식당,김준영,20210950,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90626
5994,(주)다함컴퍼니,계연탄,정현진,20191417,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90363
5993,(주)다함컴퍼니,꼬치마요,정현진,20191416,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90346
5992,(주)다함컴퍼니,금화왕돈까스,정현진,20190567,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90343
5991,(주)다함컴퍼니,백하돼지생갈비,정현진,20180029,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90338
5990,(주)다함컴퍼니,북경짜장,정현진,20170524,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90332
5989,(주)씨에이치제이,45초 커피,김찬현,20201213,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=400232
5988,(주)브라더스스토어,밀방떡,박지우,20180168,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=400212
5987,(주)에이치지푸드,홍게데이(HONGGEDAY),정재우,20181143,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=102624
5986,(주)씨에이치제이,소메랑,김찬현,20151125,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101486
5985,(주)전성에프앤비,북경상회,전성기,20210948,중식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101430
5984,뽕도리,뽕도리신,김무창,20210949,중식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101334
5983,406고깃집(복을품은돼지),406고깃집,정재우,20210385,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101238
5982,(주)지제이케이홀딩스,베이리프커피(BAYLEEF COFFEE),정요섭,20210941,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100480
5981,(주)상진유통,쉐프의 생 안심탕수육,김다애,20210951,중식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100476
5980,(주)요리비,수제돈까스 금파,이범형,20170636,일식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100270
5979,(주)요리비,아오키 카츠쿠라,이범형,20140136,일식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100264
5978,(주)천년에프앤비,천년설렁탕,이승호,20201248,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100172
5977,인우코,고레가참치,"장종구, 서병호",20190498,일식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100016
5976,네오에프엔비(NeoF&B),포케올데이,김영환,20201343,기타 외국식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90791
5975,가유카페,와유,장혜영,20210946,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90532
5974,에스지푸드,청춘사업,이상규,20201755,주점,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=400224
5973,(주)신화푸드,거품없소,주영옥,20210918,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=400000
5972,카페티,카페마차(Cafe Macha),유지나,20210875,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=102782
5971,(주)만쿠라,롤썸,황진,20210933,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=102648
5970,포크본점,Tasty bro PORK,"이원철, 김동현",20200805,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=102594
5969,이씨네푸줏간,이씨네푸줏간,민원미,20200833,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=102574
5968,(주)카우보이,카우보이,이무영,20210719,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=102280
5967,(주)더블유엔푸드,똠팔이(TOM82),이운영,20210935,기타 외국식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101834
5966,미성가,1703 참한집,정세영,20210912,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101610
5965,(주)아이앤비즈컴퍼니,진탱 불곱창&불닭발,김태훈,20210937,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101578
5964,(주)아이앤비즈컴퍼니,수플리아,김태훈,20210936,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101558
5963,영주농업회사법인(주),고구맘,황병성,20120600036,제과제빵,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101540
5962,(주)에스앤에스컴퍼니,서가앤쿡,이성민,20110600026,서양식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101476
5961,한빵울,한빵울,"윤순봉, 서정권",20201541,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101448
5960,미친사람들,미친돈까스,권우성,20191106,일식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101438
5959,(주)꽃이피다,카페 꽃이피다,김문환,20200374,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101372
5958,더블유doubleu에프앤비,고택남,하동완,20210429,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101366
5957,모도,모도,조은빛,20210913,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101352
5956,우성푸드,아재 부산낙곱새,손경호,20200812,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101330
5955,리처스코리아,김용덕의 소문난 부자국밥,김두현,20190628,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101324
5954,(주)수미담,신풍갈비,최윤혁,20210914,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101250
5953,형지유통,뿔고,이현정,20210106,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101230
5952,(주)화수컴퍼니,화수브루어리,"박민지,이화수",20210915,주점,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101196
5951,어두리,어두리,송현수,20210910,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101176
5950,아쌤프랜차이즈,맛지비불꼬막짬뽕,정순호,20210395,중식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101154
5949,(주)프로젝트비,와피,윤석제,20210930,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101148
5948,미라클푸드시스템,홈인팜스,이재웅,20210929,음료 (커피 외),https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101146
5947,(주)오리엔탈푸드코리아,모두의초밥,박규성,20210940,일식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101090
5946,야미유통,야미마라탕,PIAO JINXI,20210911,중식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101056
5945,별하컴퍼니(주),이것이국밥이다,김진혁,20210908,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101034
5944,해쉬커피본점,디알해쉬커피,손보영,20200441,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100942
5943,㈜소부상회,키햐아,고영봉,20160491,일식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100858
5942,루즈폴(LUZPOL),루즈폴,허재은외 1명,20201419,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100820
5941,별하컴퍼니(주),9900 바른육회,김진혁,20210909,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100760
5940,(주)기대만족,기대만족,허은,20210931,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100752
5939,푸드몬스터,고기궁전,손완주,20210924,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100698
5938,도건푸드시스템,저스트마라관,이도건,20200004,중식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100612
5937,(주)에어라인리더스,하이롤러 홀덤펍,허희은,20210919,주점,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100208
5936,파이널나인(주),파이널나인,박주억,20200904,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100200
5935,씨제이푸드빌(주),뚜레쥬르,정성필,20080100039,제과제빵,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100069
5934,㈜폴인에프앤씨,폴인카츠,홍정화,20201373,일식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91328
5933,(주)명륜당,신당분식,도선애,20210927,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101832
5932,(주)희천,더리터(THE LITER),"김대환, 김나미, 한정수",20151202,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101474
5931,(주)독고다이,독고다이,정상순,20210925,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101394
5930,바게뜨양동의대점,바게뜨양,양지민,20201252,패스트푸드,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101292
5929,에그인 본사,에그인,김재부,20210907,패스트푸드,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101174
5928,그레이프컴퍼니(주),시카고부대찌개,김준민,20210926,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101036
5927,시골,시골촌닭구이,이경자,20210900,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100944
5926,(주)사미푸드서비스,사미반점,김미순,20210898,중식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100452
5925,(주)참막수산,참다랑어 막주는 집,"서동석, 하나빈",20210896,일식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100448
5924,(주)더미자,기운찬식탁,나주철,20200922,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100322
5923,지티에스버거,GTS BURGER,이현재,20210897,패스트푸드,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100182
5922,프랜차이즈새늘,몽땅다돼지,박영주,20190799,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100002
5921,(주)짐승코퍼레이션,짐승파스타,김경민,20210902,서양식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91272
5920,(주)푸드어스,로봇초밥마켓,엄익희,20210899,일식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91268
5919,(주)다름플러스,가평다하랑,이억불,20210125,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91171
5918,(주)다름플러스,본가 이하랑,이억불,20210123,제과제빵,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91169
5917,(주)다름플러스,열탄집,이억불,20210127,피자,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91167
5916,(주)다름플러스,이차돌프렌즈(LEECHADOL FRIENDS),이억불,20210126,기타 외국식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91166
5915,(주)다름플러스,팔탄집,이억불,20210136,중식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91165
5914,(주)다름플러스,마키야키,이억불,20210134,일식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91164
5913,(주)다름플러스,백차돌,이억불,20210128,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91160
5912,(주)다름플러스,이기사식당,이억불,20210132,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91159
5911,(주)다름플러스,압구정깍두기,이억불,20210133,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91158
5910,헬로우낙곱새,헬로우낙곱새,송승진,20210140,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91154
5909,(주)다름플러스,이베리군,이억불,20210137,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91152
5908,(주)다름플러스,이차돌리버리,이억불,20210138,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91151
5907,(주)피투피시스템즈,토즈패스트카페,김윤환,20201519,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91101
5906,(주)더조은생각,헬로부찌,최유재,20201833,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91071
5905,리치푸드(주),로드락 후라이드,여영주,20200862,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90825
5904,(주)금해코리아,응급실국물떡볶이,"전유경, 김갑순",20150164,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90806
5903,퍼샵,명품죽,김소현,20210905,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90469
5902,(주)섬김과나눔,더마왕국밥,손석우,20210906,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90295
5901,쉐프의연구소,곱창에 걸다,최윤석,20210904,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90251
5900,(주)조선현방,분식닷컴,안지선,20210218,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=102718
5899,(주)조선현방,조선현방,안지선,20210217,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=102714
5898,펑키탭하우스,라거스팟,정태훈,20210363,주점,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=102510
5897,(주)커피만컴퍼니,커피온리,김헌영,20161207,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=102194
5896,(주)커피나무,커피나무,백지연,20130100418,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101988
5895,(주)휴니크,메일빈24,"김영애, 서보라",20210886,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101298
5894,(주)포레스트컴퍼니,세컨디 포레스트,이준석,20210903,서양식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101268
5893,서가네순대국,권사부 마약칼국수,이영실,,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101140
5892,지오코소,뿌기떡볶이,김민겸,20210928,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100796
5891,(주)민영푸드,민영활어공장,이민규,20201445,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=400216
5890,큐스,큐스,황성운,20161012,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101288
5889,(주)케이푸드홀딩스,용호동낙지,김재익,20170139,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101248
5888,네오아티잔치킨(주),효도치킨,박현,20201352,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101234
5887,세화푸드,달떡볶이,김규호,20210884,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101144
5886,(주)국민스타즈,국민통닭,정주연,20210894,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101058
5885,진인F&B,만찬분식탁,유경숙,20210878,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=101026
5884,가마야,이가네곰탕,이건택,20201767,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100878
5883,근소집(점빵),근소집,김민근,20210879,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100874
5882,(주)야푸드,유케야,임창묵,20180609,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100772
5881,다림식품,한끼한죽,양원석,20190978,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100720
5880,에쏘라인,아라커피,유재승,20210882,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100606
5879,(주)호도리컴퍼니,청춘튀겨,박성진,20210880,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100450
5878,(주)맥형컴퍼니,잇몸만계,이승현,20210232,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100021
5877,(주)아름다운동행,쫄면구역,염동석,20210883,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100015
5876,또먹고싶은피자,또먹고싶은피자,정형우,20210887,피자,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100004
5875,(주)런닝테이블,달리는족족,윤태선,20210888,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91294
