번호,상호,영업표지,대표자,등록번호,업종,링크
5584,쉐프의연구소,면뽑는라멘,최윤석,20201654,일식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90862
5583,쉐프의연구소,대국,최윤석,20201655,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90861
5582,(주)별에프앤비,나는자연닭이다,김기혁,20210674,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90801
5581,공일토스트,공일 토스트,배혜연,20210670,패스트푸드,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90759
5580,원투나인푸드,식스밀,주재홍,20210675,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90753
5579,제육대회,제육대회,최은주,20210671,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90556
5578,(주)참버굼,참버굼 짓가심가,곽현철,20210672,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90550
5577,(주)일공공코리아,메밀당막국수,마상준,20210673,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90519
5576,놀놀숯닭,강촌닭멱살,최연백,20210661,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90177
5575,단F&B,크크반점,김대우,20210665,중식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90127
5574,읍천리382가맹본부,읍천리 382,전재욱,20200376,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=400084
5573,(주)에이치앤비푸드,오떡,최인환,20130258,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100558
5572,(주)빈크,벱하노이(Bep HANOI),이동화 외1,20210652,기타 외국식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100492
5571,교우,덕수파스타,김민수,20210393,서양식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100462
5570,(주)더만듦,잇츠레빗테이블,"이성훈, 김성웅",20210679,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100360
5569,(주)더만듦,오형제떡공방,"이성훈, 김성웅",20210678,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100358
5568,(주)더만듦,디저트스튜디오,"이성훈, 김성웅",20210676,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100356
5567,(주)더만듦,서울빙수,"이성훈, 김성웅",20210677,아이스크림/빙수,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100350
5566,(주)더블에스그룹,미스터라멘,김승수,20210660,일식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100268
5565,(주)화합과전진,사생활,"김성훈, 심영근",20210669,서양식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100186
5564,원앤원(주),박가부대,박천희,20080500020,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100049
5563,원앤원(주),원할머니,박천희,20080500019,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100047
5562,"(주)일구팔사에프엔씨(1984 F&C Co.,Ltd.)",백반집9첩반상,김종환,20210653,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100018
5561,(주)더블유스타일,WSTYLE BAKERY CAFE,우경수,20210650,제과제빵,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91347
5560,(주)더블유스타일,WSTYLE BAGLE,우경수,20210649,제과제빵,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91346
5559,에스씨(sc)푸드,뚝딱짜글이,최영광,20210668,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91064
5558,(주)주앤파트너스,강민주의 들밥,강민주,20210646,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90813
5557,아싸라비야매운떡볶이,아싸라비야 매운떡볶이,연인옥,20200824,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90745
5556,(주)쌔미푸드,카페쌔미(CAFE SAMMIE),"윤서영, 고순환",20210645,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90640
5555,(주)더블유스타일,WSTYLE DONUTS,우경수,20210648,제과제빵,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90615
5554,케익CTC,카페더치즈케익,김소의,20200780,제과제빵,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90500
5553,(주)한마당,칼국수한마당,한승양,20190714,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90486
5552,(주)진담,족발보감,전용준,20210667,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90420
5551,(주)다빈푸드,숭의면옥,고혁진,20210642,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90302
5550,(주)에스앤켄,가우초(Gaucho)곱창전골,강병철,20210666,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90271
5549,(주)알유디에이,국민파스타,정진우,20210656,서양식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90191
5548,브링커인터내셔널잉크,칠리스 그릴 앤 바,Wyman T. Roberts,20130082,기타 외국식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=89991
5547,아키푸드,전골에 미치다,박정기,20210643,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=89939
5546,(주)에스비에프앤비,참인 소문난맵집,"한주윤, 홍희상",20210644,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=89513
5545,(주)테이스티브라더스,덮밥 장사장,이윤향,20210655,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100314
5544,그놈들컴퍼니,그놈포차,이대겸,20190195,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100248
5543,모두프레시(주),삼시집밥,황태영,20210640,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100094
5542,(주)플라잉스팍스,젤라킹,유정희,20161279,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91285
5541,(주)정인,수셰프치킨&튀김(수셰프치킨앤튀김),최석인,20210651,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91216
5540,(주)저스트쿠킹,저스트텐동,이다원. 이광민,20200673,일식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91170
5539,(주)한국창업경제연구소,쁘띠앤아모르,장정용,20210654,주점,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90639
5538,트릴리원,그릴드버거,황재원,20210634,패스트푸드,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=89567
5537,(주)피티스트,꾸덕집,임태준,20210633,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=89462
5536,99플레이트레시피,착하닭,이희진,20210620,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100864
5535,(주)에쓰와이프랜차이즈,갑족발,김성윤,20200955,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100638
5534,(주)에쓰와이프랜차이즈,이백장돈가스,김성윤,20191167,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100632
5533,카페우드진,카페 우드진,김한이,20201501,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100488
5532,(주)명륜당,명륜정육식당,도선애,20210254,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100412
5531,(주)명륜당,팔팔인생해장,도선애,20210099,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100408
5530,(주)놀부,놀부유황오리진흙구이,안세진,20100100014,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100406
5529,(주)명륜당,개수리막국수,도선애,20210098,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100400
5528,(주)명륜당,이유치킨,도선애,20210097,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100388
5527,(주)명륜당,명륜진사갈비,도선애,20171254,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100384
5526,(주)찜샤브,찜샤브,장주희,20200329,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100256
5525,(주)루아,위드루아 촘촘,김현규,20201496,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100188
5524,삼대장짬뽕,삼대장짬뽕,김도유,20210614,중식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100076
5523,신성에프앤비,진미가효,김형설,20210619,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100022
5522,신치,신치,오지석,20210636,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91217
5521,닭발의신,닭발강국,김국성,20210637,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91212
5520,(주)에스엠씨인터내셔널,디저트39,신민창,20150811,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91142
5519,(주)진담,풍국면,"한주희, 현상국",20170922,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91098
5518,(주)미라클바이러스,족발예찬,정진우,20210638,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91080
5517,(주)맛있는에프앤비,배부장찌개,문성훈,20160395,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91058
5516,맛있는에프앤비(F&B),만나고쪽갈비가,문성훈,20150487,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91050
5515,한라맥주,한라맥주,김우종,20210622,주점,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90914
5514,(주)명진푸드,떡을품은닭,"전우숙, 전병희",20200089,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90909
5513,(주)성백에프엔에스,33떡볶이,이호성,20170358,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90901
5512,(주)디코레,북창동순두부,김수용,20080100324,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90887
5511,(주)제이씨에프엔비,육백더,서준기,20210617,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90885
5510,(주)정담에프앤비,지씨 아뜰리에(GC Atelier),백지연,20210611,제과제빵,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90784
5509,㈜샤브향에프앤비,샤브향,조광식,20210609,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90783
5508,긴자료코,긴자료코,"김인교, 원일호",20191034,일식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90778
5507,(주)만점족,만족오향족발,이한규,20140157,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90777
5506,(주)충만,충만치킨,이구현,20140594,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90719
5505,(주)놀부,베리굿피자,안세진,20210627,피자,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90702
5504,(주)비피알,바푸리죽앤즙,현미숙,20150801,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90689
5503,(주)비피알,바푸리쉬는시간,현미숙,20180864,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90688
5502,(주)비피알,바푸리국민떡볶이,현미숙,20160975,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90686
5501,(주)다니엘푸드,더철판삼겹,박형진,20201577,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90517
5500,(주)놀부,샌드위치몬스터,안세진,20210623,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90366
5499,(주)놀부,럭키경양식,안세진,20210628,서양식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90364
5498,(주)놀부,라라그릴,안세진,20210624,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90359
5497,(주)놀부,도쿄주방,안세진,20210625,일식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90357
5496,(주)놀부,놀부해물찜,안세진,20210626,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90353
5495,브로에프씨,찰스의식탁,박익철,20210629,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90287
5494,(주)놀부,놀부감자탕,안세진,20210630,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90234
5493,마약떡복이,오늘은마떡,김찬수,20201854,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90034
5492,(주)에스에스피씨,쑝쑝떡볶이,김영창,20210631,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=89800
5491,(주)에스에스피씨,C.&tree coffee,김영창,20210632,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=89798
5490,한냥노가리본사,한냥노가리,김동한,20181141,주점,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=89782
5489,에이와이푸드,아리랑아구찜,박종범,20201582,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=89557
5488,(주)푸드죤,삐사감러브스테이크,이영존,20170168,서양식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100290
5487,(주)푸드죤,삐사감김밥,이영존,20160759,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100288
5486,(주)돕는사람들,치킨플러스,유민호,20170127,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91280
5485,(주)티가렛,티가렛,여진호,20210603,음료 (커피 외),https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91275
5484,보고싶다(주),을찌로정,정성욱,20210607,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91193
5483,(주)제이엔에프,빅다방,정판재,20160007,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91113
5482,(주)고려에프씨,삼삼막창1994,"서정학, 조필제",20201790,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90694
5481,제이에스파트너스,직화방,이지송,20210615,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90620
5480,(주)양지엔터프라이즈,집으로간참치,이병동,20210597,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90474
5479,크로앙쥬,크로앙쥬,신경환,20210593,제과제빵,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90472
5478,(주)이엘,브라운래빗,이정희 외 1인,20210594,음료 (커피 외),https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90465
5477,대맛담,대맛담,임희윤,20210598,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=89266
5476,호니도니,호니도니,이동민 외1명,20210379,일식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100688
5475,(주)르뱅코리아,에맥앤볼리오스(Emack & Bolio's),이진환,20180307,아이스크림/빙수,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100640
5474,옐로우,옐로우T&C,한경희,20210587,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91225
5473,(주)이엔지스토리,남포동 직화 쭈꾸미,이병진,20201293,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90722
5472,(주)비피알,프랭크버거,현미숙,20191192,패스트푸드,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90691
5471,(주)비피알,코&타베,현미숙,20190426,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90690
5470,(주)비피알,바푸리뽕앤까스,현미숙,20160167,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90687
5469,(주)비상씨앤피,셰프클라쓰,박성훈,20210616,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90681
5468,(주)한국창업경제연구소,장사의 달인,장정용,20210604,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90642
5467,(유)에브라임이노베이션,불굴의떡볶이,권순문,20201742,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90586
5466,(주)페리카나,페리카나,양희권,20080500035,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90572
5465,빅대디치킨,HEART of BIG DADDY,이기룡,20210588,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90461
5464,엄마밥상,고삳낄로,이규만,20210591,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90122
5463,(주)마포상회,마포돈가,이호무,20210590,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90079
5462,양심,양만타조개나라,김혜선,20210589,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=89789
5461,딜리버리딜리셔스,반더치킨,황경식,20210573,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100506
5460,비알디컴퍼니(주),블레드,박순신,20200582,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100428
5459,(주)남쪽나라,근대화통닭,오세형,20210400,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100272
5458,샐러바웃본점,샐러바웃,심재경,20201844,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100128
5457,(주)와우에프앤에스,와우곱창,최중원,20190464,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100064
5456,㈜유후컴퍼니,육해공갈단,신정규,20210016,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91336
5455,(주)루아,루아 푸푸 커피,김현규,20210575,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91335
5454,샌마리안푸드,샌마르피자,김영일,20210577,피자,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91325
5453,팀보트FC,마요네즈 (mayonnaise),김완수,20201339,일식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91297
5452,㈜유후컴퍼니,라라써커스분식,신정규,20210015,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91197
5451,(주)유후컴퍼니,호이차,신정규,20190484,음료 (커피 외),https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91127
5450,모리C&B,모리커피,이향분,20210570,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91111
5449,함께하는사람들,웍스50,김형근,20210572,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90986
5448,㈜산무리,더드리계,안석배,20210583,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90979
5447,(주)육칠팔,치킨678,김기곤,20110100132,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90937
5446,(주)육칠팔,천하,김기곤,20110100130,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90936
5445,(주)육칠팔,백정,김기곤,20090100130,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90934
5444,(주)계주,장터옛날통닭,김미화,20210576,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90913
5443,리케스버거,리케스 버거 (LIKE'S BURGER),PARK SUN YOUNG,20210571,패스트푸드,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90775
5442,(주)비피알,바푸리pho베트남쌀국수,현미숙,20170132,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90685
5441,(주)비피알,바푸리,현미숙,20130100465,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90684
5440,(주)보영,보영만두,손효준,20150438,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90635
5439,(주)제이브이엘,JVL감성떡볶이,허강,20210584,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90566
5438,(주)제이브이엘,JVL직화삼겹살&야식,허강,20210586,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90560
5437,(주)오름에프씨,무공돈까스,곽환기,20200193,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100416
5436,(HG)푸드,육만사,이정재,20210552,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100340
5435,(주)도시픽,도시피자(CITY PIZZA),민범기,20210560,피자,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100292
5434,(주)우리나라한국에프앤비,김영태스시&사시미마을,서우리,20210562,일식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100124
5433,(주)우리나라한국에프앤비,초미남(초밥에미친남자),서우리,20210561,일식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100122
5432,실크fnb,실크삼겹살,이승촐,20210563,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91331
5431,깔깔이형제,정담모밀,이지오,20210557,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91246
5430,깔깔이형제,멘찌라멘,이지오,20210547,일식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91245
5429,깔깔이형제,제육명가,이지오,20210545,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91244
5428,깔깔이형제,삼거리시장국수,이지오,20210546,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91243
5427,맛있는연구소,육이오(6.25) 밀면&설렁탕,서대규,20210555,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91221
5426,위버멘쉬에프앤비(주),야미 프렌즈(Yummy Friends),김재우,20210556,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91157
5425,모아모찜닭,모아모찜닭,김현숙,20210554,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91155
5424,우수한형제들,오지게먹게,하세종,20200046,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91104
5423,(주)모던키친컴퍼니,최쉐프의 아구왕,최명우,20210569,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91029
5422,(주)내추럴플로우,피자플렉스,음승환,20210564,피자,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91020
5421,(주)오름에프앤씨,팔도돼지곱창,임지숙,20210565,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91017
5420,샵앤푸드,통큰고기 통큰비빔밥,김태웅,20210548,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90874
5419,백성,백성,권민기,20210550,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90868
5418,정담유통(주),삐에로떡볶이,이정민,20210568,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90848
5417,(주)이이오오,포25(PHO25),이승환,20210582,기타 외국식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90838
5416,지오에프앤디,10딸라족발,이윤성,20210551,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90823
5415,(주)비아이랩,원유로 스페셜티 커피,김세경,20200187,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90734
5414,천지감자탕,천지감자탕,류세정,20210543,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90616
5413,오빠네견과류,오빠네견과류,박현성,20210541,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90594
5412,고팥슈,고팥슈,윤태노,20210542,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90584
5411,(주)일공공코리아,일공공샤브,마상준,20180428,기타 외국식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90505
5410,오늘도빙수,오늘도빙수,서주연,20210567,음료 (커피 외),https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90403
5409,동원이엔씨,가마솥꾸이닭,박제홍,20210549,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=90265
5408,(주)분식이,분식이 이래도 되는가,이태훈,20171544,분식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=89994
5407,부릉카페,부릉카페,강금경,20210544,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=89965
5406,(주)에스디인터내셔날,9 BLOCK (나인블럭),김계성,20200708,커피,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=89896
5405,(주)블럭제빵소,블럭제빵소,박재영,20161181,제과제빵,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=89837
5404,(주)강경푸드,강경불고기,강경묵,20180277,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=89819
5403,비범한녀석들,비범한 꼬치,박민수,20190608,기타 외식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=89370
5402,(주)쿠치나코리아,피자쿠치나,황성원,20201021,피자,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=100418
5401,봉명동내커피,치킨본부,김 지우,20210525,치킨,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91329
5400,명태천국명태조림감자탕,명태천국 명태조림감자탕,유인호,20190873,한식,https://franchise.ftc.go.kr/mnu/00013/program/userRqst/view.do?firMstSn=91219
