업종,브랜드,상호,가맹사업 개시일,가맹사업 년수,가맹점수,가맹본부 임직원수
한식,킹스아구찜,킹스아구찜,2016-12-15,4년 3개월,2,1명
한식,두심스 독도해물알찜,두심스F&S,가맹사업 개시 전,0년 0개월,0,0명
한식,최정규 팔당 원조 칼제비 보쌈,씨앤에스푸드(C&SFOOD),가맹사업 개시 전,0년 0개월,0,5명
한식,삼시네끼,삼시네끼,2019-07-20,1년 8개월,3,1명
한식,담소 소사골 순대 육개장,(주)담소이야기,2012-02-16,9년 1개월,97,13명
한식,진수곱창,(주)제이에스푸드,2019-10-02,1년 5개월,1,0명
한식,쌈의정석,우버금,가맹사업 개시 전,0년 0개월,0,0명
한식,두둠치밥,미르fnc,가맹사업 개시 전,0년 0개월,0,0명
한식,사천찜닭,로드다이닝(주),2020-03-23,1년 0개월,0,12명
한식,배달삼겹 맛있으면돼지,배달삼겹 맛있으면돼지,가맹사업 개시 전,0년 0개월,0,0명
한식,편백가원,편백가원,가맹사업 개시 전,0년 0개월,0,1명
한식,곱품닭,(주)맛있는수다,2020-06-11,0년 9개월,0,2명
한식,대식가2900,(주)태인에프앤비,가맹사업 개시 전,0년 0개월,0,6명
한식,우리만 가고싶은 한우곱창,우리만가고싶은한우곱창,가맹사업 개시 전,0년 0개월,0,0명
한식,서서방 숯불닭갈비 돼지갈비,서서방숯불닭갈비,가맹사업 개시 전,0년 0개월,0,1명
한식,오술차,(주)오술차,2015-04-20,5년 11개월,27,43명
한식,제주생선구이 올래밥상,올래밥상에프엔비(주),2016-06-22,4년 9개월,4,3명
한식,순례국밥,순례국밥,가맹사업 개시 전,0년 0개월,0,11명
한식,열라불라연탄집,우리식품,2019-08-14,1년 7개월,2,1명
한식,불맛공장,불맛공장,가맹사업 개시 전,0년 0개월,0,0명
한식,등뼈연구소,밀포유,가맹사업 개시 전,0년 0개월,0,1명
한식,내조국국밥,(주)내조국국밥,가맹사업 개시 전,0년 0개월,0,0명
한식,정성을다한갈비찜,정성을다한갈비찜,2020-07-01,0년 8개월,0,2명
한식,나두락손만두,파워푸드(유),가맹사업 개시 전,0년 0개월,0,0명
한식,청년컵밥,(주)청년에프앤비,2020-04-10,0년 11개월,0,1명
한식,야무진냄비,야무진냄비,2018-08-01,2년 7개월,4,1명
한식,언양닭칼국수,SSF&C,2019-08-01,1년 7개월,4,1명
한식,동리장,(주)은태에프앤비,가맹사업 개시 전,0년 0개월,0,3명
한식,낭만쭈꾸미,(주)낭만연구소,2013-11-20,7년 4개월,9,45명
한식,신의주찹쌀순대,(주)거성푸드,2007-07-04,13년 8개월,160,48명
한식,청국장과보리밥,농협회사법인(주)인건,2010-02-01,11년 1개월,14,21명
한식,여우감자탕,(주)와이에프앤씨글로벌,2018-05-04,2년 10개월,1,2명
한식,흥부찜닭,(주)놀부,2019-01-18,2년 2개월,110,275명
한식,창대한곱창,(주)놀부,2020-12-21,0년 3개월,6,275명
한식,옥소반,(주)옥소반,가맹사업 개시 전,0년 0개월,0,0명
한식,진한설렁탕담다,(주)놀부,2013-12-13,7년 3개월,3,275명
한식,삼겹본능,(주)놀부,2018-10-21,2년 5개월,183,275명
한식,놀부반상,(주)놀부,2017-12-21,3년 3개월,0,275명
한식,놀부숯불애장닭,(주)놀부,2012-02-27,9년 1개월,1,275명
한식,놀부유황오리진흙구이,(주)놀부,1999-12-01,21년 3개월,1,275명
한식,놀부항아리갈비,(주)놀부,2004-12-06,16년 3개월,7,275명
한식,놀부화덕족발,(주)놀부,2013-12-13,7년 3개월,6,275명
한식,만면희색,(주)놀부,가맹사업 개시 전,0년 0개월,0,275명
한식,놀부김치찜,(주)놀부,2019-11-01,1년 4개월,3,275명
한식,놀부보쌈족발,(주)놀부,1989-04-11,31년 11개월,162,275명
한식,놀부부대찌개,(주)놀부,1992-05-06,28년 10개월,323,275명
한식,놀부오불장군,(주)놀부,가맹사업 개시 전,0년 0개월,0,275명
한식,남도애꽃,(주)남도애꽃,가맹사업 개시 전,0년 0개월,0,13명
한식,교동전선생,(주)교동,2010-05-01,10년 10개월,37,4명
한식,현풍닭칼국수,신칼,2014-10-21,6년 5개월,38,11명
한식,갈비애드림,(주)탐라드림,2016-06-30,4년 9개월,12,4명
한식,짚신매운갈비찜,(주)음식생각,2009-08-14,11년 7개월,0,0명
한식,30년 할매 닭발,(주)제주앤코리아,2019-04-01,1년 11개월,4,2명
한식,안동국밥곰탕,케이엠에스,2013-06-01,7년 9개월,31,1명
한식,순수한돼지,순수한돼지,가맹사업 개시 전,0년 0개월,0,1명
한식,믹스쭈,(주)믹스쭈에프앤씨,2018-09-27,2년 6개월,2,2명
한식,아구좋은날,(주)올댓컴퍼니,2020-07-01,0년 8개월,0,8명
한식,임성근 국가공인진갈비,(주)마루벌,2019-03-20,2년 0개월,6,21명
한식,목구멍,(주)팀브로,2017-03-07,4년 0개월,12,3명
한식,신정골,(주)신정푸드,2002-10-05,18년 5개월,10,3명
한식,홍(紅)석정원,홍석정원,2019-11-05,1년 4개월,3,1명
한식,착한막창,착한막창,2016-05-09,4년 10개월,16,3명
한식,맛있는탕탕탕,태성푸드,가맹사업 개시 전,0년 0개월,0,0명
한식,하수련주왕산삼계탕,주왕산삼계탕부산경남본부,2006-09-01,14년 6개월,16,3명
한식,그믐족발,그믐족발,2020-07-28,0년 8개월,0,3명
한식,현대옥,현대옥프랜차이즈,2009-04-28,11년 11개월,141,45명
한식,고기대통령,킹메이커,2017-06-13,3년 9개월,1,1명
한식,소담설렁탕,(주)케이더블유프랜차이즈,2019-11-20,1년 4개월,2,5명
한식,조방낙지,(주)디에이치푸드,2009-11-10,11년 4개월,19,5명
한식,류가본가,(주)류가본가,2015-12-01,5년 3개월,0,6명
한식,이서하 서하불고기,(주)이조푸드,2020-07-28,0년 8개월,0,0명
한식,불고기 가다다 불고기,(주)이조푸드,2020-07-28,0년 8개월,0,0명
한식,빚은,(주)에스피씨삼립,2006-07-07,14년 8개월,55,3256명
한식,태성춘골뱅이신사,(주)리더스코리아코퍼레이션,가맹사업 개시 전,0년 0개월,0,8명
한식,미러유 조개칼국수,미러유에프앤디(주),2020-05-11,0년 10개월,0,0명
한식,동양백반,딜리셔스피플,2019-02-23,2년 1개월,1,1명
한식,어사또,어판왕어업회사법인(주),가맹사업 개시 전,0년 0개월,0,40명
한식,한와담,(주)호박패밀리,2015-11-01,5년 4개월,6,61명
한식,넙딱집,(주)감칠맛,2017-11-13,3년 4개월,5,2명
한식,정코다리,(주)티.케이.피,2019-10-23,1년 5개월,18,3명
한식,국제갈비,(주)에프엠투,2018-07-17,2년 8개월,2,9명
한식,유케야,(주)야푸드,2018-03-09,3년 0개월,22,2명
한식,골목고기,(주)뿌리와열매,가맹사업 개시 전,0년 0개월,0,0명
한식,안동본가국밥,(주)두웰푸드,2014-07-10,6년 8개월,29,13명
한식,차돌박사,(주)끼니,2018-12-18,2년 3개월,4,3명
한식,반할맛으로 값어치하는 소고깃집,(주)끼니,2015-03-05,6년 0개월,22,3명
한식,이도춘양,(주)이도상점,가맹사업 개시 전,0년 0개월,0,0명
한식,38선 넘은 짱닭,38선넘은짱닭,가맹사업 개시 전,0년 0개월,0,0명
한식,육회SEA,만호F&B,가맹사업 개시 전,0년 0개월,0,1명
한식,수뿌레닭갈비,더원코리아,가맹사업 개시 전,0년 0개월,0,1명
한식,바른생갈비,(주)바른푸드,2017-09-30,3년 6개월,10,7명
한식,몬스터곱창,(주)바른푸드,2018-10-18,2년 5개월,0,7명
한식,바푸리죽앤즙,(주)비피알,2015-09-13,5년 6개월,5,31명
한식,오투닭갈비,(주)다온에프앤비,2014-12-24,6년 3개월,19,0명
한식,비스트로 분당김치찜,(주)엘알디케이,가맹사업 개시 전,0년 0개월,0,2명
한식,압구정 부대찌개&닭갈비,(주)한울,2015-10-21,5년 5개월,0,0명
한식,유림상회,(주)성가,2020-02-01,1년 1개월,0,3명
한식,김본냉면&만두,(주)단지에프앤비,가맹사업 개시 전,0년 0개월,0,2명
한식,집으로낙곱새,집으로낙곱새,2020-02-26,1년 1개월,0,2명
한식,콩두,(주)더조은에프앤비,2019-04-15,1년 11개월,21,3명
한식,종가삼대화로집,(주)티아이코스모스,가맹사업 개시 전,0년 0개월,0,7명
한식,육수당,(주)에이치디푸드,2015-07-20,5년 8개월,47,15명
한식,편장군족발,(주)편장군족발,2019-12-09,1년 3개월,1,20명
한식,푸드모바일,(주)노다웃에프앤비,가맹사업 개시 전,0년 0개월,0,2명
한식,자연정가 양평해장국,(유)전라도푸드에프앤씨,2006-06-08,14년 9개월,57,21명
한식,북창동순두부,(주)디코레,2001-11-04,19년 4개월,62,44명
한식,한판곱창,한판곱창,가맹사업 개시 전,0년 0개월,0,1명
한식,남다른감자탕(男다른감子탕),(주)보하라,2010-02-01,11년 1개월,70,27명
한식,월홍갈비,제이원푸드(주),2012-03-01,9년 0개월,5,4명
한식,족장,(주)아이에프그룹,2012-03-21,9년 0개월,26,5명
한식,강너머남촌숯불닭갈비,(주)케이씨앤컴퍼니,가맹사업 개시 전,0년 0개월,0,3명
한식,남강메기,(주)남강푸드시스템,가맹사업 개시 전,0년 0개월,0,15명
한식,메르밀 진미집,(주)열한시오십분,2018-05-23,2년 10개월,5,6명
한식,신사부대찌개&품격삼겹살,(주)신사의품격,2015-11-01,5년 4개월,20,4명
한식,효자막창,효자푸드,2017-07-16,3년 8개월,13,1명
한식,집으로돼지,(주)메이에프앤에스,2015-02-21,6년 1개월,32,7명
한식,축제갈비,(주)마루벌,2018-01-10,3년 2개월,14,21명
한식,돈골순대국,청암푸드시스템,가맹사업 개시 전,0년 0개월,0,1명
한식,1967정남순서울곱창,정남순서울곱창에프엔비,2019-12-16,1년 3개월,1,1명
한식,사랑담은묵은지찜찌개,(주)사랑담은,2014-06-05,6년 9개월,18,2명
한식,리가든다옴,리가든송천점,가맹사업 개시 전,0년 0개월,0,1명
한식,경성일번가,리가든송천점,가맹사업 개시 전,0년 0개월,0,1명
한식,승도리네,(주)케이푸드스토리,가맹사업 개시 전,0년 0개월,0,0명
한식,노걸대 WITH YOU 홈외식,위드유(WITHYOU)홈외식,2019-03-12,2년 0개월,6,1명
한식,노걸대,(주)노걸대,2007-05-01,13년 10개월,45,18명
한식,한쌈대패,한쌈대패,2020-05-20,0년 10개월,0,0명
한식,원조전통명가 통큰할매순대국,(주)세븐하베스트,2014-01-27,7년 2개월,33,10명
한식,효모로 만든 찬,(주)효모로,가맹사업 개시 전,0년 0개월,0,15명
한식,을용이곱창,(주)제이오푸드,2018-08-02,2년 7개월,6,5명
한식,다솥맛집,(주)다솥,2018-06-01,2년 9개월,6,14명
한식,제주안방갈비,(주)그린아일랜드,2020-04-14,0년 11개월,35,7명
한식,용범양대창,(주)김승용에프에스,가맹사업 개시 전,0년 0개월,0,28명
한식,한끼명가,한끼명가,가맹사업 개시 전,0년 0개월,0,0명
한식,명랑부대찌개,명랑식품,가맹사업 개시 전,0년 0개월,0,1명
한식,열정닭발,가온,2019-10-01,1년 5개월,4,5명
한식,신(辛)난쭈꾸미,(주)백경푸드시스템,가맹사업 개시 전,0년 0개월,0,3명
한식,치킨을사랑한떡볶이,(주)더온에프에스,가맹사업 개시 전,0년 0개월,0,8명
한식,전골마켓,착한맘굿쉐프,가맹사업 개시 전,0년 0개월,0,4명
한식,맛나감자탕,리브가푸드시스템(주),2004-01-01,17년 2개월,76,9명
한식,김충기꽃삼겹,로드다이닝(주),2017-12-22,3년 3개월,72,12명
한식,배씨상회,배씨상회,2016-08-01,4년 7개월,7,1명
한식,털보고된이,(주)민도비,2019-11-19,1년 4개월,0,5명
한식,MNFK 양정 명동찌개마을,양정명동찌개마을,2020-07-14,0년 8개월,0,2명
한식,곱테랑,코리안브라더,2018-11-01,2년 4개월,4,1명
한식,김윤미전복삼계탕,센텀F&C,2009-02-20,12년 1개월,4,1명
한식,효자동 순대,(주)효자푸드,2019-04-23,1년 11개월,4,2명
한식,이동규인 왔따쪽갈비,(주)왔따네푸드,2018-07-16,2년 8개월,36,4명
한식,돈까스잔치,(주)에프씨천상,2017-06-01,3년 9개월,3,19명
한식,미소그릴,예령산업,2020-08-10,0년 7개월,0,5명
한식,가마깨비,(주)솔푸드,2017-02-20,4년 1개월,2,14명
한식,본세이로무시,(주)영주본푸드,2019-10-15,1년 5개월,9,3명
한식,구어찌,(주)제이푸드,가맹사업 개시 전,0년 0개월,0,5명
한식,순리한식당,순리푸드,가맹사업 개시 전,0년 0개월,0,1명
한식,어머나생고기,(주)스타프렌차이즈,2016-01-29,5년 2개월,15,1명
한식,메밀골동해막국수,(주)해살이뜰,2004-03-01,17년 0개월,9,5명
한식,미친돼지,(주)축제의나라,2018-01-16,3년 2개월,14,5명
한식,구찌부찌,(주)축제의나라,2020-04-06,0년 11개월,0,5명
한식,문삼이,(주)경청에프씨,2009-12-07,11년 3개월,3,5명
한식,신의한순대국밥,(주)모두에프엔씨,가맹사업 개시 전,0년 0개월,0,0명
한식,형제닭발&오돌뼈,형제푸드,2019-06-01,1년 9개월,11,10명
한식,베스트 생갈비찜&찜닭,베스트생갈비앤찜닭,가맹사업 개시 전,0년 0개월,0,1명
한식,이정혁 계양 동태탕 동태찜,(주)신화식품,2019-10-21,1년 5개월,0,17명
한식,혼찜 혼을 담은 갈비찜,혼삼,2020-07-09,0년 8개월,0,1명
한식,혼삼,혼삼,2019-11-13,1년 4개월,1,1명
한식,정아니의 여우밥상,(주)불여시팸,2020-01-01,1년 2개월,0,0명
한식,여시야 찜닭,(주)불여시팸,가맹사업 개시 전,0년 0개월,0,0명
한식,여시야 불타는닭발,(주)불여시팸,가맹사업 개시 전,0년 0개월,0,0명
한식,안성깍뚜기,(주)푸름,2018-01-15,3년 2개월,16,7명
한식,JBD 종로빈대떡,종로빈대떡체인사업부,1993-10-01,27년 5개월,30,2명
한식,대운정,대운알앤에이치(주),가맹사업 개시 전,0년 0개월,0,0명
한식,조순금닭도리탕,조순금닭도리탕,2019-01-04,2년 2개월,1,1명
한식,나무꾼이야기,(주)나무꾼이야기,가맹사업 개시 전,0년 0개월,0,1명
한식,이춘식 명가돌곱창,육식주위에프앤비(주),2019-07-25,1년 8개월,5,4명
한식,구이구이쪽갈비,(주)더맛푸드,2012-12-10,8년 3개월,33,15명
한식,황금알을품은벼슬찜닭,선한푸드(善韓),가맹사업 개시 전,0년 0개월,0,1명
한식,우리동네 대통령,(주)오복이야기,가맹사업 개시 전,0년 0개월,0,0명
한식,주왕산삼계탕,(주)대가야,2010-04-20,10년 11개월,15,7명
한식,대가야삼계탕,(주)대가야,2010-04-20,10년 11개월,5,7명
한식,본건강한상,본푸드서비스(주),2017-01-20,4년 2개월,9,1194명
한식,본우리반상,본푸드서비스(주),2016-02-03,5년 1개월,3,1194명
한식,혁지원인 싱싱물회,싱싱물회,2018-09-07,2년 6개월,2,1명
한식,청춘껍데기,아특대,2019-11-21,1년 4개월,2,1명
한식,오수명 오가네 생선구이,오가네생선구이,가맹사업 개시 전,0년 0개월,0,1명
한식,한티재,한티재,2017-04-16,3년 11개월,6,2명
한식,오태호 팔공산돌곱창,팔공산소돌곱창,2019-03-05,2년 0개월,9,1명
한식,원청담면옥,(주)원두프,2019-01-01,2년 2개월,8,2명
한식,제주울어멍해장국,(주)바론에프앤비,2017-08-20,3년 7개월,11,12명
한식,육회에빠지다,갈비탕명가우미락,가맹사업 개시 전,0년 0개월,0,1명
한식,오덕후,(주)피디에스컴퍼니,2018-08-29,2년 7개월,8,5명
한식,오늘도찜닭&삼겹&파스타,에스알푸드,2019-05-01,1년 10개월,1,1명
한식,세겹뚱이,세겹뚱이앤치맵떡,2020-04-01,0년 11개월,5,1명
한식,삼초전 삼겹살 초벌전문점,삼초전,2018-07-13,2년 8개월,11,2명
한식,뼈대있는 고수 돼지집,착한창업연구소씨엠아이,2019-01-01,2년 2개월,2,1명
한식,뜨끈이 감자탕,(주)엘엔미트,2015-06-01,5년 9개월,7,4명
한식,황진이순대국,(주)금표에프앤씨,2020-04-22,0년 11개월,9,2명
한식,스타곱스,(주)금표에프앤씨,2020-04-22,0년 11개월,32,2명
한식,해밍턴 부대찌개,(주)금표에프앤디,2020-03-28,1년 0개월,0,7명
한식,오돌불고,(주)금표에프앤디,2020-03-28,1년 0개월,0,7명
한식,우 샤랄라 돌곱창,(주)금표에프앤디,2020-03-28,1년 0개월,0,7명
한식,집밥연구소,영농조합법인소생로컬푸드,가맹사업 개시 전,0년 0개월,0,16명
한식,백촌진짜대구막창,백촌푸드,2017-03-01,4년 0개월,9,1명
한식,세영이네 보리굴비,(주)세영이네,가맹사업 개시 전,0년 0개월,0,0명
한식,그놈포차,그놈포차본점,2019-03-24,2년 0개월,0,1명
한식,강화통통 생고기,(주)강통에프앤비,2016-12-25,4년 3개월,4,18명
한식,마꼬창,하솔푸드,2020-07-02,0년 8개월,0,1명
한식,금뿔이구집,이구집,2020-05-01,0년 10개월,0,5명
한식,족발이 땡기는 날,족발이땡기는날,2020-07-02,0년 8개월,0,1명
한식,최정옥 미성복어불고기,(주)미성푸드시스템,가맹사업 개시 전,0년 0개월,0,2명
한식,문숙이미나리식당,(주)제이앤에이치씨,2019-02-27,2년 1개월,1,0명
한식,김미자당진아구동태찜탕,(주)케이엠제이코리아,2017-09-28,3년 6개월,0,4명
한식,삼시세끼,(주)청춘푸드,가맹사업 개시 전,0년 0개월,0,0명
한식,논골집,정준유통,1998-11-16,22년 4개월,16,5명
한식,새벽네시반,새벽네시반,2018-01-01,3년 2개월,4,1명
한식,다샤브,다사라에프엔비(F&B),가맹사업 개시 전,0년 0개월,0,1명
한식,뜸들이다,(주)뜸들이다,가맹사업 개시 전,0년 0개월,0,0명
한식,곱창광,(주)와이즈페이퍼,가맹사업 개시 전,0년 0개월,0,1명
한식,한통(한마리 통큰)정육식당,삼보미트&푸드,2014-12-03,6년 3개월,17,10명
한식,밥도둑 한끼뚝딱,(주)박앤박,가맹사업 개시 전,0년 0개월,0,4명
