업종,브랜드,상호,가맹점수,신규개점,계약종료,계약해지,명의변경,"가맹점
평균매출액","가맹점
면적(3.3㎡)당
평균매출액"
한식,놀부반상,(주)놀부,0,0,1,0,0,0,0
한식,놀부숯불애장닭,(주)놀부,1,0,0,0,0,0,0
한식,놀부유황오리진흙구이,(주)놀부,1,0,0,0,0,"623,671","4,158"
한식,놀부항아리갈비,(주)놀부,7,0,3,0,0,"203,115","5,625"
한식,놀부화덕족발,(주)놀부,6,0,3,0,1,"130,794","5,662"
한식,만면희색,(주)놀부,0,0,0,0,0,0,0
한식,놀부김치찜,(주)놀부,3,3,0,0,0,0,0
한식,놀부보쌈족발,(주)놀부,162,18,35,0,14,"197,575","7,627"
한식,놀부부대찌개,(주)놀부,323,23,57,0,23,"217,226","7,962"
한식,놀부오불장군,(주)놀부,0,0,0,0,0,0,0
한식,남도애꽃,(주)남도애꽃,0,0,0,0,0,0,0
한식,교동전선생,(주)교동,37,0,0,5,0,"359,159","11,867"
한식,현풍닭칼국수,신칼,38,15,0,2,2,"387,449","9,449"
한식,갈비애드림,(주)탐라드림,12,16,0,9,0,"300,667","7,730"
한식,짚신매운갈비찜,(주)음식생각,0,0,0,0,0,0,0
한식,30년 할매 닭발,(주)제주앤코리아,4,4,0,0,0,0,0
한식,안동국밥곰탕,케이엠에스,31,2,15,0,1,"274,169","6,255"
한식,순수한돼지,순수한돼지,0,0,0,0,0,0,0
한식,믹스쭈,(주)믹스쭈에프앤씨,2,0,0,0,0,0,0
