업종,브랜드,상호,가맹점수,신규개점,계약종료,계약해지,명의변경,"가맹점
평균매출액","가맹점
면적(3.3㎡)당
평균매출액"
분식,보용만두,(주)보용에프앤씨,13,1,0,6,3,"312,853","26,071"
분식,중앙칼국수,(주)티에스에프엔씨,0,0,0,0,0,0,0
분식,생생제면소,(주)티에스에프엔씨,0,0,0,0,0,0,0
분식,마성떡볶이,(주)마성떡볶이,19,13,0,1,3,"170,121","17,306"
분식,서리서리멸치국수,서리서리,6,7,0,1,0,0,0
분식,무적의돈까스,(주)무테키야,0,0,0,1,0,0,0
분식,이땔리방앗간,(주)프라이데이컴퍼니,0,0,0,0,0,0,0
분식,기봉이 김밥,㈜기봉이,12,8,0,0,0,"183,503","10,836"
분식,이여사나무김밥,(주)다온코리아,9,2,0,0,0,"249,549","32,043"
분식,귀일,(주)오픈스카이앤귀일,7,2,0,1,0,"144,289","19,373"
분식,엉클박스,엉클상회,5,0,0,1,0,"203,500","8,568"
분식,천하,(주)육칠팔,0,0,0,0,0,0,0
분식,삼청동궁물떡볶이,(주)삼청동에프앤씨,2,0,0,2,0,0,0
분식,홍스떡,홍스푸드,13,8,0,0,4,"290,440","17,424"
분식,신열떡볶이,신열푸드,3,3,0,0,0,0,0
분식,고수라,(주)고수라,14,0,4,0,0,"188,147","15,138"
분식,더 오물오물,(주)모아푸드,0,0,0,0,0,0,0
분식,라면데스요,(주)라면데스요,3,1,0,5,0,0,0
분식,할매손충무김밥,(주)할매손,25,1,5,0,0,"167,161","16,716"
분식,몬떡,(주)에버리치에프앤비,17,17,0,0,0,0,0
분식,생생돈까스,(주)에버리치에프앤비,77,8,1,18,6,"227,363","5,667"
분식,일우고고싱떡볶이,일우고고싱떡볶이,0,0,0,0,0,0,0
분식,몬스터김밥,(주)에버리치에프앤비,0,0,0,0,0,0,0
분식,사이드쇼,㈜사이드쇼,4,0,0,0,0,0,0
분식,분식회사 떡심,(주)브라운에프앤씨,0,0,0,0,0,0,0
분식,달토끼의 떡볶이 흡입구역,(주)포즈,15,15,0,0,0,0,0
분식,홍미단,(주)크레이지컴퍼니,0,0,0,0,0,0,0
분식,무꼬뭐꼬떡볶이,(주)그루나무,86,86,0,0,0,"47,172","3,312"
분식,버무리떡볶이,(주)이플푸드,90,9,7,1,4,"161,311","15,177"
분식,불스떡볶이,(주)비케이홀딩스,138,33,11,0,15,"223,068","17,528"
분식,알리바바쏙쏙김밥,알리바바파트너스(주),6,6,0,1,0,"153,309","20,217"
분식,치피떡,(주)생활에프앤비,10,2,0,3,2,"72,813","2,419"
분식,알면 통하는 떡볶이,알통떡볶이,9,4,0,3,1,"114,368","9,993"
분식,애플김밥,(주)애플김밥,21,2,0,0,1,"271,038","13,950"
분식,빌라드스파이시,(주)빌라드,0,0,0,0,0,0,0
분식,남문떡볶이,(주)유민에프앤씨,11,6,0,4,1,"189,002","15,499"
분식,왕순이 주먹밥 김밥,(주)왕순이,26,1,0,2,0,"139,746","13,766"
분식,공씨네주먹밥,맛있는놀이터외식사업부(주),18,1,0,2,2,"70,124","7,379"
분식,감자탑,(주)아이언가이즈,0,0,0,0,0,0,0
분식,오늘도꽈배기,오늘도꽈배기,6,6,0,2,0,0,0
분식,신국 떡볶이,신국푸드,3,2,0,2,0,0,0
분식,명동할머니국수,(주)봉원에프앤비,34,0,0,8,1,"257,348","14,741"
분식,슈퍼떡볶킹,(주)푸드테이너컴퍼니,18,5,0,0,0,"15,891","1,341"
분식,분식의신 분신,(주)에스지푸드,2,2,12,0,0,0,0
분식,홍성래특허김밥,홍성래특허김밥,1,1,0,0,0,0,0
분식,틈새라면,(주)틈새상사,43,3,0,7,0,"90,030","8,830"
분식,라패,(주)라패에프앤비,3,0,1,0,0,0,0
분식,남대문가메골손만두,가메골푸드㈜,1,1,0,0,0,0,0
분식,떡군이네떡볶이,신우푸드,10,8,0,0,0,0,0
분식,맵니떡볶이,정푸드,0,0,0,0,0,0,0
분식,동산만두,(주)동산만두,12,10,3,0,0,"194,471","20,369"
분식,이삭토스트,(주)이삭,809,33,6,36,38,"144,992","14,227"
분식,두가지떡볶이,두가지떡볶이,14,14,0,0,0,"163,949","14,475"
분식,통영청정어묵,(주)통영청정에프앤비,0,0,0,0,0,0,0
분식,브라더꽈배기,(주)브라더푸드,8,8,0,0,0,"485,214","56,680"
분식,춘하추동,"춘하추동F&C,동진여관",8,3,3,0,0,"152,792","7,129"
분식,가온밀면,밤이먹은약수,0,0,0,0,0,0,0
분식,오늘애김밥(오늘愛김밥),(주)오늘애,10,5,0,0,1,"584,982","36,260"
분식,송촌꼬마김밥,송촌꼬마김밥,35,0,3,0,2,"81,477","8,894"
분식,미식가의우동,(주)조인푸드,0,0,0,0,0,0,0
분식,분식대장,(주)피플푸드,0,0,0,0,0,0,0
분식,땡큐꼬마김밥,(주)해오름에프앤비,10,0,0,0,2,"245,336","19,527"
분식,삼시세끼 꼬마김밥,와이제이건설,0,0,0,0,0,0,0
분식,마뇨떡볶이,마뇨떡볶이,3,3,0,0,0,0,0
분식,국수가조아,(주)더조은브랜드,0,0,0,0,0,0,0
분식,동성분식,(주)동성식품,1,1,0,0,0,0,0
분식,깨봉이국물떡볶이,깨봉이푸드,0,0,0,0,0,0,0
분식,빨간방앗간,(주)트리플에이컴퍼니,0,0,0,0,0,0,0
