상호,영업표지,대표자,업종,법인설립등기일,사업자등록일,대표번호,대표팩스 번호,등록번호,최초등록일,최종등록일,주소,사업자유형,법인등록번호,사업자등록번호,2020년 자산,2020년 부채,2020년 자본,2020년 매출액,2020년 영업이익,2020년 당기순이익,2019년 자산,2019년 부채,2019년 자본,2019년 매출액,2019년 영업이익,2019년 당기순이익,2018년 자산,2018년 부채,2018년 자본,2018년 매출액,2018년 영업이익,2018년 당기순이익,브랜드 수,가맹사업 계열사 수,가맹사업 개시일,2020년 신규개점,2020년 계약종료,2020년 계약해지,2020년 명의변경,2019년 신규개점,2019년 계약종료,2019년 계약해지,2019년 명의변경,2018년 신규개점,2018년 계약종료,2018년 계약해지,2018년 명의변경,"가맹지역본부(지사,지역총판)수",형태,예치 가맹금,공정거래위원회의 시정조치,민사소송 패소 및 민사상 화해,형의 선고,가입비(가맹비),교육비,보증금,기타비용,합계,단위면적(3.3㎡)당 인테리어 비용,기준점포면적(㎡),인테리어 비용,최초 계약기간,연장 계약기간
(주)다름플러스,이베리군,이억불,한식,2017.07.05,2017.09.01,02  -  409  -  4242,02  -  482  -  4888,20210137,2021.01.19,2021.03.29,"우 : 05340 서울특별시 강동구 천호대로 1077 9층(천호동, 이스트센트럴타워)",법인,110111  -  6451944,576  -  88  -  00693,0,0,0,0,0,0,"13,969,909","6,782,334","7,187,575","56,365,218","5,663,906","5,042,001","5,626,618","2,478,761","3,147,857","18,071,734","3,602,860","3,031,137",16,1,가맹계약 체결사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"16,200",0,0,0,"9,900","3,300","3,000","89,100","105,300",0 ,0 ,0 ,2,1
(주)다름플러스,이차돌리버리,이억불,한식,2017.07.05,2017.09.01,02  -  409  -  4242,02  -  482  -  4888,20210138,2021.01.19,2021.03.29,"우 : 05340 서울특별시 강동구 천호대로 1077 9층(천호동, 이스트센트럴타워)",법인,110111  -  6451944,576  -  88  -  00693,0,0,0,0,0,0,"13,969,909","6,782,334","7,187,575","56,365,218","5,663,906","5,042,001","5,626,618","2,478,761","3,147,857","18,071,734","3,602,860","3,031,137",16,1,가맹계약 체결사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"16,200",0,0,0,"9,900","3,300","3,000","89,100","105,300",0 ,0 ,0 ,2,1
(주)피투피시스템즈,토즈패스트카페,김윤환,커피,2001.08.08,2001.12.20,02  -  1588  -  5935,02  -  363  -  1026,20201519,2020.11.13,2021.03.29,"우 : 03779 서울특별시 서대문구 연세로 10-1 (창천동,즐거운빌딩 9층)",법인,110111  -  2304171,110  -  81  -  53273,0,0,0,0,0,0,"45,507,050","13,019,462","32,487,588","9,309,500","-4,954,216","-14,359,141","58,439,150","23,571,092","34,868,058","12,937,854","-6,556,933","-19,404,291",4,0,가맹사업준비중,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,0,0,0,0,"11,000","2,200","5,000","94,000","112,200","3,300 ",33 ,"33,000 ",3,1
(주)더조은생각,헬로부찌,최유재,한식,2020.10.27,2020.10.29,02  -  000  -  0000,  -    -  ,20201833,2020.12.21,2021.03.29,"우 : 08378 서울특별시 구로구 디지털로34길 55 806호(구로동, 코오롱싸이언스밸리2차)",법인,110111  -  7663978,743  -  87  -  01543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,가맹계약 체결사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"6,400",0,0,0,"3,300","1,100","2,000","23,265","29,665",825 ,26 ,"6,600 ",2,1
리치푸드(주),로드락 후라이드,여영주,기타 외식,2002.01.29,2002.03.01,02  -  326  -  3187,02  -  326  -  3189,20200862,2020.07.13,2021.03.29,우 : 06140 서울특별시 강남구 봉은사로30길 68 리치푸드빌딩,법인,110111  -  2435158,214  -  87  -  04377,0,0,0,0,0,0,"25,952,143","4,254,811","21,697,332","13,842,892","160,605","7,155,506","17,511,823","2,769,996","14,741,827","19,570,468","341,812","122,891",6,0,사업 미개시,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"8,800",0,0,0,"5,500","3,300",0,"44,289","53,089","1,980 ",33 ,"19,800 ",2,1
(주)금해코리아,응급실국물떡볶이,"전유경, 김갑순",분식,2016.02.29,2016.03.01,02  -  1661  -  1089,0  -  0  -  0,20150164,2015.02.17,2021.03.29,"우 : 08512 서울특별시 금천구 디지털로9길 32 6층 비-607호 (가산동, 갑을그레이트밸리)",법인,110111  -  5987445,397  -  81  -  00320,0,0,0,0,0,0,"4,771,903","1,947,785","2,824,118","9,331,768","3,382,798","2,730,869","1,839,666","966,419","873,247","3,804,058","973,893","803,147",1,0,2014  -  12  -  13,0,0,0,0,121,0,4,12,59,1,4,0,0  개,보험,"14,000",0,0,0,"5,500","5,500","3,000","39,270","53,270","1,650 ",33 ,"16,500 ",2,1
퍼샵,명품죽,김소현,한식,..,2020.08.10,070  -  7677  -  4847,0504  -  088  -  4847,20210905,2021.03.29,2021.03.29,우 : 21546 인천광역시 남동구 석산로 235 1층 2호,개인,  -  ,772  -  38  -  00734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,예정,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"3,330",0,0,0,"2,500",330,330,"10,200","13,360",500 ,23 ,"3,500 ",2,1
(주)섬김과나눔,더마왕국밥,손석우,한식,2011.06.10,2011.06.14,070  -  4667  -  0852,031  -  741  -  9971,20210906,2021.03.29,2021.03.29,"우 : 16942 경기도 용인시 수지구 광교중앙로 338 비동,520호,521호(상현동,광교우미뉴브지식산업센터)",법인,134511  -  0171857,142  -  81  -  37417,0,0,0,0,0,0,"6,817,364","4,115,511","2,701,853","10,113,624","482,909","415,555","6,542,364","4,256,194","2,286,170","8,727,790","582,652","456,515",2,0,가맹계약 체결 사실이 없습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"4,400",0,0,0,"3,300","1,100","1,100",880,"6,380",0 ,33 ,0 ,2,2
쉐프의연구소,곱창에 걸다,최윤석,한식,..,2015.04.15,070  -  4680  -  5411,0505  -  069  -  1001,20210904,2021.03.29,2021.03.29,우 : 15855 경기도 군포시 봉성로5번안길 11 1층,개인,  -  ,164  -  06  -  00043,0,0,0,"1,247,126",0,0,"180,235","105,658","74,577","1,311,762","71,944","73,861","81,548","23,770","57,778","845,527","31,655","31,944",10,0,가맹계약체결사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"6,600",0,0,0,"5,500","1,100",0,"41,800","48,400","1,980 ",33 ,"19,800 ",2,1
(주)조선현방,분식닷컴,안지선,분식,2017.09.07,2017.09.15,02  -  555  -  0676,070  -  8260  -  0676,20210218,2021.01.26,2021.03.26,우 : 06224 서울특별시 강남구 논현로 404 4층(정안빌딩),법인,150111  -  0240923,537  -  87  -  00783,0,0,0,0,0,0,"21,290","72,649","-51,359","230,882","-66,409","-33,301","21,989","40,046","-18,057","138,823","-34,246","-33,730",3,0,가맹계약 체결사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"7,500",0,0,0,"3,300","2,200","2,000","33,000","40,500","1,650 ",33 ,"16,500 ",2,1
(주)조선현방,조선현방,안지선,한식,2017.09.07,2017.09.15,02  -  555  -  0676,070  -  8260  -  0676,20210217,2021.01.26,2021.03.26,우 : 06224 서울특별시 강남구 논현로 404 4층(정안빌딩),법인,150111  -  0240923,537  -  87  -  00783,0,0,0,0,0,0,"21,290","72,649","-51,359","230,882","-66,409","-33,301","21,989","40,046","-18,057","138,823","-34,246","-33,730",3,0,가맹계약 체결사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"7,500",0,0,0,"3,300","2,200","2,000","33,000","40,500","1,650 ",33 ,"16,500 ",2,1
펑키탭하우스,라거스팟,정태훈,주점,..,2015.03.06,02  -  588  -  4156,0  -  0  -  0,20210363,2021.02.09,2021.03.26,우 : 06621 서울특별시 서초구 강남대로55길 9-7 (서초동 201호),개인,  -  ,214  -  15  -  28372,0,0,0,"199,361",0,0,0,0,0,"353,433",0,0,0,0,0,"295,030",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"16,200",0,0,0,"7,700","5,500","5,500",0,"18,700","1,760 ",33 ,"17,600 ",2,1
(주)커피만컴퍼니,커피온리,김헌영,커피,2016.07.20,2016.08.22,070  -  4288  -  3513,02  -  2261  -  0503,20161207,2016.12.08,2021.03.26,우 : 04555 서울특별시 중구 수표로 20-1 5층(충무로3가),법인,110111  -  6126737,509  -  88  -  00446,0,0,0,0,0,0,"902,809","454,797","448,012","1,902,106","-110,454","-119,376","1,111,584","544,196","567,388","1,830,443","240,656","213,137",1,1,2016  -  09  -  10,0,0,0,0,34,0,25,2,61,0,5,5,0  개,예치제,"13,000",1,0,0,"5,500","5,500","2,000","59,213","72,213","1,430 ",33 ,"14,300 ",2,2
(주)커피나무,커피나무,백지연,커피,2014.11.07,2014.11.13,02  -  1577  -  9173,02  -  821  -  0744,20130100418,2013.05.31,2021.03.26,"우 : 06970 서울특별시 동작구 상도로53길 65 상도동, 커피나무빌딩",법인,110111  -  5558337,108  -  86  -  14200,0,0,0,0,0,0,"8,450,081","6,935,304","1,514,777","5,044,232","470,167","200,160","7,835,599","6,520,982","1,314,617","4,939,844","-502,664","13,239",2,1,2011  -  03  -  20,0,0,0,0,7,0,8,6,4,0,2,4,  개,예치제,"14,000",0,0,0,"5,500","5,500","3,000","88,000","102,000","2,200 ",66 ,"44,000 ",2,1
(주)휴니크,메일빈24,"김영애, 서보라",커피,2016.11.21,2016.11.25,02  -  2633  -  4350,02  -  2633  -  4351,20210886,2021.03.26,2021.03.26,우 : 07299 서울특별시 영등포구 경인로 775 1-701호,법인,110111  -  6238045,148  -  81  -  00465,0,0,0,0,0,0,"1,283,589","421,329","862,260","3,087,859","407,055","437,004","1,009,560","584,304","425,256","2,333,867","164,141","176,311",1,0,2020  -  11  -  17,1,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"5,500",0,0,0,"3,300","2,200",0,"34,100","39,600",110 ,17 ,550 ,3,1
(주)포레스트컴퍼니,세컨디 포레스트,이준석,서양식,2020.12.11,2021.01.01,  -  1668  -  1649,  -    -  ,20210903,2021.03.26,2021.03.26,"우 : 03985 서울특별시 마포구 연희로 11 5층 CS-518호(동교동, 한국특허정보원빌딩)",법인,110111  -  7714391,808  -  86  -  01824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,예정,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"32,500",0,0,0,"22,000","5,500","5,000","84,700","117,200","2,200 ",66 ,"44,000 ",2,1
서가네순대국,권사부 마약칼국수,이영실,한식,..,2013.07.29,031  -  861  -  3385,  -    -  ,..,2021.03.26,우 : 22116 인천광역시 미추홀구 석정로 327 순일빌딩1층,개인,  -  ,121  -  23  -  99610,0,0,0,0,0,0,0,0,0,"501,760",0,0,0,0,0,"269,650",0,0,2,1,2021  -  04  -  15,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"2,200",0,0,0,"1,100","1,100",0,"48,675","50,875","1,650 ",43 ,"21,450 ",2,2
지오코소,뿌기떡볶이,김민겸,분식,..,2018.10.15,070  -  4137  -  6895,  -    -  ,20210928,2021.03.26,2021.03.26,"우 : 02203 서울특별시 중랑구 겸재로54길 51-9 403호(면목동, 스카이빌)",개인,  -  ,158  -  17  -  00985,0,0,0,320,0,0,0,0,0,"1,555",0,0,0,0,0,0,0,0,1,0,가맹계약 체결사실이 없습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"10,400",0,0,0,"6,000","4,400",0,"50,600","61,000","2,200 ",33 ,"22,000 ",2,2
(주)민영푸드,민영활어공장,이민규,한식,2020.06.15,2020.06.15,032  -  1811  -  9147,000  -  000  -  0000,20201445,..,2021.03.25,"우 : 22348 인천광역시 중구 연안부두로33번길 37 12호, 13호(항동7가, 인천종합어시장)",법인,120111  -  1079632,457  -  87  -  01813,"34,338","31,388","2,950","76,779","-7,063","-7,050",0,0,0,0,0,0,0,0,0,0,0,0,1,0,가맹사업 준비중,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,0,0,0,0,0,0,0,0,0,0 ,0 ,0 ,0,0
큐스,큐스,황성운,치킨,..,2015.12.16,02  -  3144  -  2525,02  -  000  -  0000,20161012,2016.10.05,2021.03.25,우 : 04010 서울특별시 마포구 망원로 80 1층 (망원동),개인,  -  ,604  -  16  -  29149,0,0,0,"303,145",0,0,0,0,0,"485,271",0,0,0,0,0,"403,341",0,0,1,0,2017  -  03  -  01,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"37,500",0,0,0,"16,500","11,000","10,000","61,300","98,800","1,320 ",50 ,"19,800 ",2,2
(주)케이푸드홀딩스,용호동낙지,김재익,기타 외식,2016.05.27,2016.05.27,02  -  863  -  4578,0  -  0000  -  0000,20170139,2017.01.20,2021.03.25,"우 : 06159 서울특별시 강남구 삼성로95길 31 5층동(삼성동, 세진빌딩)",법인,110111  -  6074192,456  -  88  -  00346,0,0,0,0,0,0,"5,061,652","3,634,534","1,427,118","15,118,114","436,306","106,079","4,127,563","2,722,381","1,405,182","14,784,288","1,077,099","995,080",2,0,2016  -  11  -  01,0,0,0,0,16,0,12,0,26,0,1,0,  개,예치제,"16,500",0,0,0,"11,000","5,500",0,"130,000","146,500","1,840 ",99 ,"55,200 ",2,1
네오아티잔치킨(주),효도치킨,박현,치킨,2018.01.25,2018.01.30,02  -  518  -  0628,02  -  523  -  0718,20201352,2020.10.13,2021.03.25,우 : 06643 서울특별시 서초구 효령로61길 8 4층(서초동),법인,110111  -  6641727,824  -  87  -  00936,0,0,0,0,0,0,"291,050","403,105","-112,055","622,714","-69,269","-82,350","328,328","358,033","-29,705","430,968","-29,268","-39,704",1,0,가맹계약 체결없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"12,900",0,0,0,"7,700","2,200","3,000","82,300","95,200","3,300 ",50 ,"49,500 ",3,1
세화푸드,달떡볶이,김규호,분식,..,2016.01.01,  -  1666  -  4696,02  -  853  -  2411,20210884,2021.03.25,2021.03.25,"우 : 08390 서울특별시 구로구 디지털로 288 2층 207-R205호(구로동, 대륭포스트타워1차)",개인,  -  ,207  -  78  -  00051,0,0,0,"172,194",0,0,0,0,0,"63,404",0,0,0,0,0,"77,992",0,0,1,0,2017  -  01  -  15,0,0,1,0,0,0,0,0,1,0,0,0,0  개,보험,"7,700",0,0,0,"5,500","2,200",0,"53,350","61,050","3,850 ",33 ,"38,500 ",2,1
(주)국민스타즈,국민통닭,정주연,치킨,2020.10.28,2020.11.09,031  -  858  -  9022,031  -  853  -  9582,20210894,2021.03.25,2021.03.25,우 : 11651 경기도 의정부시 신흥로222번길 5-12 2층,법인,280211  -  0217585,537  -  87  -  01856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020  -  11  -  16,2,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"6,400",0,0,0,"3,300","1,100","2,000","28,050","34,450","1,300 ",33 ,"13,000 ",2,1
진인F&B,만찬분식탁,유경숙,분식,..,2020.06.22,18  -  99  -  1053,00  -  0000  -  0000,20210878,2021.03.25,2021.03.25,우 : 42659 대구광역시 달서구 달구벌대로 1770 2층211호,개인,  -  ,595  -  69  -  00320,0,0,0,"18,296",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,가맹계약 체결 사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"3,000",0,0,0,0,0,"3,000","8,800","11,800",0 ,17 ,0 ,2,1
가마야,이가네곰탕,이건택,한식,..,2019.07.17,010  -  9675  -  0624,  -    -  ,20201767,2020.12.15,2021.03.25,우 : 48507 부산광역시 남구 유엔로215번길 9 .,개인,  -  ,253  -  03  -  01564,0,0,0,"110,227",0,0,0,0,0,"16,421",0,0,0,0,0,0,0,0,1,0,가맹사업 체결사실 없음.,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"5,400",0,0,0,"3,300","1,100","1,000","18,700","24,100","1,100 ",33 ,"11,000 ",2,1
근소집(점빵),근소집,김민근,한식,..,2020.09.04,18  -  11  -  9545,00  -  0000  -  0000,20210879,2021.03.25,2021.03.25,우 : 50901 경상남도 김해시 해반천로144번길 29-34 1층 101호,개인,  -  ,652  -  15  -  01236,0,0,0,"73,958",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,가맹계약 체결 사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"10,500",0,0,0,"3,300","2,200","5,000","93,500","104,000","1,980 ",99 ,"59,400 ",2,1
(주)야푸드,유케야,임창묵,한식,2018.04.19,2018.05.09,02  -  1588  -  8013,00  -  000  -  0000,20180609,2018.07.02,2021.03.25,우 : 11813 경기도 의정부시 오목로205번길 55 211호,법인,135811  -  0339979,783  -  87  -  01139,0,0,0,0,0,0,"80,487","11,868","68,619","470,992","41,778","35,999","42,179","9,559","32,620","113,694","25,903","22,620",3,1,2018  -  03  -  09,0,0,0,0,15,0,1,0,8,0,0,1,0  개,예치제,"15,400",0,0,0,"12,100","3,300",0,"89,100","104,500","1,980 ",99 ,"59,400 ",2,1
다림식품,한끼한죽,양원석,한식,..,2002.06.26,031  -  444  -  9799,031  -  316  -  9799,20190978,2019.09.23,2021.03.25,우 : 15206 경기도 안산시 상록구 안산벌말길 29 1층(장하동),개인,  -  ,123  -  22  -  81462,0,0,0,0,0,0,"216,792","195,179","21,613","1,134,219","74,720","78,613",0,0,0,0,0,0,1,0,2019  -  04  -  18,0,0,0,0,77,0,1,0,0,0,0,0,0  개,예치제,"1,760",0,0,0,"1,430",330,0,"4,950","6,710",0 ,0 ,0 ,2,1
에쏘라인,아라커피,유재승,커피,..,2019.08.30,053  -  211  -  9641,  -    -  ,20210882,2021.03.25,2021.03.25,우 : 42013 대구광역시 수성구 동대구로73길 14 1층,개인,  -  ,388  -  30  -  00829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,가맹사업 개시전입니다.,0,0,0,0,0,0,0,0,0,0,0,0,1  개,예치제,"10,800",0,0,0,"5,500","3,300","2,000","47,850","58,650",15 ,"5,445 ","24,750 ",2,2
(주)호도리컴퍼니,청춘튀겨,박성진,치킨,2021.01.20,2021.01.20,043  -  903  -  5670,043  -  904  -  5671,20210880,2021.03.25,2021.03.25,우 : 28425 충청북도 청주시 흥덕구 진재로 141 15층 1527호,법인,150111  -  0301486,376  -  88  -  01748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,가맹계약 체결 사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"10,700",0,0,0,"5,500","2,200","3,000","91,300","102,000","1,833 ",99 ,"55,000 ",2,1
(주)맥형컴퍼니,잇몸만계,이승현,치킨,2020.11.30,2020.12.31,02  -  1899  -  1029,02  -  2068  -  2236,20210232,2021.01.21,2021.03.25,"우 : 07223 서울특별시 영등포구 양평로 24 5층 501호(당산동6가, 수정빌딩)",법인,110111  -  7700572,197  -  86  -  02102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,  개,0,"11,800",0,0,0,"5,500","3,300","3,300",0,0,0,0 ,0,2,2
(주)아름다운동행,쫄면구역,염동석,기타 외식,2020.07.27,2020.07.27,00  -  000  -  0000,031  -  765  -  0877,20210883,2021.03.25,2021.03.25,우 : 12770 경기도 광주시 목동길34번길 13 2층,법인,134211  -  0236847,757  -  81  -  01934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,가맹계약체결 사실없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"5,400",0,0,0,"3,300","1,100","1,000","49,720","55,120","2,530 ",33 ,"25,300 ",2,1
또먹고싶은피자,또먹고싶은피자,정형우,피자,..,2021.01.30,070  -  123  -  1234,031  -  123  -  1234,20210887,2021.03.25,2021.03.25,우 : 10359 경기도 고양시 일산동구 일산로463번길 48-28 1층 102호,개인,  -  ,720  -  35  -  00974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,가맹계약 체결 사실이 없습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"2,000",0,0,0,0,0,"2,000","27,500","29,500",800 ,33 ,"8,000 ",1,1
(주)런닝테이블,달리는족족,윤태선,한식,2020.12.29,2021.01.01,0  -  1668  -  2942,031  -  9990  -  9020,20210888,2021.03.25,2021.03.25,우 : 10079 경기도 김포시 김포한강1로78번길 32-7 1층 103호,법인,124411  -  0284092,783  -  87  -  02123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,계약체결 사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"13,800",0,0,0,"5,500","3,300","5,000","56,100","69,900","1,650 ",33 ,"16,500 ",2,1
알엠피푸드2000,키친1988,유재열,한식,..,2017.09.26,031  -  637  -  3082,0  -  0  -  0,20210889,2021.03.25,2021.03.25,"우 : 17344 경기도 이천시 증신로291번길 69 301호(송정동, 수림1차아파트상가)",개인,  -  ,376  -  04  -  00884,0,0,0,"207,898",0,0,"28,287",816,"27,471","242,074","7,493","7,493","31,726","5,749","25,977","263,764","15,227","15,227",1,0,가맹계약 체결 사실이 없습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"7,500",0,0,0,"3,300","2,200","2,000","47,850","55,350","1,650 ",50 ,"24,750 ",3,3
청오디피케이(주),도미노피자,오광현,피자,1989.09.29,1989.10.28,02  -  6954  -  3082,02  -  6954  -  3077,20080100159,2008.08.02,2021.03.25,우 : 06229 서울특별시 강남구 언주로 315 (역삼동),법인,110111  -  0652118,220  -  81  -  03371,0,0,0,0,0,0,"207,310,249","61,695,782","145,614,467","204,084,195","11,456,194","12,929,473","217,772,357","85,015,993","132,756,364","212,989,516","20,913,216","14,790,601",1,1,1990  -  10  -  16,0,0,0,0,12,0,2,19,6,0,2,26,0  개,예치제,"42,950",0,0,0,"35,200","2,750","5,000","204,300","247,250","3,600 ",83 ,"90,000 ",3,3
본푸드서비스(주),본우리반상,"임미화, 이진희",한식,1992.04.21,1992.04.21,02  -  736  -  5793,02  -  578  -  1847,20160278,2016.03.24,2021.03.25,우 : 07268 서울특별시 영등포구 선유로 165 7층 본푸드서비스,법인,110111  -  0852536,229  -  81  -  11219,0,0,0,0,0,0,"18,482,368","9,367,243","9,115,125","68,101,833","305,072","106,713","16,574,697","7,556,286","9,018,411","57,116,002","125,921","137,093",2,1,2016  -  02  -  03,0,0,0,0,1,0,1,0,0,0,0,0,0  개,예치제,"18,400",0,0,0,"11,000","4,400","3,000","116,747","135,147","1,650 ",99 ,"49,500 ",1,1
(주)슈퍼리어푸드,빽돈,한광성,한식,2019.01.31,2019.02.11,  -  1544  -  0184,  -    -  ,20210885,2021.03.25,2021.03.25,우 : 06233 서울특별시 강남구 테헤란로8길 22 202-98호 (역삼동),법인,110111  -  7003223,661  -  88  -  01253,0,0,0,0,0,0,"332,615","360,913","-28,298","96,106","-28,610","-28,597",0,0,0,0,0,0,1,0,2021년 예정,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"13,000",0,0,0,"7,700","3,300","2,000","47,800","60,800","1,500 ",66 ,"30,000 ",2,1
(주)티오엘드림,치킨히어로,조정래,치킨,..,2018.02.19,02  -  446  -  5606,02  -  446  -  5607,20120100268,2012.06.14,2021.03.25,"우 : 04969 서울특별시 광진구 아차산로78길 170 203호(광장동,한강빌딩)",개인,  -  ,321  -  32  -  00456,0,0,0,0,0,0,0,0,0,"235,633",0,0,0,0,0,"229,431",0,0,1,0,2011  -  10  -  20,0,0,0,0,0,0,4,2,1,0,3,6,0  개,예치제,"5,450",0,0,0,"3,300","1,650",500,"46,750","52,200","1,430 ",50 ,"21,450 ",2,1
(주)풀마니,Fullmani(풀마니),박창현,기타 외식,2020.12.03,2021.01.04,055  -  1877  -  1580,00  -  0000  -  0000,20210881,2021.03.25,2021.03.25,우 : 50955 경상남도 김해시 함박로11번길 37 .,법인,180111  -  1328318,854  -  88  -  01777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,가맹계약 체결 사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"7,500",0,0,0,"3,300","2,200","2,000","49,170","56,670","1,650 ",50 ,"24,750 ",2,1
(주)강푸드,강순자옛맛김치찌개,이근수,기타 외식,2020.12.28,2021.01.06,032  -  566  -  2279,  -    -  ,20161169,2016.12.02,2021.03.25,우 : 22648 인천광역시 서구 소담로58번길 21 (금곡동),개인,120111  -  1119800,149  -  88  -  01826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2017  -  01  -  04,0,0,0,0,0,0,0,0,0,0,0,0,  개,예치제,"10,800",0,0,0,"5,500","3,300","2,000","36,000","46,800",0,0 ,0,2,2
(주)신세계푸드,오슬로(o'slo),김운아,아이스크림/빙수,1979.10.11,1995.07.01,02  -  3397  -  6000,02  -  3397  -  6199,20160877,2016.09.08,2021.03.25,"우 : 04782 서울특별시 성동구 성수일로 56 4-7층(성수동2가, 백영성수빌딩)",법인,110111  -  0305288,215  -  81  -  47377,0,0,0,0,0,0,"723,899,527","407,800,552","316,098,975","1,305,874,665","23,368,286","3,410,748","617,578,691","299,068,924","318,509,767","1,263,684,652","28,045,554","7,301,940",3,4,2016  -  12  -  22,0,0,0,0,2,0,2,0,4,0,0,0,0  개,보험,"12,700",0,0,0,"5,500","2,200","5,000","119,031","131,731","6,286 ",23 ,"44,000 ",3,1
(주)고기촌유통,봉차돌싸롱,최진봉,기타 외식,2015.03.02,2015.03.16,032  -  578  -  4441,032  -  661  -  4442,20210874,2021.03.25,2021.03.25,우 : 22824 인천광역시 서구 백범로630번길 16 404호(가좌타워지식산업센터),법인,110111  -  5654086,662  -  81  -  00049,"1,349,237","72,772","1,276,465","16,093,875","244,136","218,922","1,195,796","62,253","1,133,543","20,480,025","354,216","302,354","934,956","103,768","831,188","22,393,745","368,985","301,463",1,0,가맹계약을 체결한 사실이 없습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"10,700",0,0,0,"5,500","2,200","2,200","117,700","127,600","2,383 ",99 ,"71,500 ",2,2
찬란한아구,찬란한아구,김주영,한식,..,2017.12.12,031  -  852  -  5905,0  -  0  -  0,20210870,2021.03.24,2021.03.24,우 : 11813 경기도 의정부시 송현로82번길 70 1층 (민락동),개인,  -  ,426  -  24  -  00611,0,0,0,"483,022",0,0,"16,877","6,498","10,379","367,506","38,817","41,850","10,013",0,"10,013","226,155","38,013","38,013",1,0,예정,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"6,500",0,0,0,"2,200","3,300","1,000","44,770","51,270","2,750 ",33 ,"27,500 ",2,1
망고홀릭체인본부,망고홀릭,정경용,아이스크림/빙수,..,2018.03.19,00  -  1522  -  9920,053  -  957  -  9199,20180324,2018.04.04,2021.03.24,우 : 42145 대구광역시 수성구 희망로 182 2층(황금동),개인,  -  ,303  -  16  -  16912,0,0,0,"232,326",0,0,0,0,0,"424,008",0,0,0,0,0,0,0,0,1,0,가맹계약체결사실없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"35,800",0,0,0,"28,600","2,200","5,000","141,570","177,370","2,750 ",116 ,"96,250 ",2,2
