상호,영업표지,대표자,업종,법인설립등기일,사업자등록일,대표번호,대표팩스 번호,등록번호,최초등록일,최종등록일,주소,사업자유형,법인등록번호,사업자등록번호,2020년 자산,2020년 부채,2020년 자본,2020년 매출액,2020년 영업이익,2020년 당기순이익,2019년 자산,2019년 부채,2019년 자본,2019년 매출액,2019년 영업이익,2019년 당기순이익,2018년 자산,2018년 부채,2018년 자본,2018년 매출액,2018년 영업이익,2018년 당기순이익,브랜드 수,가맹사업 계열사 수,가맹사업 개시일,2020년 신규개점,2020년 계약종료,2020년 계약해지,2020년 명의변경,2019년 신규개점,2019년 계약종료,2019년 계약해지,2019년 명의변경,2018년 신규개점,2018년 계약종료,2018년 계약해지,2018년 명의변경,"가맹지역본부(지사,지역총판)수",형태,예치 가맹금,공정거래위원회의 시정조치,민사소송 패소 및 민사상 화해,형의 선고,가입비(가맹비),교육비,보증금,기타비용,합계,단위면적(3.3㎡)당 인테리어 비용,기준점포면적(㎡),인테리어 비용,최초 계약기간,연장 계약기간
꼬꼬뽀끼,꼬꼬뽀끼,이지혜,치킨,..,2020.10.13,  -  2522  -  6980,0504  -  245  -  9333,20201534,2020.11.16,2021.03.11,우 : 37585 경상북도 포항시 북구 새천년대로1259번길 9-1 301호,개인,  -  ,412  -  08  -  31357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020  -  11  -  20,3,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"11,800",0,0,0,"5,500","3,300","3,000","44,000","55,800","2,200 ",33 ,"22,000 ",2,1
(주)제이제이푸드시스템,에그바른,장상욱,패스트푸드,2011.11.24,2011.12.05,043  -  292  -  3570,043  -  292  -  3569,20210684,2021.03.11,2021.03.11,우 : 28182 충청북도 청주시 서원구 남이면 저산척북로 636-36 .,법인,150111  -  0154108,317  -  81  -  26402,0,0,0,"3,872,867",0,0,"1,328,837","901,626","427,211","768,585","728,348","728,348","1,732,417","1,096,099","636,318","4,722,273","156,936","128,590",2,0,가맹계약 체결사실이 없습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"12,700",0,0,0,"5,500","2,200","5,000","42,900","55,600","2,200 ",26 ,"17,600 ",3,3
이동유통(주),막전막후,이종미,주점,2020.01.16,2020.01.16,02  -  2038  -  8813,02  -  6902  -  0260,20210728,2021.03.11,2021.03.11,우 : 06075 서울특별시 강남구 영동대로 738 비1호,법인,110111  -  7359618,523  -  81  -  01739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,가맹계약을 체결한 사실이 없습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"9,700",0,0,0,"5,500","2,200","2,000","88,000","97,700","1,870 ",99 ,"56,100 ",2,1
SMS푸드,손장금닭발,손석하,치킨,..,2018.03.27,070  -  0000  -  0000,0000  -  0000  -  0000,20210685,2021.03.11,2021.03.11,우 : 38602 경상북도 경산시 삼성현로91길 9 1006동 1503호,개인,  -  ,771  -  19  -  00666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,가맹계약 체결사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"8,700",1,0,0,"5,500","2,200","1,000","59,400","68,100","1,650 ",66 ,"33,000 ",2,2
현대옥프랜차이즈,현대옥,오상현,한식,..,2009.04.27,063  -  228  -  5577,063  -  228  -  5530,20090400025,2009.07.24,2021.03.11,우 : 54974 전라북도 전주시 완산구 효자로 285 3층 (중화산동2가),개인,  -  ,402  -  20  -  39975,0,0,0,0,0,0,"3,290,671","2,167,503","1,123,168","11,109,796","2,934,789","1,799,234","3,576,948","2,387,014","1,189,934","10,699,842","2,656,196","2,539,845",1,0,2009  -  04  -  28,0,0,0,0,5,0,10,13,2,0,5,7,0  개,보험,"40,690",0,0,0,"27,390","3,300","10,000","76,315","117,005","1,320 ",83 ,"33,000 ",2,1
(주)에스앤에스천하,천하대창군,이성민,한식,2020.08.25,2020.09.01,070  -  4610  -  0246,053  -  791  -  4950,20210687,2021.03.11,2021.03.11,우 : 42125 대구광역시 수성구 수성로 354 4층 402호,법인,170111  -  0784795,267  -  87  -  01864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2020  -  06  -  26,5,0,1,0,0,0,0,0,0,0,0,0,0  개,예치제,"21,500",0,0,0,"11,000","5,500","5,000","62,100","83,600","1,750 ",99 ,"52,500 ",3,2
우수한형제들,하세종 왕의 비빔밥 골동반,하세종,한식,..,2019.01.11,031  -  213  -  5993,031  -  211  -  5994,20210198,2021.01.25,2021.03.11,우 : 16525 경기도 수원시 영통구 매봉로35번길 24-14 (매탄동),개인,  -  ,515  -  68  -  00201,0,0,0,0,0,0,"216,792","195,179","21,613","1,134,219","74,720","78,613","16,630","19,038","-2,408","716,136","39,245","46,633",3,0,가맹계약 체결사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"1,760",0,0,0,"1,430",330,0,"1,650","3,410",0 ,0 ,0 ,1,1
(주)굳랜딩,희치킨,서희명,치킨,2021.01.05,2021.01.11,053  -  631  -  0316,00  -  0000  -  0000,20201569,2020.11.20,2021.03.11,우 : 42786 대구광역시 달서구 월곡로51길 31 1층(상인동),법인,170111  -  0802026,129  -  88  -  01875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,가맹계약 체결 사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"10,800",0,0,0,"5,500","3,300","2,000","44,000","54,800","1,650 ",33 ,"16,500 ",2,1
바음푸드,배달의쌀국수,안준모,기타 외국식,..,2018.01.01,  -  1670  -  4140,0504  -  848  -  0158,20210696,2021.03.11,2021.03.11,우 : 14987 경기도 시흥시 조남길 105 바음푸드,개인,  -  ,133  -  20  -  62226,0,0,0,0,0,0,"351,506","151,097","200,409","2,388,399","260,089","260,494","36,807","27,679","9,128","1,056,327","54,113","55,679",2,0,2018  -  02  -  01,15,0,16,6,26,0,1,2,54,0,0,0,0  개,예치제,"10,800",0,0,0,"5,500","3,300","2,000","21,450","32,250","1,650 ",23 ,"11,550 ",2,1
바음푸드,도우라이크피자,안준모,피자,..,2018.01.01,  -  1670  -  4140,0504  -  848  -  0158,20210695,2021.03.11,2021.03.11,우 : 14987 경기도 시흥시 조남길 105 바음푸드,개인,  -  ,133  -  20  -  62226,0,0,0,0,0,0,"351,506","200,409","151,097","2,388,399","260,089","260,494","36,807","9,128","27,679","1,056,327","54,113","55,679",2,0,정보공개서 등록 후 가맹사업 예정,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"10,800",0,0,0,"5,500","3,300","2,000","36,300","47,100",733 ,50 ,"11,000 ",2,1
엔에스푸드,마약낙곱새,"김근식, 조나래",한식,..,2021.01.05,031  -  296  -  7707,  -    -  ,20210694,2021.03.11,2021.03.11,우 : 16704 경기도 수원시 영통구 반달로7번길 40 4층409호,개인,  -  ,735  -  40  -  00704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,가맹사업 개시전입니다.,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"11,000",0,0,0,"6,600","4,400",0,"4,400","15,400",0 ,0 ,0 ,2,2
(주)올림엔터프라이즈,오늘도후라이드,안지수,치킨,2020.12.22,2021.01.01,0  -  1600  -  8350,00  -  0000  -  0000,20200751,2020.06.19,2021.03.11,우 : 42138 대구광역시 수성구 들안로52길 1 (수성동 3가),법인,170111  -  0800096,676  -  86  -  01950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2020  -  08  -  05,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"8,800",0,0,0,"5,500","3,300",0,"33,000","41,800","1,500 ",33 ,"15,000 ",2,1
(주)올림엔터프라이즈,엉망진창 떡볶이,안지수,분식,2020.12.22,2021.01.01,02  -  1600  -  8350,000  -  0000  -  0000,20191433,2019.12.27,2021.03.11,우 : 42138 대구광역시 수성구 들안로52길 1 (주)올림엔터프라이즈,법인,170111  -  0800096,676  -  86  -  01950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,당사는 현재 가맹계약을 체결한 가맹점이 없습니다,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"8,800",0,0,0,"5,500","3,300",0,"33,000","41,800","1,500 ",33 ,"15,000 ",2,1
(주)올림엔터프라이즈,보람치킨,안지수,치킨,2020.12.22,2021.01.01,16  -  00  -  8350,00  -  0000  -  0000,20201080,2020.08.27,2021.03.11,우 : 42138 대구광역시 수성구 들안로52길 1 (수성동 3가),법인,170111  -  0800096,676  -  86  -  01950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2020  -  07  -  16,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"8,800",0,0,0,"5,500","3,300",0,"33,000","41,800","1,500 ",33 ,"15,000 ",2,1
(주)올림엔터프라이즈,안국밥,안지수,한식,2020.12.22,2021.01.01,02  -  1600  -  8350,000  -  000  -  0000,20191434,2019.12.27,2021.03.11,우 : 42138 대구광역시 수성구 들안로52길 1 (수성동 3가),법인,170111  -  0800096,676  -  86  -  01950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2020  -  05  -  01,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"8,800",0,0,0,"5,500","3,300",0,"52,500","61,300","1,500 ",66 ,"30,000 ",2,1
(주)올림엔터프라이즈,마선생마약국밥,안지수,한식,2020.12.22,2021.01.01,02  -  1600  -  8350,000  -  000  -  000,20191432,2019.12.27,2021.03.11,우 : 42138 대구광역시 수성구 들안로52길 1 (수성동3가),법인,170111  -  0800096,676  -  86  -  01950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2019  -  06  -  01,0,0,0,0,2,0,0,0,0,0,0,0,0  개,예치제,"8,800",0,0,0,"5,500","3,300",0,"39,000","47,800","1,500 ",66 ,"30,000 ",2,2
(주)올림엔터프라이즈,기센국밥,안지수,치킨,2020.12.22,2021.01.01,16  -  00  -  8350,00  -  0000  -  0000,20201791,2020.12.16,2021.03.11,우 : 42138 대구광역시 수성구 들안로52길 1 (수성동 3가),법인,170111  -  080096,676  -  86  -  01950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2020  -  05  -  01,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"8,800",0,0,0,"5,500","3,300",0,"53,000","61,800","1,500 ",66 ,"30,000 ",2,1
금손프랜차이즈,큰바우국밥,석상윤,한식,..,2020.10.13,053  -  982  -  4743,00  -  0000  -  0000,20201718,2020.12.10,2021.03.11,우 : 41543 대구광역시 북구 산격로1길 48 1층,개인,  -  ,223  -  07  -  52075,0,0,0,0,0,0,0,0,0,"105,561",0,0,0,0,0,0,0,0,1,0,가맹계약 체결 사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"3,300",0,0,0,"1,100","2,200",0,"44,000","47,300","1,760 ",33 ,"17,600 ",2,1
새우공장(S.I),새우공장(S.I),박태준,기타 외식,..,2020.12.05,  -  0  -  0,  -  0  -  0,20210693,2021.03.11,2021.03.11,우 : 15831 경기도 군포시 당산로 121 1층 5호,개인,  -  ,553  -  03  -  01843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,가맹사업 개시전입니다.,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"10,800",0,0,0,"5,500","3,300","2,000","26,400","37,200","1,100 ",33 ,"11,000 ",2,2
회장님댁,회장님댁,김기문,주점,..,2016.08.05,0  -  1800  -  4897,  -    -  ,20191153,2019.11.07,2021.03.11,우 : 51004 경상남도 김해시 번화1로56번길 19-1 4층 405호(대청동),개인,  -  ,131  -  57  -  00104,0,0,0,0,0,0,0,0,0,"751,753",0,0,0,0,0,0,0,0,1,0,2019  -  11  -  01,0,0,0,0,5,0,0,0,0,0,0,0,0  개,예치제,"11,000",0,0,0,"5,500","5,500",0,"123,475","134,475","2,200 ",132 ,"88,000 ",2,1
(주)쿵푸티코리아,KUNGFU TEA(쿵푸티),고은아,음료 (커피 외),2019.05.27,2019.05.27,061  -  686  -  0034,061  -  685  -  4776,20191272,2019.11.28,2021.03.11,우 : 59673 전라남도 여수시 도원로 265-1 2층,법인,211111  -  0058091,342  -  87  -  01262,0,0,0,0,0,0,"8,317","8,546",-229,0,"-50,814","-50,229",0,0,0,0,0,0,1,0,2019  -  11  -  04,0,0,0,0,1,0,0,0,0,0,0,0,0  개,보험,"11,800",0,0,0,"5,500","3,300","3,000","84,700","96,500","2,200 ",50 ,"33,000 ",3,3
(주)피쉐프코리아,쟈빠따,박기태,제과제빵,2015.12.15,2015.12.15,15  -  77  -  6786,053  -  256  -  0102,20160998,2016.10.04,2021.03.11,우 : 41921 대구광역시 중구 북성로4길 43 -,법인,170111  -  0588410,454  -  87  -  00299,0,0,0,0,0,0,"4,098,643","3,016,922","1,081,721","6,797,139","-566,280","-354,636","4,068,774","2,959,948","1,108,826","8,523,108","223,464","148,336",4,0,2016  -  01  -  25,0,0,0,0,3,0,0,0,1,0,0,0,0  개,예치제,"18,500",0,0,0,"11,000","5,500","2,000","71,500","90,000","2,200 ",50 ,"33,000 ",3,3
청솔로9가맹본부,오티타,김태우,커피,..,2019.06.24,053  -  1666  -  8663,053  -  7543  -  6466,20210691,2021.03.11,2021.03.11,우 : 42161 대구광역시 수성구 들안로13길 75 2층,개인,  -  ,474  -  09  -  01090,0,0,0,"256,865",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,가맹계약 체결 사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"7,500",0,0,0,"2,200","3,300","2,000","44,451","51,951","2,200 ",33 ,"22,000 ",1,1
(주)한울김치도가,김치도가,백창기,한식,2018.12.20,2018.12.24,02  -  1899  -  0443,042  -  931  -  3886,20190155,2019.02.15,2021.03.11,우 : 34334 대전광역시 대덕구 덕암로 144 (상서동),법인,160111  -  0502751,819  -  87  -  01253,0,0,0,0,0,0,"448,122","460,945","-12,823","172,116","-42,903","-42,732","29,910",0,"29,910",0,-100,-90,1,0,2019  -  03  -  01,0,0,0,0,8,0,0,1,0,0,0,0,0  개,예치제,"10,800",0,0,0,"5,500","3,300","2,000","77,935","88,735","1,338 ",99 ,"40,150 ",2,1
(주)에이치푸드,김삿갓찜닭,김현정 권혜진,한식,2021.01.26,2021.01.26,031  -  718  -  0111,00  -  000  -  0000,20210664,2021.03.10,2021.03.10,우 : 12989 경기도 하남시 초광로108번길 5 2층,법인,135711  -  0169500,494  -  86  -  02319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,가맹사업 개시전입니다.,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"4,400",0,0,0,"3,300","1,100",0,"26,800","31,200","1,430 ",33 ,"14,300 ",1,1
(주)에이치푸드,찜질방떡볶이,김현정 권혜진,분식,2021.01.26,2021.01.26,031  -  718  -  0111,00  -  000  -  0000,20210663,2021.03.10,2021.03.10,우 : 12989 경기도 하남시 초광로108번길 5 2층,법인,135711  -  0169500,494  -  86  -  02319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,가맹사업 개시전입니다.,0,0,0,0,0,0,0,0,0,0,0,0,1  개,예치제,"4,400",0,0,0,"3,300","1,100",0,"26,800","31,200","1,430 ",33 ,"14,300 ",1,1
일품향,일품향,최동우,중식,..,2016.11.01,02  -  1577  -  5231,02  -  2057  -  8252,20171230,2017.10.27,2021.03.10,우 : 06265 서울특별시 강남구 남부순환로351길 40-1 2층 10호(도곡동),개인,  -  ,149  -  30  -  00281,0,0,0,"3,500",0,0,0,0,0,"3,545",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"7,600",0,0,0,"5,500","1,100","1,000","99,000","106,600","1,980 ",99 ,"59,400 ",2,1
(주)더박스,하루일과,이성재,주점,2007.11.29,2007.12.03,02  -  405  -  4369,02  -  405  -  4302,20210657,2021.03.10,2021.03.10,우 : 17384 경기도 이천시 마장면 서이천로 383 1층,법인,131211  -  0024815,126  -  86  -  07779,0,0,0,0,0,0,"2,620,419","2,705,934","-85,515","2,236,709","-263,262","-296,450","3,372,519","3,161,585","210,934","2,747,155","-128,003","-247,635",1,0,가맹계약을 체결한 사실이 없습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"19,600",0,0,0,"12,100","5,500","2,000","151,760","171,360","1,980 ",99 ,"59,400 ",2,1
(주)커먼룸,OSOA(오소아),정종훈,커피,2020.12.03,2021.01.03,051  -  231  -  1200,051  -  231  -  1201,20210662,2021.03.10,2021.03.10,우 : 47295 부산광역시 부산진구 중앙대로 694 107호,법인,180111  -  1328467,760  -  87  -  02305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,가맹계약 체결 사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"10,800",0,0,0,"5,500","3,300","2,000","86,900","97,700","2,420 ",50 ,"36,300 ",3,1
우수한형제들,나는 밥조폭이다,하세종,한식,..,2019.01.11,031  -  213  -  5993,031  -  211  -  5994,20190261,2019.03.13,2021.03.10,우 : 16525 경기도 수원시 영통구 매봉로35번길 24-14 (매탄동),개인,  -  ,515  -  68  -  00201,0,0,0,0,0,0,"216,792","195,179","21,613","1,134,219","74,720","78,613","16,630","19,038","-2,408","716,136","39,245","46,633",3,0,2019  -  04  -  18,0,0,0,0,45,0,8,4,0,0,0,0,0  개,해당없음,"4,950",0,0,0,"1,650","3,300","3,000","36,300","44,250","1,320 ",33 ,"13,200 ",2,1
(주)공영식품,신기소,김재소,일식,1988.12.15,1989.05.12,031  -  638  -  9025,031  -  638  -  9026,20080100161,2008.08.02,2021.03.10,우 : 17306 경기도 이천시 서이천로853번길 346-157,법인,110111  -  0600894,120  -  81  -  03751,0,0,0,0,0,0,"7,313,604","3,344,105","3,969,499","12,862,937","303,059","209,750","7,178,780","3,473,306","3,705,474","13,721,815","491,993","264,946",4,0,1999  -  10  -  01,0,0,0,0,4,1,1,3,2,0,3,1,1  개,보험,"26,500",0,0,0,"11,000","5,500","10,000","104,500","131,000","1,980 ",99 ,"59,400 ",3,1
(주)공영식품,소노야,김재소,일식,1988.12.15,1989.05.12,031  -  638  -  9025,031  -  638  -  9026,20090100341,2009.07.22,2021.03.10,우 : 17306 경기도 이천시 서이천로853번길 346-157 (고척리),법인,110111  -  0600894,120  -  81  -  03751,0,0,0,0,0,0,"7,313,604","3,344,105","3,969,499","12,862,937","303,059","209,750","7,178,780","3,473,306","3,705,474","13,721,815","491,993","264,946",4,0,2009  -  02  -  01,0,0,0,0,2,1,1,5,2,3,3,0,1  개,보험,"16,000",0,0,0,"7,700","3,300","5,000","55,550","71,550","1,870 ",50 ,"28,050 ",3,1
(주)공영식품,멘타로,김재소,일식,1988.12.15,1989.05.12,031  -  638  -  9025,031  -  638  -  1399,20100100158,2010.04.05,2021.03.10,우 : 17306 경기도 이천시 신둔면 서이천로853번길 346-157 (고척리),법인,110111  -  0600894,120  -  81  -  03751,0,0,0,0,0,0,"7,313,604","3,344,105","3,969,499","12,862,937","303,059","209,750","7,178,780","3,473,306","3,705,474","13,721,815","491,993","264,946",4,0,2010  -  03  -  02,0,0,0,0,0,0,1,0,0,1,0,0,1  개,보험,"26,500",0,0,0,"11,000","5,500","10,000","104,500","131,000","1,980 ",99 ,"59,400 ",3,1
(주)공영식품,기소야,김재소,일식,1988.12.15,1989.05.12,031  -  638  -  9025,031  -  638  -  9026,20080100162,2008.08.02,2021.03.10,우 : 17306 경기도 이천시 서이천로853번길 346-157 (고척리),법인,110111  -  0600894,120  -  81  -  03751,0,0,0,0,0,0,"7,313,604","3,344,105","3,969,499","12,862,937","303,059","209,750","7,178,780","3,473,306","3,705,474","13,721,815","491,993","264,946",4,0,1989  -  12  -  15,0,0,0,0,3,6,2,2,3,3,7,2,1  개,보험,"26,500",0,0,0,"11,000","5,500","10,000","141,900","168,400","2,200 ",132 ,"88,000 ",3,1
(주)초장집,초장집,김성호,일식,2019.04.04,2019.04.04,00  -  1588  -  4973,031  -  410  -  7784,20201168,2020.09.14,2021.03.10,우 : 15288 경기도 안산시 상록구 예술광장로 13 초장집,법인,131411  -  0431347,170  -  86  -  01485,0,0,0,0,0,0,"581,656","833,521","-251,865","973,270","-281,509","-281,864",0,0,0,0,0,0,1,0,가맹계약사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"19,300",0,0,0,"5,500","8,800","5,000","164,400","183,700","3,850 ",99 ,"115,500 ",2,2
쉐프의연구소,스테이크존,최윤석,서양식,..,2015.04.15,070  -  4680  -  5411,0505  -  069  -  1001,20180936,2018.09.12,2021.03.10,우 : 15855 경기도 군포시 봉성로5번안길 11 1층(당동),개인,  -  ,164  -  06  -  00043,0,0,0,0,0,0,"180,235","105,658","74,577","1,311,762","71,944","73,861","81,548","23,770","57,778","845,527","31,655","31,944",9,0,2018  -  08  -  09,0,0,0,0,19,0,2,0,6,0,0,0,0  개,보험,"6,600",0,0,0,"5,500","1,100",0,"41,800","48,400","1,980 ",33 ,"19,800 ",2,1
쉐프의연구소,텐미탕수육,최윤석,중식,..,2015.04.15,070  -  4680  -  5411,0505  -  069  -  1001,20191294,2019.12.03,2021.03.10,우 : 15855 경기도 군포시 봉성로5번안길 11 1층,개인,  -  ,164  -  06  -  00043,0,0,0,0,0,0,"180,235","105,658","74,577","1,311,762","71,944","73,861","81,548","23,770","57,778","845,527","31,655","31,944",9,0,2019  -  11  -  01,0,0,0,0,14,0,0,0,0,0,0,0,0  개,해당없음,"6,600",0,0,0,"5,500","1,100",0,"41,800","48,400","1,980 ",33 ,"19,800 ",1,1
쉐프의연구소,인생대박집쪽갈비,최윤석,한식,..,2015.04.15,070  -  4680  -  5411,0505  -  069  -  1001,20180934,2018.09.12,2021.03.10,우 : 15855 경기도 군포시 봉성로5번안길 11 1층,개인,  -  ,164  -  06  -  00043,0,0,0,0,0,0,"180,235","105,658","74,577","1,311,762","71,944","73,861","81,548","23,770","57,778","845,527","31,655","31,944",9,0,2018  -  08  -  09,0,0,0,0,17,0,10,0,15,0,0,0,0  개,보험,"6,600",0,0,0,"5,500","1,100",0,"41,800","48,400","1,980 ",33 ,"19,800 ",2,1
쉐프의연구소,찰스탕수육,최윤석,중식,..,2015.04.15,070  -  4680  -  5411,0505  -  069  -  1001,20180935,2018.09.12,2021.03.10,우 : 15855 경기도 군포시 봉성로5번안길 11 1층,개인,  -  ,164  -  06  -  00043,0,0,0,0,0,0,"180,235","105,658","74,577","1,311,762","71,944","73,861","81,548","23,770","57,778","845,527","31,655","31,944",9,0,2018  -  08  -  09,0,0,0,0,2,0,2,0,7,0,0,0,0  개,보험,"6,600",0,0,0,"5,500","1,100",0,"41,800","48,400","1,980 ",33 ,"19,800 ",1,1
쉐프의연구소,최쉐프의동파육,최윤석,중식,..,2015.04.15,070  -  4680  -  5411,0505  -  069  -  1001,20180939,2018.09.12,2021.03.10,우 : 15855 경기도 군포시 봉성로5번안길 11 1층,개인,  -  ,164  -  06  -  00043,0,0,0,0,0,0,"180,235","105,658","74,577","1,311,762","71,944","73,861","81,548","23,770","57,778","845,527","31,655","31,944",9,0,2018  -  08  -  09,0,0,0,0,13,0,15,0,18,0,0,0,0  개,보험,"6,600",0,0,0,"5,500","1,100",0,"41,800","48,400","1,980 ",33 ,"19,800 ",1,1
쉐프의연구소,무한생쪽갈비찜,최윤석,한식,..,2015.04.15,070  -  4680  -  5411,0505  -  069  -  1001,20180933,2018.09.12,2021.03.10,우 : 15855 경기도 군포시 봉성로5번안길 11 1층,개인,  -  ,164  -  06  -  00043,0,0,0,0,0,0,"180,235","105,658","74,577","1,311,762","71,944","73,861","81,548","23,770","57,778","845,527","31,655","31,944",9,0,2018  -  03  -  21,0,0,0,0,1,1,2,0,10,0,0,0,0  개,보험,"6,600",0,0,0,"5,500","1,100",0,"41,800","48,400","1,980 ",33 ,"19,800 ",1,1
쉐프의연구소,뚱보아구찜&해물탕,최윤석,한식,..,2015.04.15,070  -  4680  -  5411,0505  -  069  -  1001,20201653,2020.12.02,2021.03.10,우 : 15855 경기도 군포시 봉성로5번안길 11 1층,개인,  -  ,164  -  06  -  00043,0,0,0,0,0,0,"180,235","105,658","74,577","1,311,762","71,944","73,861","81,548","23,770","57,778","845,527","31,655","31,944",9,0,가맹체결사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"6,600",0,0,0,"5,500","1,100",0,"41,800","48,400","1,980 ",33 ,"19,800 ",2,1
쉐프의연구소,면뽑는라멘,최윤석,일식,..,2015.04.15,070  -  4680  -  5411,0505  -  069  -  1001,20201654,2020.12.02,2021.03.10,우 : 15855 경기도 군포시 봉성로5번안길 11 1층,개인,  -  ,164  -  06  -  00043,0,0,0,0,0,0,"180,235","105,658","74,577","1,311,762","71,944","73,861","81,548","23,770","57,778","845,527","31,655","31,944",9,0,가맹계약 체결사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"6,600",0,0,0,"5,500","1,100",0,"41,800","48,400","1,980 ",33 ,"19,800 ",2,1
쉐프의연구소,대국,최윤석,한식,..,2015.04.15,070  -  4680  -  5411,0505  -  069  -  1001,20201655,2020.12.02,2021.03.10,우 : 15855 경기도 군포시 봉성로5번안길 11 1층,개인,  -  ,164  -  06  -  00043,0,0,0,0,0,0,"180,235","105,658","74,577","1,311,762","71,944","73,861","81,548","23,770","57,778","845,527","31,655","31,944",9,0,가맹계약체결사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"6,600",0,0,0,"5,500","1,100",0,"41,800","48,400","1,980 ",33 ,"19,800 ",2,1
(주)별에프앤비,나는자연닭이다,김기혁,치킨,2020.11.17,2020.11.20,0  -  1588  -  0233,031  -  573  -  5705,20210674,2021.03.10,2021.03.10,우 : 12070 경기도 남양주시 진접읍 경복대로바람골길 42-100 202호,법인,284111  -  0245336,666  -  88  -  01879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,가맹계약 체결 사실이 없습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"5,400",0,0,0,"3,300","1,100","1,000","31,350","36,750","1,540 ",33 ,"15,400 ",2,1
공일토스트,공일 토스트,배혜연,패스트푸드,..,2016.03.01,031  -  8003  -  6242,0  -  0  -  0,20210670,2021.03.10,2021.03.10,"우 : 18429 경기도 화성시 10용사로 349-5 103호(능동, 스타타워)",개인,  -  ,338  -  10  -  00296,0,0,0,0,0,0,"20,604","1,377","19,227","160,289","40,095","42,264",0,0,0,"141,685",0,0,1,0,가맹계약 체결 사실이 없습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"5,500",0,0,0,"2,200","3,300",0,"41,800","47,300","1,650 ",33 ,"16,500 ",2,1
원투나인푸드,식스밀,주재홍,기타 외식,..,2021.01.01,0  -  0  -  0,0  -  0  -  0,20210675,2021.03.10,2021.03.10,우 : 10904 경기도 파주시 미래로310번길 56-72 202호,개인,  -  ,171  -  01  -  02103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,가맹계약 체결 사실이 없습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"10,800",0,0,0,"5,500","3,300","2,000","5,500","16,300",0 ,0 ,0 ,2,2
