상호,영업표지,대표자,업종,법인설립등기일,사업자등록일,대표번호,대표팩스 번호,등록번호,최초등록일,최종등록일,주소,사업자유형,법인등록번호,사업자등록번호,2019년 자산,2019년 부채,2019년 자본,2019년 매출액,2019년 영업이익,2019년 당기순이익,2018년 자산,2018년 부채,2018년 자본,2018년 매출액,2018년 영업이익,2018년 당기순이익,2017년 자산,2017년 부채,2017년 자본,2017년 매출액,2017년 영업이익,2017년 당기순이익,브랜드 수,가맹사업 계열사 수,가맹사업 개시일,2019년 신규개점,2019년 계약종료,2019년 계약해지,2019년 명의변경,2018년 신규개점,2018년 계약종료,2018년 계약해지,2018년 명의변경,2017년 신규개점,2017년 계약종료,2017년 계약해지,2017년 명의변경,"가맹지역본부(지사,지역총판)수",형태,예치 가맹금,공정거래위원회의 시정조치,민사소송 패소 및 민사상 화해,형의 선고,가입비(가맹비),교육비,보증금,기타비용,합계,단위면적(3.3㎡)당 인테리어 비용,기준점포면적(㎡),인테리어 비용,최초 계약기간,연장 계약기간
(주)바이올푸드글로벌,유가네닭갈비,권지훈,한식,2014.11.26,2014.11.26,02  -  3288  -  9922,02  -  3288  -  8818,20130452,2013.12.10,2021.01.28,"우 : 08504 서울특별시 금천구 서부샛길 606 제12층 제비1204호, 1205호, 1206호, 1207호",법인,110111  -  5574135,119  -  87  -  03184,"4,730,537","4,151,411","579,126","29,020,821","14,710","568,005","4,273,633","4,262,562","11,071","24,164,012","-138,712","169,196","3,625,255","3,783,331","-158,076","22,004,169","-477,677","-314,680",2,0,2002  -  05  -  15,48,0,5,19,28,0,10,8,15,0,21,8,0  개,예치제,"11,000",0,0,0,"7,700","3,300","3,000","80,850","94,850","1,485 ",99 ,"44,550 ",3,1
어판왕어업회사법인㈜,어사출또,김규정,기타 외식,2016.12.15,2016.12.15,00  -  1644  -  5475,0  -  0  -  0,20171100,2017.09.19,2021.01.28,우 : 14339 경기도 광명시 광명로 104 -,법인,134911  -  0075928,860  -  86  -  00556,"6,201,398","4,492,268","1,709,130","42,238,371","356,837","306,278","2,717,442","1,314,591","1,402,851","34,409,165","886,460","763,120","1,419,588","879,857","539,731","16,226,042","640,421","520,710",2,0,2016  -  04  -  23,17,0,8,7,35,0,1,2,44,0,0,0,0  개,해당없음,"26,500",0,0,0,"11,000","5,500","10,000","122,430","148,930","1,650 ",132 ,"66,000 ",3,1
(주)왕컴퍼니,이자와,왕정숙,일식,2015.09.24,2015.10.01,02  -  925  -  8850,  -    -  ,20151283,2015.12.29,2021.01.28,우 : 04036 서울특별시 마포구 양화로 45 102동1603호,법인,110111  -  5843443,467  -  87  -  00145,"2,292,702","379,739","1,912,963","5,000,108","106,891","91,478","2,604,723","783,239","1,821,484","6,499,330","215,015","169,064","2,112,565","460,145","1,652,420","6,725,879","830,750","653,671",1,0,2015  -  10  -  01,0,6,7,3,0,1,1,1,9,0,7,6,0  개,예치제,"19,500",0,0,0,"11,000","5,500","3,000","71,710","91,210","1,980 ",66 ,"39,600 ",2,1
(주)씨에이치컴퍼니,피자스쿨,오창희,피자,2012.01.09,2012.01.09,02  -  1544  -  9524,02  -  2675  -  2929,20120600009,2012.03.13,2021.01.28,우 : 04093 서울특별시 마포구 창전로 20(신정동) 성진빌딩 4층,법인,170111  -  0448440,503  -  81  -  97890,"4,554,578","267,930","4,286,648","2,311,045","1,339,251","1,096,697","3,487,681","147,712","3,339,969","3,214,221","933,774","767,278","3,711,170","1,018,479","2,692,691","6,061,215","1,291,668","1,023,941",1,0,2012  -  01  -  09,2,0,7,13,1,0,9,14,16,0,3,27,0  개,보험,"7,260",0,0,0,"3,630","3,630",0,"52,740","60,000","1,650 ",33 ,"16,500 ",2,2
(주)플라잉테이블,이천가든,한국인,한식,2014.05.14,2014.05.14,02  -  6494  -  1234,02  -  6494  -  1219,20190590,2019.06.21,2021.01.28,우 : 08389 서울특별시 구로구 디지털로 272 8층 807호,법인,110111  -  5414357,135  -  86  -  44195,"3,403,945","2,767,355","636,590","6,648,249","12,725","-38,047","3,039,320","2,364,683","674,637","5,515,341","89,745","62,451","2,234,163","1,621,978","612,185","7,121,987","243,397","220,357",3,0,2020  -  04  -  29,3,0,0,3,0,0,0,0,0,0,0,0,0  개,보험,"19,500",0,0,0,"11,000","5,500","3,000","53,350","72,850","2,933 ",20 ,"17,600 ",2,1
(주)올웨이즈에프앤비,국제내쇼날,김태훈,주점,2019.03.19,2019.03.18,  -  1588  -  8519,031  -  204  -  7222,20200164,2020.02.03,2021.01.28,"우 : 17108 경기도 용인시 기흥구 서천로 121 4층 401호(서천동, 원희캐슬)",법인,134511  -  0387230,273  -  88  -  01226,"68,175","20,105","48,070","218,014","11,077","18,070",0,0,0,0,0,0,0,0,0,0,0,0,2,1,예정,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"10,800",0,0,0,"5,500","3,300","2,000","94,600","105,400","1,650 ",99 ,"49,500 ",2,1
(주)올웨이즈에프앤비,껍데기클라쓰,김태훈,기타 외식,2019.03.19,2019.03.18,  -  1588  -  8519,031  -  204  -  7222,20190446,2019.05.21,2021.01.28,우 : 17108 경기도 용인시 기흥구 서천로 121 4층 401호,법인,134511  -  0387230,273  -  88  -  01226,"68,175","20,105","48,070","218,014","11,077","18,070",0,0,0,0,0,0,0,0,0,0,0,0,2,1,2019  -  03  -  19,26,0,6,1,0,0,0,0,0,0,0,0,0  개,보험,"10,800",0,0,0,"5,500","3,300","2,000","70,400","81,200","1,320 ",83 ,"33,000 ",2,1
(주)구슬함박,구슬함박,김영복,기타 외식,2014.09.05,2014.10.31,031  -  792  -  0335,031  -  792  -  0336,20150932,2015.09.25,2021.01.28,"우 : 12913 경기도 하남시 미사강변중앙로 212 9층 904호(망월동, 미사강변안강프라이빗뷰)",법인,110111  -  5510212,107  -  88  -  29460,"2,419,323","1,997,186","422,137","7,896,222","-448,947","-486,465","2,709,399","1,800,796","908,603","8,159,768","-526,411","-763,298","3,629,961","1,958,061","1,671,900","10,343,187","-1,089,859","-1,199,148",1,0,2014  -  10  -  31,1,0,2,0,0,0,2,0,2,0,0,0,0  개,예치제,"37,500",0,0,0,"22,000","5,500","10,000","195,800","233,300","3,300 ",132 ,"132,000 ",2,1
(주)송담,송담추어탕,박민철,한식,2010.04.06,2010.04.09,031  -  296  -  7800,031  -  292  -  7855,20080200233,2008.10.09,2021.01.28,우 : 16407 경기도 수원시 권선구 수인로 255 2층(구운동),법인,135811  -  0179713,124  -  86  -  92339,"3,714,811","2,608,468","1,106,343","4,773,630","271,715","188,990","3,509,356","2,564,004","945,352","3,721,073","199,887","145,796","3,104,597","2,305,041","799,556","3,223,568","180,519","142,026",1,0,2010  -  04  -  09,17,0,11,5,14,0,11,2,12,0,12,2,3  개,보험,"13,000",0,0,0,"11,000",0,"2,000","79,000","92,000","1,300 ",132 ,"52,000 ",2,2
(주)오페뜨,오페뜨,"허남환,김영석",제과제빵,2008.05.15,2008.05.15,02  -  722  -  4231,02  -  722  -  4232,20100100427,2010.08.27,2021.01.28,우 : 13814 경기도 과천시 뒷골1로 14 (과천동),법인,110111  -  3897282,104  -  86  -  14590,"1,155,409","2,264,709","-1,109,300","1,480,135","-392,995","-344,129","501,140","1,266,310","-765,170","1,912,240","-97,866","12,445","1,062,790","1,840,405","-777,615","2,073,504","-344,790","-350,730",1,0,2010  -  10  -  15,0,0,2,0,0,0,2,0,1,0,0,1,0  개,보험,"21,880",0,0,0,"11,000",880,"10,000","169,950","191,830","3,080 ",83 ,"77,000 ",1,1
(주)지구당,국대후라이드치킨,김상현,치킨,2017.05.24,2017.06.01,02  -  598  -  8869,02  -  544  -  0078,20200484,2020.04.08,2021.01.28,"우 : 06192 서울특별시 강남구 테헤란로 410 11층 A07호(대치동, 금강타워)",법인,110111  -  6410031,364  -  87  -  00638,"27,808","476,487","-448,679","249,702","-98,337","-134,753","195,283","509,209","-313,926","173,529","-234,082","-233,775","4,117","84,268","-80,151","29,517","-107,622","-110,151",3,0,2020  -  09  -  10,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"8,700",0,0,0,"7,700",0,"1,000","44,809","53,509","2,811 ",33 ,"28,108 ",2,1
(주)지구당,지구당,김상현,일식,2017.05.24,2017.06.01,02  -  598  -  8865,02  -  584  -  8865,20150181,2015.02.25,2021.01.28,"우 : 06192 서울특별시 강남구 테헤란로 410 11층 (대치동, 금강타워)",법인,110111  -  6410031,364  -  87  -  00638,"27,808","476,487","-448,679","249,702","-98,337","-134,753","195,283","509,209","-313,926","173,529","-234,082","-233,775","4,117","84,268","-80,151","29,517","-107,622","-110,151",3,0,2015  -  02  -  10,0,0,0,0,4,2,0,3,1,0,1,0,0  개,예치제,"19,500",0,0,0,"7,700",0,"1,000","41,525","50,225","1,870 ",66 ,"37,400 ",2,1
(주)케이프렌즈,강정구의 피자생각,강정구,피자,2014.05.14,2014.05.29,031  -  317  -  8599,031  -  317  -  9595,20100100030,2010.01.13,2021.01.28,"우 : 14952 경기도 시흥시 포도원로116번길 25 7층 705호(신천동, 프라임지식산업센타)",법인,135511  -  0265253,140  -  81  -  86396,"164,775","89,847","74,928","758,858","-72,999","-61,390","231,434","95,115","136,319","907,417","-7,898","3,802","192,850","60,333","132,517","1,041,266","-26,587","-20,186",2,0,2007  -  04  -  03,12,1,12,3,12,10,0,0,9,5,0,3,0  개,보험,"13,000",0,0,0,"7,700","3,300","2,000","89,700","102,700","1,650 ",40 ,"19,800 ",2,2
(주)에스이엔에프씨,692서서갈비,김미행,한식,2019.01.08,2019.01.10,02  -  1833  -  4894,070  -  4855  -  4800,20201189,2020.09.16,2021.01.28,"우 : 12902 경기도 하남시 미사강변한강로 155 8층 807호(망월동, 미사강변",법인,110111  -  6976950,416  -  87  -  01184,"31,914","96,864","-64,950","43,084","-165,634","-164,950",0,0,0,0,0,0,0,0,0,0,0,0,1,0,가맹점없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"19,500",0,0,0,"11,000","5,500","3,000","99,800","119,300","1,650 ",99 ,"49,500 ",2,1
(주)화인에프앤비,삼육칠하우스,송철호,기타 외식,2014.10.13,2014.11.01,02  -  862  -  3179,031  -  987  -  9000,20171523,2017.12.18,2021.01.28,우 : 10092 경기도 김포시 감암로 113 (걸포동),법인,110111  -  5535616,113  -  86  -  91058,"699,537","1,820,334","-1,120,797","1,491,077","-322,221","-346,694","858,368","1,632,471","-774,103","1,905,667","-587,929","-603,772","1,174,336","1,344,667","-170,331","1,339,533","-689,171","-703,927",1,0,2017  -  08  -  10,1,0,0,0,1,0,0,0,0,0,0,0,0  개,보험,"11,000",0,0,0,"8,800","2,200",0,"130,075","141,075","1,650 ",165 ,"82,500 ",2,1
라니푸드,꿔바로우주는마라탕,이문걸,중식,..,2016.03.04,031  -  354  -  3213,050  -  7564  -  0689,20200547,2020.04.21,2021.01.28,우 : 18593 경기도 화성시 향남읍 3.1만세로 1109-28 1층,개인,  -  ,715  -  12  -  00240,0,0,0,"71,909",0,0,0,0,0,"68,091",0,0,0,0,0,"69,223",0,0,2,0,가맹계약체결사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"3,300",0,0,0,0,"3,300",0,"16,400","19,700","1,100 ",33 ,"11,000 ",2,2
(주)고반에프앤비,고반식당,한지훈,기타 외식,2016.07.20,2016.08.01,02  -  543  -  0083,02  -  543  -  0085,20161125,2016.11.01,2021.01.27,"우 : 07803 서울특별시 강서구 공항대로 247 8층 816, 817호(마곡동, 퀸즈파크나인)",법인,110111  -  6126133,517  -  81  -  00400,"1,830,325","1,159,515","670,810","6,573,243","334,390","311,845","1,106,291","747,326","358,965","5,197,398","339,041","290,825","681,625","563,486","118,139","2,599,517","201,013","177,114",3,0,2016  -  12  -  20,3,0,1,0,10,0,0,2,8,0,0,3,0  개,보험,"32,000",0,0,0,"22,000",0,"10,000","118,250","150,250","2,200 ",99 ,"66,000 ",2,1
오공팔,오공팔일유일용도너츠,KIM SERA,제과제빵,..,2020.04.28,051  -  784  -  5080,  -    -  ,20210264,2021.01.27,2021.01.27,우 : 48053 부산광역시 해운대구 재반로152번길 8-20 (재송동),개인,  -  ,887  -  06  -  01451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,가맹계약 체결 사실이 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"24,800",0,0,0,"11,000",0,"5,000","49,800","65,800","1,980 ",33 ,"19,800 ",2,2
레디투잇,집밥애,박지수,한식,..,2020.08.03,02  -  0000  -  0000,02  -  0000  -  0000,20210223,2021.01.27,2021.01.27,우 : 03712 서울특별시 서대문구 모래내로 151 101동 201호,개인,  -  ,860  -  63  -  00426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,가맹계약 체결 사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"5,400",0,0,0,"3,300","1,100","1,000",0,"5,400","1,738 ",33 ,"17,380 ",3,3
코흐(주),파스타입니다,김동영,서양식,2020.09.02,2020.09.07,070  -  8888  -  4125,  -    -  ,20200864,2020.07.13,2021.01.27,"우 : 07293 서울특별시 영등포구 문래북로 116 1501호(문래동3가,트리플렉스)",법인,110111  -  7608594,369  -  81  -  02056,0,0,0,"18,264",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,가맹계약 체결 전,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"10,800",0,0,0,"5,500","3,300","2,000","1,100","11,900",0 ,0 ,0 ,2,2
코돈카츠,코돈카츠,김규배,일식,..,2019.11.01,  -  1325  -  1766,02  -  0000  -  0000,20210236,2021.01.27,2021.01.27,"우 : 05836 서울특별시 송파구 법원로11길 7 c동 1층 103호(문정동, 문정현대지식산업센터 1-2)",개인,  -  ,316  -  62  -  00320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,138",0,0,1,0,가맹사업 개시 예정,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"12,900",0,0,0,"7,700","2,200","3,000","99,000","111,900","2,475 ",66 ,"49,500 ",2,1
(주)엘케이디앤,카페동네,이상근,커피,2016.01.06,2016.01.11,032  -  321  -  8206,032  -  321  -  7207,20210225,2021.01.27,2021.01.27,우 : 14556 경기도 부천시 조마루로385번길 122 338호,법인,121111  -  0300615,786  -  86  -  00281,"854,723","634,996","219,727","877,455","51,230","57,996","556,643","394,912","161,731","783,786","48,475","42,604","353,171","234,044","119,127","777,775","92,320","88,678",1,0,2016  -  01  -  06,0,0,0,0,1,0,0,0,0,0,0,0,0  개,보험,"17,100",0,0,0,"5,500","6,600","5,000","131,780","148,880","2,383 ",99 ,"71,500 ",3,3
(주)와이비케이홀딩스,소도둑,정유성,한식,2017.05.18,2017.05.19,02  -  1666  -  0501,02  -  390  -  9946,20170852,2017.07.25,2021.01.27,우 : 04808 서울특별시 성동구 자동차시장1길 94-15 605호(용답동),법인,110111  -  6403656,269  -  87  -  00858,"1,268,371","853,482","414,889","7,108,414","185,936","147,891","1,314,568","1,047,571","266,997","5,450,405","174,826","112,122","905,417","754,704","150,713","2,493,701","44,567","50,712",1,0,2017  -  08  -  29,13,0,5,0,13,2,0,3,12,0,0,0,0  개,보험,"16,500",0,0,0,"11,000","5,500","10,000","139,700","166,200","1,760 ",165 ,"88,000 ",3,1
(주)마트만,로플로플(Rofle Rofle),고해준,기타 외식,2016.07.05,2016.07.05,02  -  525  -  0855,  -    -  ,20210222,2021.01.27,2021.01.27,"우 : 06210 서울특별시 강남구 테헤란로44길 8 19-6호(역삼동, 아이콘역삼빌딩)",법인,110111  -  6111168,851  -  86  -  00594,0,0,0,0,0,0,"129,884","11,087","118,797","58,163","11,917","14,699","106,996","2,899","104,097","52,050","4,031",105,1,1,2020  -  10  -  03,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"2,200",0,0,0,0,"2,200",0,935,"3,135",0 ,0 ,0 ,1,1
(주)남다름,백곱식당,방경석,한식,2019.05.30,2019.05.30,02  -  1899  -  8363,02  -  984  -  4414,20191000,2019.09.30,2021.01.27,"우 : 01069 서울특별시 강북구 덕릉로 113 603호(변동, 파스칼진빌딩)",법인,110111  -  7123518,469  -  88  -  01206,"42,854","18,063","24,791","123,834","16,426","14,791",0,0,0,0,0,0,0,0,0,0,0,0,1,0,2018  -  11  -  26,3,0,0,0,1,0,0,0,0,0,0,0,0  개,예치제,"14,000",0,0,0,"7,700","3,300","3,000","56,650","70,650","1,650 ",83 ,"41,250 ",2,1
(주)올머스트,맥탐정 홉스301,유 청,주점,2017.08.11,2017.08.18,02  -  2135  -  3813,02  -  2135  -  3839,20200175,2020.02.07,2021.01.27,우 : 06570 서울특별시 서초구 방배중앙로 91 4층,법인,110111  -  6487064,316  -  81  -  27674,"234,713","190,515","44,198","180,400","92,715","94,292","176,496","38,006","176,496","323,219","-12,958","-11,173","283,047","155,730","127,317","349,800","111,387","97,316",1,0,2020  -  01  -  31,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"10,800",0,0,0,"5,500","3,300","2,000","65,450","76,250","1,650 ",83 ,"41,250 ",2,1
(주)아디씨,빙찌,김형민,기타 외식,2020.09.17,2020.09.17,02  -  0000  -  0000,02  -  0000  -  0000,20200643,2020.05.26,2021.01.27,"우 : 06214 서울특별시 강남구 언주로 408 B14호(역삼동, 역삼자이상가)",법인,110111  -  7627221,546  -  86  -  02018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2020  -  11  -  25,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,0,0,0,0,0,0,0,0,0,0 ,0 ,0 ,0,0
㈜태그린,잇샐러드,송제혁,서양식,2006.10.27,2006.11.03,02  -  6233  -  8228,02  -  6233  -  8229,20201561,2020.11.18,2021.01.27,"우 : 04793 서울특별시 성동구 성수일로8길 5 9층 901호 (성수동2가, 서울숲 SK V1 TOWER)",법인,110111  -  3551276,114  -  86  -  55069,"3,523,171","1,930,966","1,592,205","6,802,107","105,060","79,117","3,919,642","2,306,554","1,613,088","11,605,362","1,006,694","869,620","2,760,275","1,916,808","843,467","6,961,603","1,108,252","911,784",4,0,가맹계약 체결사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"23,700",0,0,0,"13,200","5,500","5,000","169,500","193,200","3,300 ",83 ,"82,500 ",2,1
㈜태그린,포케포커,송제혁,서양식,2006.10.27,2006.11.03,02  -  6233  -  8228,02  -  6233  -  8229,20201471,2020.11.04,2021.01.27,"우 : 04793 서울특별시 성동구 성수일로8길 5 9층 901호 (성수동2가, 서울숲 SK V1 TOWER)",법인,110111  -  3551276,114  -  86  -  55069,"3,523,171","1,930,966","1,592,205","6,802,107","105,060","79,117","3,919,642","2,306,554","1,613,088","11,605,362","1,006,694","869,620","2,760,275","1,916,808","843,467","6,961,603","1,108,252","911,784",4,0,가맹계약 체결사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"17,100",0,0,0,"8,800","3,300","5,000","100,100","117,200","2,530 ",66 ,"50,600 ",2,1
㈜태그린,너도나도파스타,송제혁,서양식,2006.10.27,2006.11.03,02  -  6233  -  8228,02  -  6233  -  8229,20201472,2020.11.04,2021.01.27,"우 : 04793 서울특별시 성동구 성수일로8길 5 9층 901호 (성수동2가, 서울숲 SK V1 TOWER)",법인,110111  -  3551276,114  -  86  -  55069,"3,523,171","1,930,966","1,592,205","6,802,107","105,060","79,117","3,919,642","2,306,554","1,613,088","11,605,362","1,006,694","869,620","2,760,275","1,916,808","843,467","6,961,603","1,108,252","911,784",4,0,가맹계약 체결사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"3,300",0,0,0,"2,200","1,100",0,"40,150","43,450","1,650 ",33 ,"16,500 ",1,1
꽂따,꽂따,박순신,치킨,..,2020.09.09,02  -  404  -  7011,02  -  404  -  7112,20210273,2021.01.27,2021.01.27,"우 : 05854 서울특별시 송파구 법원로 128 C동 108호, 109호(문정동, 문정에스케이브이원지엘메트로시티)",개인,  -  ,643  -  19  -  01263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,가맹계약을 체결한 사실이 없습니다.,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"10,800",0,0,0,"5,500","3,300","2,000","117,700","128,500","1,980 ",99 ,"59,400 ",2,1
달리181(dali181),달리181,김미란,서양식,..,2019.12.02,02  -  6242  -  0050,  -    -  ,20210274,2021.01.27,2021.01.27,우 : 08771 서울특별시 관악구 난곡로53길 14,개인,  -  ,302  -  21  -  01123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,가맹사업 개시 전,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"13,000",0,0,0,"2,200","5,500","2,000","3,300","13,000","1,650 ",66 ,"33,000 ",2,1
(주)굿맨브랜딩컴퍼니,잇티(EATY),주아름,기타 외식,2020.10.29,2020.10.29,  -  0  -  0,0  -  0  -  0,20210272,2021.01.27,2021.01.27,"우 : 06536 서울특별시 서초구 강남대로 527 , 11층 1102 16호(반포동 브랜드칸타워)",법인,110111  -  7666576,527  -  86  -  02002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,계약체결 사실 없음,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"11,000",0,0,0,"5,500","5,500",0,0,"11,000","2,200 ",33 ,"22,000 ",1,1
(주)시원전설의푸드,솥뚜껑바베큐통닭,최근제,치킨,2018.03.14,2018.03.20,02  -  934  -  9288,02  -  938  -  9286,20190581,2019.06.19,2021.01.27,우 : 01634 서울특별시 노원구 덕릉로127길 3 101호(상계동),법인,110111  -  6685527,751  -  81  -  01178,"726,658","210,192","516,466","3,561,994","209,824","187,713","440,873","112,120","328,753","2,584,322","141,482","128,752",0,0,0,0,0,0,2,0,2020  -  04  -  28,5,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"7,500",0,0,0,"3,300","2,200","2,000","43,450","50,950","1,650 ",50 ,"24,750 ",3,2
(주)시원전설의푸드,전설의치킨,최근제,치킨,2018.03.14,2018.03.20,02  -  938  -  9289,02  -  938  -  9286,20110100524,2011.11.04,2021.01.27,우 : 01634 서울특별시 노원구 덕릉로127길 3 101호(상계동),법인,110111  -  6685527,751  -  81  -  01178,"726,658","210,192","516,466","3,561,994","209,824","187,713","440,873","112,120","328,753","2,584,322","141,482","128,752",0,0,0,0,0,0,1,0,2010  -  03  -  15,8,6,4,8,11,3,9,7,17,6,0,5,0  개,예치제,"7,500",0,0,0,"3,300","2,200","2,000","43,450","50,950","1,650 ",50 ,"24,750 ",3,2
(주)노랑푸드,노랑통닭,최명록,치킨,2014.07.24,2014.07.24,  -  1599  -  2527,02  -  2043  -  2527,20130176,2013.09.02,2021.01.27,우 : 05805 서울특별시 송파구 동남로 102 문정동 현윤빌딩 403호,법인,180111  -  0924860,617  -  86  -  20657,"11,467,214","4,307,320","7,159,894","50,202,802","6,492,432","5,108,264","8,415,681","3,864,052","4,551,629","39,938,561","4,944,533","3,858,861","5,155,738","2,662,970","2,492,768","15,015,625","1,725,720","1,415,604",1,0,2009  -  06  -  01,89,4,3,48,97,0,12,31,46,0,19,17,8  개,보험,"7,600",0,0,0,0,"6,600","1,000","45,700","53,300","1,500 ",66 ,"30,000 ",3,1
핸즈업,핸즈업,전용현,커피,..,2020.11.06,02  -  1688  -  6418,0  -  0  -  0,20180932,2018.09.11,2021.01.27,우 : 02222 서울특별시 중랑구 사가정로45길 43 202호,개인,  -  ,690  -  48  -  00620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020  -  11  -  12,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,0,0,0,0,0,0,0,0,0,0 ,0 ,0 ,0,0
(주)양우돈,소문(小門),주성준,한식,2019.07.05,2019.07.05,02  -  797  -  7292,  -    -  ,20190678,2019.07.15,2021.01.27,"우 : 06212 서울특별시 강남구 선릉로87길 12 3층 368호(역삼동, 송경빌딩)",법인,110111  -  7162912,874  -  86  -  01423,"29,474","2,254","27,220","23,250","19,132","17,220",0,0,0,0,0,0,0,0,0,0,0,0,2,0,2019  -  05  -  20,3,0,1,0,0,0,0,0,0,0,0,0,0  개,보험,"19,300",0,0,0,"11,000","3,300","5,000","61,050","80,350","2,750 ",50 ,"41,250 ",2,1
(주)양우돈,이치류.양심,주성준,일식,2019.07.05,2019.07.05,02  -  3144  -  2022,  -    -  ,20180856,2018.08.24,2021.01.27,"우 : 06212 서울특별시 강남구 선릉로87길 12 3층 368호(역삼동, 송경빌딩)",법인,110111  -  7162912,874  -  86  -  01423,"29,474","2,254","27,220","23,250","19,132","17,220",0,0,0,0,0,0,0,0,0,0,0,0,2,0,2018  -  10  -  29,2,0,1,0,2,0,0,0,0,0,0,0,0  개,보험,"21,500",0,0,0,"11,000","5,500","5,000","61,050","82,550","2,750 ",50 ,"41,250 ",2,1
(주)밀탑,밀탑(MEALTOP),김성수,아이스크림/빙수,2011.12.13,2012.01.01,02  -  3444  -  5000,02  -  3444  -  5500,20171346,2017.11.22,2021.01.27,"우 : 04794 서울특별시 성동구 아차산로 103 601, 602호(성수동2가, 영동테크노타워)",법인,110111  -  4749151,206  -  86  -  60541,"5,419,510","7,014,269","-1,594,759","12,111,016","696,229","577,474","5,770,091","7,942,324","-2,172,233","10,618,359","414,472","246,269","5,639,390","9,057,893","-3,418,503","9,297,512","38,807","-2,771,929",1,0,2010  -  08  -  24,0,0,0,0,0,0,0,0,0,1,3,0,0  개,예치제,"58,300",0,0,0,"55,000","3,300",0,"223,200","281,500","5,500 ",99 ,"165,000 ",1,1
(주)티에스푸드,땅스부대찌개,정경문,한식,2018.05.11,2018.05.11,02  -  899  -  6285,02  -  899  -  6284,20170932,2017.08.08,2021.01.27,우 : 14354 경기도 광명시 일직로99번길 9 1층,법인,121111  -  0346172,496  -  86  -  01086,"868,514","376,333","492,181","5,746,647","474,510","402,697","157,558","68,074","89,484","938,599","43,790","39,483",0,0,0,0,0,0,1,0,2017  -  01  -  29,148,0,2,1,20,0,1,0,13,0,1,0,1  개,예치제,"11,600",0,0,0,"5,500","1,100","5,000","19,000","30,600",625 ,26 ,"5,000 ",2,1
(주)더조은에프앤비,콩두,이용훈,한식,2019.03.13,2019.03.13,02  -  2203  -  0244,02  -  2282  -  5564,20190350,2019.04.16,2021.01.27,우 : 05597 서울특별시 송파구 백제고분로28길 37 지하1층,법인,110111  -  7041603,341  -  87  -  01430,"81,558","87,477","-5,919","125,596","-12,197","-6,919",0,0,0,0,0,0,0,0,0,0,0,0,1,0,2019  -  04  -  15,21,0,0,1,0,0,0,0,0,0,0,0,0  개,예치제,"7,700",0,0,0,"5,500","2,200",0,"43,500","51,200","1,400 ",50 ,"21,000 ",3,1
(주)우성에프앤에스,죤슨앤바오,정득규,기타 외식,2018.06.18,2018.06.18,02  -  511  -  4579,02  -  3442  -  4794,20200037,2020.01.07,2021.01.27,우 : 06109 서울특별시 강남구 논현로114길 22 지하1층,법인,110111  -  6783165,877  -  88  -  01047,"141,239","50,229","91,010","792,371","11,994","15,708","96,489","21,187","75,302","117,440","49,983","45,301",0,0,0,0,0,0,1,0,2018  -  05  -  18,7,0,0,0,2,0,0,0,0,0,0,0,0  개,보험,"5,500",0,0,0,"3,300","2,200",0,"23,100","28,600",0 ,40 ,0 ,2,1
