업종,브랜드,가맹사업 년수,가맹점수,"가맹점
평균매출액","합계
(창업비용
지수)",개점률,폐점률
치킨,통닭왕,0년 0개월,0,0,"35,150
(1.00)",0,0
치킨,명가통닭,0년 0개월,0,0,"3,300
(.00)",0,0
치킨,60계,5년 4개월,440,"526,522","97,700
(2.00)",41.36,0.45
치킨,더썬치킨,5년 4개월,16,"130,824","37,525
(1.00)",12.5,81.25
치킨,소담치킨,9년 1개월,20,"117,295","58,100
(1.00)",15.0,40.0
치킨,큰통치킨,15년 0개월,34,"51,029","22,220
(.00)",2.94,2.94
치킨,안성파닭,11년 2개월,4,0,"43,700
(1.00)",25.0,0.0
치킨,치킨주막,11년 11개월,24,"236,999","49,500
(1.00)",0.0,400.0
치킨,키로치킨,0년 10개월,0,0,"33,241
(1.00)",0,0
치킨,호치킨,11년 3개월,175,"327,875","56,608
(1.00)",7.43,109.71
치킨,치킨방앗간,7년 2개월,2,0,"61,600
(1.00)",0.0,100.0
치킨,치교치킨,0년 10개월,0,0,"35,633
(1.00)",0,0
치킨,불로불러참숯바베큐치킨,0년 0개월,0,0,"80,200
(1.00)",0,0
치킨,푸드더하기,2년 9개월,2,0,"73,400
(1.00)",0.0,0.0
치킨,통닭할매,0년 0개월,0,0,"17,400
(.00)",0,0
치킨,815독립핫치킨,1년 1개월,0,0,"45,950
(1.00)",0,0
치킨,치킨욜로,0년 0개월,0,0,"54,800
(1.00)",0,0
치킨,삼덕통닭,1년 3개월,1,0,"99,075
(2.00)",100.0,0.0
치킨,야들리애,12년 11개월,31,"203,884","124,220
(2.00)",9.68,32.26
치킨,바보스,5년 6개월,53,"89,922","70,840
(1.00)",1.89,26.42
치킨,바비큐보스,1년 7개월,0,0,"75,840
(1.00)",0,0
치킨,양계농장,0년 11개월,0,0,"105,040
(2.00)",0,0
치킨,꿀닭,8년 11개월,23,"50,463","67,350
(1.00)",4.35,200.0
치킨,땡큐맘치킨,11년 4개월,21,"147,396","49,400
(1.00)",0.0,28.57
치킨,신통치킨,13년 2개월,256,"55,160","39,700
(1.00)",11.33,4100.0
치킨,바른치킨,5년 9개월,170,"320,278","49,400
(1.00)",18.82,310.0
치킨,꼬꼬봉투통닭,4년 0개월,10,"51,093","33,450
(1.00)",50.0,500.0
치킨,한앤둘치킨,11년 6개월,32,"184,048","74,160
(1.00)",18.75,400.0
치킨,맛닭꼬,10년 8개월,147,"295,314","65,850
(1.00)",7.48,11.56
치킨,네네치킨,10년 11개월,1114,"191,467","57,150
(1.00)",2.06,4.4
치킨,달닭,8년 4개월,6,"46,131","35,860
(1.00)",0.0,0.0
치킨,에디슨치킨,11년 0개월,12,"29,247","30,826
(1.00)",0.0,8.33
치킨,모던통닭,4년 7개월,21,"359,935","77,680
(1.00)",23.81,47.62
치킨,치키니아,4년 1개월,1,0,"95,388
(2.00)",100.0,100.0
치킨,도담치킨,4년 10개월,15,"262,904","114,400
(2.00)",0.0,40.0
치킨,치르치르,10년 2개월,15,"293,883","115,740
(2.00)",0.0,86.67
치킨,용달통닭,4년 8개월,10,"174,788","47,100
(1.00)",10.0,120.0
치킨,페리카나,40년 0개월,1126,"121,270","33,950
(1.00)",2.84,4.44
치킨,킹스타치킨,0년 0개월,3,0,"45,000
(1.00)",100.0,0.0
치킨,브라보치킨피자,4년 5개월,0,0,"89,460
(2.00)",0,0
치킨,꼬꼬시티앤제이빅,9년 2개월,18,"110,147","52,130
(1.00)",44.44,211.11
치킨,오닭꼬치,4년 8개월,96,"122,267","42,295
(1.00)",30.21,0.0
치킨,인절미통닭,2년 6개월,0,0,"61,900
(1.00)",0,0
치킨,범프리카인생치킨,3년 2개월,51,"314,520","47,900
(1.00)",60.78,11.76
치킨,836숯불바베큐치킨,4년 10개월,14,"123,678","35,660
(1.00)",14.29,14.29
치킨,똥꼬치킨,1년 5개월,9,0,"54,780
(1.00)",100.0,0.0
치킨,만년닭강정,4년 4개월,42,"147,377","51,050
(1.00)",21.43,21.43
치킨,고향통닭,0년 0개월,0,0,"79,340
(1.00)",0,0
치킨,아웃닭,10년 5개월,64,"553,944","93,350
(2.00)",14.06,0.0
치킨,마마치킨,1년 11개월,2,0,"107,350
(2.00)",100.0,0.0
치킨,치킨리그,3년 4개월,4,0,"35,550
(1.00)",75.0,25.0
치킨,닭강정총각,8년 6개월,0,0,"40,400
(1.00)",0,0
치킨,더블치킨,0년 0개월,0,0,"44,625
(1.00)",0,0
치킨,매드후라이치킨,10년 4개월,22,"252,559","67,760
(1.00)",36.36,31.82
치킨,닭에꼬치닭,1년 11개월,8,0,"35,100
(1.00)",100.0,0.0
치킨,치킨선수,2년 9개월,6,"151,896","49,950
(1.00)",83.33,100.0
치킨,치맥킹,3년 1개월,4,0,"161,200
(3.00)",75.0,0.0
치킨,무봤나 촌닭,17년 11개월,28,"303,731","77,010
(1.00)",0.0,21.43
치킨,꿀삐닭강정,8년 11개월,0,0,"58,100
(1.00)",0,0
치킨,툭툭 치킨,6년 10개월,1,0,"110,030
(2.00)",0.0,0.0
치킨,치뽁(CHIPPOK),1년 7개월,10,"129,487","40,105
(1.00)",100.0,0.0
치킨,만수통닭,1년 7개월,1,0,"135,600
(2.00)",100.0,0.0
치킨,빅원치킨,3년 4개월,25,"107,780","41,535
(1.00)",104.0,16.0
치킨,국민맥주,3년 0개월,4,0,"70,850
(1.00)",50.0,50.0
치킨,비비큐(BBQ),25년 6개월,1604,"577,875","90,789
(2.00)",5.49,9001.87
치킨,맛카오치킨,0년 0개월,0,0,"58,155
(1.00)",0,0
치킨,명랑한찜닭,3년 11개월,25,"172,025","66,350
(1.00)",100.0,20.0
치킨,본스치킨,13년 11개월,162,"77,857","85,205
(2.00)",3.7,8.02
치킨,오마이치킨,13년 2개월,6,0,"35,550
(1.00)",0.0,16.67
치킨,거성치킨,7년 9개월,10,0,"60,300
(1.00)",10.0,40.0
치킨,쭈노치킨가게,18년 1개월,32,"86,727","38,850
(1.00)",9.38,28.12
치킨,계복치,4년 2개월,4,0,"79,880
(1.00)",25.0,0.0
치킨,투마리치킨,10년 8개월,21,"91,641","37,695
(1.00)",0.0,42.86
치킨,솥뚜껑바베큐통닭,0년 11개월,5,0,"50,950
(1.00)",100.0,0.0
치킨,전설의치킨,11년 0개월,60,"165,538","50,950
(1.00)",13.33,606.67
치킨,호호닭발,6년 11개월,8,"273,990","84,600
(2.00)",12.5,100.0
치킨,뿔난닭두마리,2년 10개월,3,0,"51,600
(1.00)",33.33,133.33
치킨,앗싸마늘닭,6년 5개월,9,"142,810","48,200
(1.00)",111.11,111.11
치킨,똥집의 달인,9년 11개월,9,"87,691","29,490
(1.00)",11.11,0.0
치킨,치킨뱅이,19년 3개월,60,"285,013","72,180
(1.00)",0.0,8.33
치킨,삼통치킨,22년 8개월,24,"357,179","76,800
(1.00)",4.17,500.0
치킨,다사랑,18년 7개월,107,"345,175","142,800
(3.00)",4.67,12.15
치킨,치킨의민족,2년 4개월,93,"106,167","50,900
(1.00)",111.83,22.58
치킨,브라운치킨,11년 9개월,11,"163,171","59,180
(1.00)",0.0,600.0
치킨,치특,3년 0개월,5,"105,287","51,050
(1.00)",100.0,0.0
치킨,봉이치킨,9년 2개월,61,"87,930","25,300
(.00)",37.7,52.46
치킨,신진통닭,1년 9개월,5,"477,172","49,380
(1.00)",100.0,0.0
치킨,문진옥숯불바베큐치킨,2년 10개월,6,"136,905","44,250
(1.00)",50.0,0.0
치킨,김삿갓통닭,2년 6개월,5,0,"47,550
(1.00)",80.0,0.0
치킨,칠칠켄터키,8년 9개월,23,"461,980","83,300
(1.00)",8.7,0.0
치킨,라라치킨,3년 8개월,0,0,"81,650
(1.00)",0,0
치킨,치킨런,9년 0개월,4,0,"39,800
(1.00)",0.0,0.0
치킨,신동키닭,1년 5개월,6,0,"50,400
(1.00)",100.0,0.0
치킨,동근이숯불두마리치킨,4년 2개월,51,"241,231","56,920
(1.00)",33.33,213.73
치킨,꾼닭(koondak),9년 10개월,6,"172,263","183,500
(3.00)",0.0,100.0
치킨,윙글,9년 5개월,4,0,"67,450
(1.00)",0.0,0.0
치킨,두마리치킨마당,2년 10개월,9,"297,079","37,370
(1.00)",88.89,33.33
치킨,치킨이남달라,2년 9개월,8,"368,766","53,260
(1.00)",62.5,12.5
치킨,더기발한치킨(The기발한치킨),9년 9개월,25,"159,737","74,300
(1.00)",4.0,20.0
치킨,치킨시대,9년 5개월,7,0,"49,750
(1.00)",28.57,42.86
치킨,인생닭강정,0년 11개월,0,0,"41,590
(1.00)",0,0
치킨,조커닭 (Jokerdark),0년 11개월,31,0,"149,300
(3.00)",93.55,0.0
치킨,청춘명랑치킨,2년 1개월,11,"342,922","59,938
(1.00)",100.0,0.0
치킨,투존치킨,10년 11개월,198,"176,187","57,290
(1.00)",16.67,4100.51
치킨,훌랄라숯불치킨,12년 7개월,267,"130,086","108,150
(2.00)",4.49,5700.0
치킨,태권치킨,5년 3개월,17,"224,523","86,250
(2.00)",5.88,0.0
치킨,홍안동,3년 2개월,0,0,"117,400
(2.00)",0,0
치킨,두리아,20년 7개월,35,"151,908","63,490
(1.00)",5.71,42.86
치킨,토닭토닭양념치킨,13년 5개월,5,"72,468","49,970
(1.00)",0.0,0.0
치킨,삼십구치킨,11년 9개월,24,"58,654","55,044
(1.00)",8.33,200.0
치킨,둘둘치킨,23년 9개월,121,"48,124","65,800
(1.00)",1.65,15.7
치킨,구어바 숮불BBQ 치킨,0년 0개월,0,0,"91,400
(2.00)",0,0
치킨,일일치킨(11CHICKEN),1년 7개월,4,0,"93,600
(2.00)",100.0,0.0
치킨,강정천하,1년 1개월,0,0,"118,600
(2.00)",0,0
치킨,세븐치킨,1년 4개월,12,0,"36,850
(1.00)",100.0,0.0
치킨,바비후,4년 3개월,8,"348,528","109,400
(2.00)",12.5,100.0
치킨,가마꿉,1년 3개월,4,0,"53,900
(1.00)",100.0,0.0
치킨,농부치킨,4년 9개월,5,0,"45,900
(1.00)",20.0,20.0
치킨,뭐꼬뭐꼬,5년 8개월,3,0,"99,350
(2.00)",33.33,33.33
치킨,피니치니,14년 11개월,8,"101,271","42,350
(1.00)",12.5,225.0
치킨,닭집에떡볶이,2년 6개월,5,0,"24,000
(.00)",80.0,0.0
치킨,순구치떡,4년 5개월,1,0,"57,500
(1.00)",0.0,0.0
치킨,오빠담치킨,2년 9개월,11,"109,256","13,400
(.00)",36.36,90.91
치킨,치킨버스,8년 8개월,0,0,"86,600
(2.00)",0,0
치킨,코리안바베큐,23년 0개월,138,"119,256","71,000
(1.00)",2.17,9.42
치킨,펀비어킹,11년 0개월,293,"361,400","122,250
(2.00)",25.94,9.56
치킨,닭깡,8년 9개월,10,"98,183","28,380
(1.00)",40.0,0.0
치킨,씨에프숯불바베큐치킨,22년 5개월,36,"53,252","39,050
(1.00)",0.0,600.0
치킨,컬투치킨,10년 0개월,99,"177,675","43,570
(1.00)",38.38,30.3
치킨,코리엔탈깻잎두마리치킨,6년 11개월,168,"112,883","7,571
(.00)",11.31,34.52
치킨,수상한탕수육,3년 4개월,49,"11,269","7,458
(.00)",4.08,91.84
치킨,치썸chicken(치썸치킨),3년 0개월,2,0,"40,060
(1.00)",50.0,50.0
치킨,마파치킨,11년 4개월,9,"237,760","36,300
(1.00)",0.0,11.11
치킨,치킨더홈,13년 10개월,148,"197,242","32,160
(1.00)",31.08,1309.46
치킨,존슨켄터키,6년 5개월,17,"91,332","90,550
(2.00)",0.0,100.0
치킨,화르화르,8년 9개월,28,0,"28,000
(1.00)",0.0,0.0
치킨,치킨신드롬,18년 1개월,161,"133,596","41,150
(1.00)",41.61,18.01
치킨,경아두마리치킨,16년 3개월,72,"154,867","28,100
(1.00)",36.11,16.67
치킨,치킨과 바람피자,3년 6개월,65,"254,014","43,120
(1.00)",55.38,13.85
치킨,파-닭에파무쳐,13년 2개월,24,"247,278","20,900
(.00)",4.17,4.17
치킨,양아치킨,2년 3개월,4,0,"28,170
(1.00)",100.0,25.0
치킨,치킨히어로,9년 5개월,21,"159,925","52,200
(1.00)",0.0,19.05
치킨,부뚜막치킨,8년 5개월,16,"125,005","12,450
(.00)",18.75,406.25
치킨,치킨투어237,0년 0개월,3,0,"74,600
(1.00)",100.0,0.0
치킨,오늘통닭,12년 6개월,55,"220,328","60,200
(1.00)",34.55,907.27
치킨,김종용누룽지통닭,5년 5개월,8,"401,812","93,550
(2.00)",62.5,0.0
치킨,호박치킨,2년 0개월,1,0,"68,450
(1.00)",100.0,0.0
치킨,그집마늘치킨 & 쪼닭,1년 7개월,3,0,"23,935
(.00)",100.0,0.0
치킨,오지고 찜닭,2년 3개월,2,0,"25,300
(.00)",100.0,0.0
치킨,김진철동래통닭,8년 8개월,25,"247,724","84,380
(2.00)",12.0,28.0
치킨,반반이두통찜닭,0년 0개월,0,0,"39,500
(1.00)",0,0
치킨,범벅치킨,7년 2개월,4,"176,133","64,700
(1.00)",50.0,100.0
치킨,철인7호,7년 5개월,28,"214,406","69,650
(1.00)",28.57,17.86
치킨,아이커버거&치킨,4년 0개월,7,0,"25,750
(.00)",100.0,0.0
치킨,조시치킨,1년 9개월,4,0,"6,050
(.00)",100.0,0.0
치킨,진미대왕통닭,1년 9개월,37,"201,686","39,300
(1.00)",64.86,2.7
치킨,이귀환의 진짜한마리통닭,0년 0개월,0,0,"87,800
(2.00)",0,0
치킨,111치킨,0년 11개월,0,0,"67,650
(1.00)",0,0
치킨,무성구어바베큐치킨,13년 0개월,15,"70,849","32,150
(1.00)",13.33,6.67
치킨,백년가마솥옛날통닭,4년 2개월,20,"113,316","36,300
(1.00)",55.0,5.0
치킨,무궁치킨(MUGUNG CHICKEN),0년 0개월,0,0,"59,200
(1.00)",0,0
치킨,아주커,22년 8개월,57,"241,479","32,300
(1.00)",5.26,14.04
치킨,금동이두마리치킨,1년 6개월,3,0,"37,100
(1.00)",100.0,0.0
치킨,허갈닭강정,2년 11개월,56,"82,338","18,200
(.00)",16.07,21.43
치킨,온고지신 통닭元,2년 9개월,28,"199,439","28,500
(1.00)",10.71,25.0
치킨,계동치킨,16년 6개월,108,"36,424","32,450
(1.00)",6.48,11.11
치킨,군닭400&국수,7년 7개월,1,0,"89,900
(2.00)",0.0,100.0
치킨,치킨커플,9년 11개월,7,"161,826","97,700
(2.00)",0.0,500.0
치킨,지코바양념치킨,25년 2개월,516,"231,124","57,000
(1.00)",9.11,1000.0
치킨,조선CH.S치킨,17년 11개월,24,"161,417","11,500
(.00)",8.33,12.5
치킨,교촌치킨,26년 9개월,1157,"652,690","106,684
(2.00)",7.43,0.17
치킨,가마솥옛날시골통닭,3년 2개월,3,0,"51,600
(1.00)",0.0,0.0
치킨,치킨살롱,0년 11개월,0,0,"70,470
(1.00)",0,0
치킨,1987금빛통닭,4년 4개월,7,"173,714","78,890
(1.00)",0.0,57.14
치킨,DDC치킨,3년 11개월,29,"40,918","45,665
(1.00)",20.69,120.69
치킨,치킨처럼,6년 9개월,9,"281,107","133,900
(2.00)",0.0,66.67
치킨,투마리나,3년 1개월,11,"104,511","48,300
(1.00)",81.82,118.18
치킨,치킨공방,0년 0개월,0,0,"15,200
(.00)",0,0
치킨,아침닭,5년 2개월,16,"109,352","18,200
(.00)",37.5,493.75
치킨,또또닭강정,1년 5개월,15,0,"18,200
(.00)",100.0,0.0
치킨,사바사바치킨앤비어,17년 6개월,10,"245,644","67,300
(1.00)",0.0,30.0
치킨,가마로강정,8년 11개월,134,"201,899","36,100
(1.00)",16.42,8.21
치킨,꼬레랑,2년 10개월,22,"136,800","87,450
(2.00)",27.27,13.64
치킨,국제통닭,4년 0개월,31,"185,356","43,065
(1.00)",32.26,500.0
치킨,낭만치킨,4년 8개월,22,"235,941","46,390
(1.00)",27.27,18.18
치킨,치몬치킨,0년 0개월,0,0,"42,630
(1.00)",0,0
치킨,또봉이통닭,9년 0개월,524,"106,444","28,060
(1.00)",13.93,17.94
치킨,꼭그닭치킨,5년 9개월,3,0,"179,950
(3.00)",66.67,300.0
치킨,해두리치킨,9년 3개월,25,"248,112","37,000
(1.00)",24.0,324.0
치킨,밤새우는 닭,4년 5개월,2,0,"122,350
(2.00)",0.0,0.0
치킨,맥켄치킨,19년 2개월,22,"85,527","6,400
(.00)",0.0,100.0
치킨,허대구 대구통닭,9년 5개월,22,"340,911","160,183
(3.00)",18.18,204.55
치킨,코만도,17년 10개월,14,0,"77,550
(1.00)",0.0,0.0
치킨,치킨더비,7년 8개월,5,"280,200","113,650
(2.00)",0.0,440.0
치킨,보드람 치킨,19년 5개월,162,"219,018","75,900
(1.00)",6.79,800.0
치킨,청원통닭,2년 10개월,2,0,"9,900
(.00)",0.0,0.0
치킨,꼬꼬팜,3년 7개월,7,"90,188","24,815
(.00)",14.29,0.0
치킨,하이꼬꼬,7년 4개월,27,"285,721","62,150
(1.00)",29.63,114.81
치킨,닭갈비클라쓰,1년 5개월,6,0,"38,200
(1.00)",100.0,0.0
치킨,독가마 숯불치킨,3년 8개월,7,"78,968","47,100
(1.00)",57.14,14.29
치킨,알통떡강정,9년 2개월,150,"107,173","27,600
(.00)",16.0,6.67
치킨,알리바바치킨,3년 6개월,0,0,"69,550
(1.00)",0,0
치킨,로타리치킨상회,2년 1개월,6,"206,032","57,980
(1.00)",100.0,0.0
치킨,혁명닭발,3년 0개월,2,0,"28,346
(1.00)",50.0,100.0
치킨,본초불닭발,8년 2개월,35,"63,042","43,350
(1.00)",28.57,1602.86
치킨,영 아맛나,3년 1개월,7,"130,303","15,970
(.00)",14.29,0.0
치킨,큐스,4년 0개월,0,0,"98,800
(2.00)",0,0
치킨,더착한치킨,0년 0개월,0,0,"53,600
(1.00)",0,0
치킨,홍익마늘치킨,1년 6개월,0,0,"29,200
(1.00)",0,0
치킨,행복치킨,9년 7개월,4,0,"109,250
(2.00)",0.0,0.0
치킨,한스맘숯불치킨,0년 0개월,0,0,"51,000
(1.00)",0,0
치킨,꿈을요리하다닭한끼,4년 2개월,2,0,"93,610
(2.00)",50.0,100.0
치킨,지랄닭발,2년 0개월,26,"301,094","52,800
(1.00)",100.0,0.0
치킨,치킨이즈백,1년 0개월,0,0,"44,050
(1.00)",0,0
치킨,맥시칸치킨,35년 6개월,339,"87,952","30,300
(1.00)",2.95,3100.0
치킨,치풍당당,1년 1개월,0,0,"40,700
(1.00)",0,0
치킨,못말리는파닭,13년 9개월,62,"151,605","45,900
(1.00)",4.84,1800.0
치킨,마녀치킨,6년 8개월,4,0,"109,494
(2.00)",25.0,100.0
치킨,심여사천북양념통닭,0년 0개월,0,0,"42,000
(1.00)",0,0
치킨,노랑통닭,11년 9개월,430,"433,999","53,300
(1.00)",20.7,400.7
치킨,옛날장터치킨,10년 2개월,0,0,"28,390
(1.00)",0,0
치킨,대한치킨집,0년 0개월,0,0,"55,300
(1.00)",0,0
치킨,원봉치킨,0년 0개월,0,0,"35,500
(1.00)",0,0
치킨,울통치킨,3년 11개월,5,"279,924","74,600
(1.00)",40.0,0.0
치킨,아리아리닭강정,9년 2개월,17,"46,324","52,500
(1.00)",17.65,29.41
치킨,사나운치킨,0년 0개월,0,0,"62,150
(1.00)",0,0
치킨,꿀딱,9년 0개월,5,"134,707","36,770
(1.00)",20.0,100.0
치킨,숯양두마리치킨,2년 11개월,5,"201,326","52,050
(1.00)",20.0,100.0
치킨,냠냠숯불두마리치킨,1년 11개월,11,"271,714","46,100
(1.00)",100.0,0.0
치킨,참나무장작구이고영닭,1년 10개월,1,0,"48,190
(1.00)",100.0,0.0
치킨,갓모어치킨,1년 5개월,2,0,"59,650
(1.00)",100.0,0.0
치킨,오후엔치킨,6년 10개월,5,"171,980","58,180
(1.00)",0.0,60.0
치킨,둘마니치킨,5년 8개월,10,"106,320","41,800
(1.00)",0.0,10.0
치킨,비에이치씨(BHC),16년 6개월,1518,"435,093","80,130
(1.00)",10.94,1606.65
치킨,참맛치킨 꿀맛닭강정,2년 5개월,0,0,"42,900
(1.00)",0,0
치킨,청년이닭,1년 1개월,0,0,"46,200
(1.00)",0,0
치킨,후라이드참잘하는집,4년 0개월,0,"446,688","35,600
(.00)",0,0
피자,피자덕후,0년 0개월,0,0,"79,000
(1.00)",0,0
피자,일인용피자,0년 9개월,0,0,"59,320
(1.00)",0,0
피자,미스터피자,24년 6개월,235,"349,280","236,253
(3.00)",3.4,3200.0
피자,아이러브피자,13년 10개월,28,"98,578","46,000
(1.00)",0.0,21.43
피자,피자 아이씨,1년 0개월,9,0,"63,800
(1.00)",100.0,0.0
피자,크라비츠피자,0년 4개월,0,0,"39,490
(1.00)",0,0
피자,할리데이피자,0년 0개월,0,0,"43,800
(1.00)",0,0
피자,피자나라 치킨공주,17년 9개월,354,"337,438","55,450
(1.00)",14.69,205.37
피자,자가제빵 선명희피자,2년 9개월,29,"379,721","56,800
(1.00)",68.97,3.45
피자,레코드피자,0년 0개월,0,0,"74,480
(1.00)",0,0
피자,몽's 피자,0년 0개월,0,0,"46,500
(1.00)",0,0
피자,트래블피자,0년 0개월,0,0,"60,200
(1.00)",0,0
피자,피자다움,0년 0개월,0,0,"25,850
(.00)",0,0
피자,피자닷,0년 0개월,8,"178,681","34,012
(.00)",100.0,0.0
피자,피자라네,0년 10개월,0,0,"28,600
(.00)",0,0
피자,미사랑임실치즈피자,14년 8개월,8,"57,819","74,792
(1.00)",0.0,200.0
피자,도미노피자,30년 5개월,353,"748,081","247,250
(3.00)",3.4,0.57
피자,호놀룰루피자,0년 0개월,0,0,"149,100
(2.00)",0,0
피자,피자캡틴즈,0년 10개월,0,0,"53,470
(1.00)",0,0
피자,피자캠프,0년 0개월,0,0,"58,850
(1.00)",0,0
피자,피자블럭,0년 0개월,0,0,"79,200
(1.00)",0,0
피자,피자헛,23년 4개월,319,"717,028","239,071
(3.00)",3.13,102.82
피자,청담피자,0년 0개월,0,0,"64,545
(1.00)",0,0
피자,왕손피자,1년 9개월,3,0,"44,280
(1.00)",100.0,0.0
피자,1830피자,3년 2개월,5,"194,673","69,850
(1.00)",20.0,0.0
피자,수타5900,10년 3개월,63,0,"36,300
(1.00)",9.52,400.0
피자,피자몰,22년 10개월,6,"473,914","522,600
(7.00)",0.0,16.67
피자,피자는 치즈빨,0년 8개월,0,0,"46,100
(1.00)",0,0
피자,파파존스피자,16년 3개월,148,"451,966","193,119
(3.00)",18.24,0.68
피자,옐로우피자(YELLOW PIZZA),7년 0개월,22,"285,582","53,680
(1.00)",45.45,104.55
피자,포피스피자,0년 0개월,0,0,"71,700
(1.00)",0,0
피자,임실치즈피자,22년 0개월,24,"47,558","76,750
(1.00)",4.17,29.17
피자,피치랑,6년 10개월,18,"198,759","42,600
(1.00)",94.44,611.11
피자,고스트피자 메이커스,0년 0개월,0,0,"48,300
(1.00)",0,0
피자,피자뿌,0년 0개월,0,0,"45,760
(1.00)",0,0
피자,PIZZA BOX(피자박스),4년 4개월,7,"322,286","29,170
(.00)",42.86,14.29
피자,피자에땅,21년 11개월,236,"160,388","108,780
(2.00)",1.69,1004.66
피자,포르타나(PORTANA),0년 0개월,0,0,"125,065
(2.00)",0,0
피자,피자쿠치나,0년 0개월,0,0,"58,300
(1.00)",0,0
피자,7번가피자,24년 1개월,185,"237,440","85,500
(1.00)",7.03,4.86
피자,피자헤븐,12년 1개월,72,"229,903","70,797
(1.00)",13.89,23.61
피자,피자파는집,2년 0개월,60,"275,366","54,450
(1.00)",100.0,0.0
피자,뽕뜨락피자,11년 5개월,164,"134,515","83,900
(1.00)",5.49,23.78
피자,59피자(오구피자),12년 9개월,523,"126,663","53,900
(1.00)",2.87,8.99
피자,브로스피자&파스타,1년 8개월,2,0,"70,400
(1.00)",100.0,0.0
피자,고피자(GOPIZZA),2년 9개월,38,"262,949","81,300
(1.00)",89.47,10.53
피자,치즈쇼피자,1년 4개월,1,0,"70,920
(1.00)",100.0,0.0
피자,오리지널시카고,6년 3개월,14,"380,343","227,700
(3.00)",28.57,14.29
피자,피자 1989,0년 0개월,0,0,"65,700
(1.00)",0,0
피자,피자네플러스,1년 5개월,1,0,"50,070
(1.00)",100.0,0.0
피자,엘에이치씨피자탑(LHC PIZZA TOP),2년 6개월,21,"299,964","58,600
(1.00)",80.95,0.0
피자,피자런,0년 0개월,0,0,"42,926
(1.00)",0,0
피자,굿바이브(GOOD VIBE),0년 8개월,0,0,"53,800
(1.00)",0,0
피자,반올림피자샵,6년 5개월,231,"422,230","36,300
(1.00)",6.49,400.0
피자,하이스트피자,1년 4개월,3,0,"22,130
(.00)",100.0,0.0
피자,피자메카,1년 6개월,2,0,"59,100
(1.00)",100.0,0.0
피자,자연임실치즈피자,6년 2개월,18,"199,931","58,550
(1.00)",16.67,300.0
피자,맥주를구한피자,2년 1개월,7,0,"55,500
(1.00)",100.0,0.0
피자,올스타피자,2년 0개월,5,0,"64,900
(1.00)",100.0,0.0
피자,피자인,1년 10개월,5,0,"49,500
(1.00)",100.0,0.0
피자,나루에프엔비톰스(나루F&B톰스),3년 7개월,5,"121,023","44,800
(1.00)",0.0,200.0
피자,황철수피자,25년 4개월,19,0,"38,390
(1.00)",5.26,200.0
피자,후니피자,10년 5개월,16,"70,949","55,800
(1.00)",0.0,106.25
피자,꾸버스피자,1년 4개월,2,0,"37,200
(1.00)",100.0,0.0
피자,땡스피자,1년 0개월,0,0,"96,300
(1.00)",0,0
피자,오즈앙,1년 4개월,1,0,"44,880
(1.00)",100.0,0.0
피자,엘리펀트피자(ELEPHANT PIZZA),2년 8개월,7,"256,187","41,800
(1.00)",42.86,0.0
피자,피자엠소마,2년 2개월,5,0,"44,405
(1.00)",100.0,0.0
피자,청년피자 EXPRESS,0년 0개월,0,0,"29,250
(.00)",0,0
피자,청년피자,3년 0개월,157,"310,145","43,076
(1.00)",75.8,305.73
피자,AMERICAN PIZZA(아메리칸피자),1년 2개월,0,0,"69,630
(1.00)",0,0
피자,한명숙피자치킨,14년 7개월,10,"92,040","40,700
(1.00)",0.0,10.0
피자,바이 더 피자 앤 치킨,0년 0개월,0,0,"64,350
(1.00)",0,0
피자,피자투어,13년 5개월,50,0,"49,800
(1.00)",6.0,1602.0
피자,Crew Pizza(크루피자),0년 0개월,0,0,"35,820
(1.00)",0,0
피자,피제이(PJ)피자,0년 9개월,21,"303,485","59,970
(1.00)",104.76,4.76
피자,100년의피자카페인시애틀,4년 8개월,30,0,"55,550
(1.00)",13.33,600.0
피자,피자플래넷,0년 0개월,0,0,"30,963
(.00)",0,0
피자,덤덤뉴욕스타일(DUM DUM New York Style),0년 0개월,0,0,"41,460
(1.00)",0,0
피자,프레드피자,0년 0개월,0,0,"0
(.00)",0,0
피자,피굽남피자,1년 10개월,18,"209,255","51,480
(1.00)",100.0,0.0
피자,BIGZZA(빅짜),4년 5개월,1,0,"42,250
(1.00)",0.0,0.0
피자,피자팬팬,0년 0개월,0,0,"44,450
(1.00)",0,0
피자,피자알볼로,13년 6개월,269,"406,608","106,200
(1.00)",2.97,302.6
피자,900달러,3년 7개월,1,0,"91,300
(1.00)",0.0,100.0
피자,피자1번가,7년 9개월,25,"55,576","50,050
(1.00)",0.0,20.0
피자,레트로지,0년 9개월,0,0,"19,600
(.00)",0,0
피자,빨간모자피자,15년 8개월,19,"250,921","80,185
(1.00)",31.58,300.0
피자,피자와치킨,1년 9개월,2,0,"47,940
(1.00)",100.0,0.0
피자,피자대장,0년 0개월,0,0,"43,200
(1.00)",0,0
피자,PIZZA ONE(피자원),0년 0개월,0,0,"47,100
(1.00)",0,0
피자,피자스쿨,14년 10개월,574,"149,243","63,500
(1.00)",1.57,1.92
피자,피자스쿨,9년 2개월,312,"149,243","63,500
(1.00)",2.88,3.53
피자,피자네버슬립스,0년 11개월,3,0,"171,400
(2.00)",100.0,0.0
피자,피자마루,14년 2개월,619,"150,390","62,680
(1.00)",5.01,4.36
