업종,브랜드,가맹사업 년수,가맹점수,"가맹점
평균매출액","합계
(창업비용
지수)",개점률,폐점률
한식,바보형제쭈꾸미,7년 0개월,21,"445,993","157,950
(1.00)",4.76,200.0
한식,철판위에빨간쭈꾸미,7년 8개월,2,0,"64,150
(.00)",0.0,200.0
한식,마당쇠돼지갈비,12년 0개월,23,"199,716","64,150
(.00)",13.04,200.0
한식,마당쇠껍데기와소금구이,7년 4개월,21,"87,050","57,220
(.00)",85.71,0.0
한식,돈오락쪽갈비,11년 0개월,31,"247,682","85,850
(.00)",29.03,300.0
한식,김쉐프의족家,0년 0개월,0,0,"56,900
(.00)",0,0
한식,대독장,6년 2개월,24,"367,470","95,950
(.00)",4.17,0.0
한식,행복한찜닭,0년 11개월,3,0,"19,910
(.00)",100.0,0.0
한식,배불뚝집,16년 1개월,5,0,"97,400
(.00)",0.0,0.0
한식,두근두근숨쉬는숨두부,0년 0개월,0,0,"76,105
(.00)",0,0
한식,송주불냉면앤칼국수,15년 10개월,46,"85,882","43,350
(.00)",23.91,6.52
한식,도도랑,8년 11개월,9,"308,028","117,350
(.00)",0.0,0.0
한식,제주미향해장국,5년 8개월,13,"231,994","76,500
(.00)",0.0,0.0
한식,생돈우리,0년 0개월,0,0,"99,735
(.00)",0,0
한식,해장옥,3년 11개월,2,0,"205,800
(1.00)",0.0,0.0
한식,한촌설렁탕,34년 8개월,92,"542,583","149,100
(.00)",22.83,3.26
한식,백미옛날갈비,2년 6개월,6,"599,835","122,700
(.00)",50.0,16.67
한식,정성신더큰도시락,7년 0개월,34,0,"54,250
(.00)",41.18,41.18
한식,똥찌비,1년 9개월,1,0,"53,700
(.00)",100.0,0.0
한식,더담 부대찌개,2년 3개월,5,"318,723","107,600
(.00)",80.0,0.0
한식,곱깨비,3년 1개월,32,"73,096","37,400
(.00)",40.62,40.62
한식,통큰손쭈꾸미마을,5년 4개월,4,"443,705","136,450
(.00)",0.0,125.0
한식,미사리밀빛초계국수,8년 11개월,25,"523,696","82,700
(.00)",20.0,208.0
한식,교동면옥,3년 3개월,35,"820,597","93,950
(.00)",62.86,0.0
한식,명랑회관,4년 5개월,3,"641,586","128,450
(.00)",0.0,0.0
한식,맨도롱국수,0년 0개월,0,0,"110,300
(.00)",0,0
한식,곱분이 곱창,2년 7개월,43,"408,759","58,740
(.00)",100.0,13.95
한식,수육국밥.보쌈전문점 더참맛수육국밥앤보쌈,8년 7개월,17,"510,488","80,000
(.00)",0.0,5.88
한식,시루향기,13년 0개월,51,"393,211","112,650
(.00)",0.0,25.49
한식,혼밥대장,2년 11개월,21,"227,857","116,300
(.00)",52.38,0.0
한식,유가네 한우곰탕,6년 2개월,72,"117,425","166,100
(1.00)",47.22,26.39
한식,황금바가지,0년 11개월,0,0,"54,350
(.00)",0,0
한식,오릿대,15년 0개월,0,0,"233,630
(1.00)",0,0
한식,주원명가,13년 1개월,9,"166,260","123,740
(.00)",0.0,100.0
한식,김해시락국밥,13년 5개월,17,"114,989","38,500
(.00)",11.76,11.76
한식,전주옥,7년 10개월,5,"138,382","51,500
(.00)",0.0,0.0
한식,부대장,3년 3개월,9,"136,629","103,100
(.00)",100.0,0.0
한식,홍춘천,5년 5개월,145,"218,042","117,600
(.00)",30.34,3200.0
한식,장도뚝배기,4년 10개월,6,"209,606","65,400
(.00)",0.0,83.33
한식,천하제일족발,6년 8개월,15,"191,212","119,750
(.00)",33.33,1200.0
한식,계경순대국,6년 10개월,42,"302,623","57,150
(.00)",21.43,16.67
한식,무한장소,4년 4개월,8,"100,179","147,650
(.00)",0.0,300.0
한식,하루방뒷고기,8년 8개월,2,0,"156,850
(.00)",0.0,0.0
한식,호구의 족발보쌈,6년 0개월,4,0,"32,833
(.00)",0.0,0.0
한식,한모둠,12년 9개월,44,"332,937","130,093
(.00)",0.0,20.45
한식,송담추어탕,10년 11개월,92,"393,135","92,000
(.00)",18.48,11.96
한식,옛날농장,20년 2개월,16,"1,081,265","125,516
(.00)",6.25,0.0
한식,아수라불닭발,0년 0개월,0,0,"31,400
(.00)",0,0
한식,한뚝수육국밥,2년 0개월,24,0,"77,700
(.00)",100.0,0.0
한식,나씨네 뒷고기,0년 0개월,0,0,"59,675
(.00)",0,0
한식,신송자 신마산 식당,1년 3개월,1,0,"105,300
(.00)",100.0,0.0
한식,경성뼈대,0년 11개월,0,0,"118,600
(.00)",0,0
한식,도천진짜순대,10년 8개월,3,0,"73,374
(.00)",0.0,0.0
한식,이동근선산뒷고기,4년 9개월,8,"281,250","87,900
(.00)",25.0,25.0
한식,쫄삼예찬,1년 1개월,0,0,"118,600
(.00)",0,0
한식,쭈꾸미집,5년 4개월,2,0,"61,400
(.00)",0.0,100.0
한식,돈갈비,3년 4개월,3,0,"85,050
(.00)",0.0,100.0
한식,논보달,0년 0개월,0,0,"8,500
(.00)",0,0
한식,조선비빔,0년 11개월,0,0,"118,600
(.00)",0,0
한식,조선푸줏간,0년 11개월,0,0,"118,600
(.00)",0,0
한식,돔베초밥,2년 7개월,8,"1,217,009","398,800
(1.00)",12.5,0.0
한식,해적면,0년 11개월,0,0,"118,600
(.00)",0,0
한식,홍할매,1년 1개월,0,0,"118,600
(.00)",0,0
한식,황찜,0년 11개월,0,0,"118,600
(.00)",0,0
한식,홍대칼국수와족발,8년 3개월,30,"308,167","113,900
(.00)",26.67,16.67
한식,역전국밥,0년 11개월,10,"701,638","83,400
(.00)",100.0,0.0
한식,접시고기,1년 11개월,9,"614,478","67,450
(.00)",100.0,0.0
한식,0919여수돌문어,5년 10개월,0,0,"226,152
(1.00)",0,0
한식,곱창백화점,0년 11개월,4,0,"75,900
(.00)",100.0,0.0
한식,소래버섯나라,11년 7개월,6,"365,000","183,370
(1.00)",0.0,16.67
한식,남노갈비,16년 5개월,15,"142,536","128,200
(.00)",6.67,26.67
한식,두반닭,1년 10개월,0,0,"374,014,740
(1187.00)",0,0
한식,참이맛감자탕,15년 7개월,63,"454,055","118,500
(.00)",7.94,1203.17
한식,밥은화,1년 7개월,15,0,"56,550
(.00)",100.0,0.0
한식,셰프의 국수앤육개장,7년 11개월,10,"237,519","65,910
(.00)",20.0,30.0
한식,본래순대,6년 11개월,85,"170,719","95,090
(.00)",10.59,22.35
한식,한가네숯불닭갈비,7년 5개월,46,"461,700","103,282
(.00)",19.57,700.0
한식,항정사이,0년 11개월,0,0,"128,750
(.00)",0,0
한식,대부면가 우리밀칼국수,0년 0개월,0,0,"101,600
(.00)",0,0
한식,양대장,1년 4개월,4,0,"80,900
(.00)",100.0,0.0
한식,배사장,1년 10개월,6,"373,482","52,740
(.00)",100.0,0.0
한식,진지방,0년 0개월,0,0,"57,550
(.00)",0,0
한식,THE 팔당,3년 8개월,2,0,"103,450
(.00)",0.0,0.0
한식,부산아지매국밥,7년 10개월,44,"439,685","100,750
(.00)",18.18,104.55
한식,대부대왕유부초밥,0년 11개월,0,0,"32,810
(.00)",0,0
한식,육콩,4년 10개월,4,"230,000","102,220
(.00)",0.0,0.0
한식,명태천국 명태조림감자탕,0년 11개월,0,0,"94,400
(.00)",0,0
한식,이용민의 유성닭발,6년 3개월,17,0,"65,626
(.00)",0.0,17.65
한식,군산오징어,9년 4개월,30,"263,125","108,880
(.00)",10.0,520.0
한식,만석장,1년 3개월,2,0,"238,596
(1.00)",100.0,0.0
한식,오매족,8년 4개월,4,0,"114,300
(.00)",0.0,300.0
한식,신가네정읍국밥,5년 7개월,9,"314,120","199,898
(1.00)",33.33,0.0
한식,화요옥,2년 7개월,12,"102,927","113,100
(.00)",125.0,75.0
한식,가리본가,3년 5개월,2,0,"237,150
(1.00)",100.0,0.0
한식,776(칠칠육),2년 3개월,4,0,"38,170
(.00)",100.0,25.0
한식,아재불닭발,4년 2개월,13,"237,972","21,130
(.00)",61.54,0.0
한식,문래돼지불백,4년 4개월,9,"364,293","70,100
(.00)",11.11,0.0
한식,서초동찜갈비7059,0년 0개월,0,0,"2,200
(.00)",0,0
한식,다찜,0년 11개월,8,0,"96,600
(.00)",100.0,0.0
한식,토골술막 항아리 숯불 닭구이,0년 0개월,0,0,"55,314
(.00)",0,0
한식,토고리 옛날막창 소갈비살,4년 7개월,36,"245,670","62,261
(.00)",58.33,511.11
한식,아빠곰탕,5년 6개월,24,"230,511","108,200
(.00)",20.83,54.17
한식,찌개의 역사,2년 4개월,5,"229,113","39,500
(.00)",80.0,0.0
한식,홈인샤브&월남쌈 마이홈잇,1년 3개월,0,0,"33,150
(.00)",0,0
한식,제주까망돼지,2년 10개월,10,0,"20,400
(.00)",50.0,10.0
한식,이서면장국수잘하는집,0년 0개월,0,0,"85,740
(.00)",0,0
한식,이불덮밥,2년 7개월,4,0,"60,300
(.00)",50.0,0.0
한식,씨앤오푸드,0년 0개월,0,0,"47,520
(.00)",0,0
한식,두부만드는사람들,0년 0개월,0,0,"69,650
(.00)",0,0
한식,소중한한끼담은사골순대국,0년 11개월,0,0,"37,610
(.00)",0,0
한식,가마솥국밥.보쌈,3년 11개월,12,0,"83,510
(.00)",75.0,16.67
한식,더짱터,2년 5개월,1,0,"106,200
(.00)",0.0,0.0
한식,순흥골,11년 8개월,7,"554,414","149,370
(.00)",0.0,100.0
한식,정직유부,2년 0개월,13,0,"63,640
(.00)",100.0,0.0
한식,브라더직화배달삼겹,2년 5개월,0,0,"22,000
(.00)",0,0
한식,제주둘레국수,2년 7개월,9,"296,617","69,750
(.00)",100.0,11.11
한식,마왕족발,4년 7개월,105,0,"46,580
(.00)",20.95,10.48
한식,일등가,0년 11개월,1,0,"208,440
(1.00)",100.0,0.0
한식,송옥,0년 11개월,6,"805,081","139,800
(.00)",100.0,0.0
한식,육전국밥,2년 5개월,12,"250,034","143,550
(.00)",108.33,8.33
한식,춘향골남원추어탕,23년 10개월,40,"421,453","12,000
(.00)",2.5,5.0
한식,혼밥의 정석,0년 11개월,3,0,"33,250
(.00)",100.0,0.0
한식,마통삼(마스터통삼겹),3년 4개월,71,"168,369","48,090
(.00)",54.93,408.45
한식,고여금 감자탕,3년 3개월,3,0,"8,600
(.00)",100.0,33.33
한식,윤남이할머니 경산집,3년 3개월,6,0,"52,500
(.00)",16.67,50.0
한식,본토배기,5년 6개월,0,0,"90,000
(.00)",0,0
한식,한고집 김치찌개,0년 0개월,0,0,"68,800
(.00)",0,0
한식,조선화로집,3년 2개월,55,"1,421,451","128,500
(.00)",74.55,9.09
한식,조선갈비실록,0년 0개월,0,0,"421,500
(1.00)",0,0
한식,맨날국수,0년 0개월,0,0,"87,800
(.00)",0,0
한식,제주 흑다돈,9년 8개월,18,"230,195","121,600
(.00)",0.0,111.11
한식,제주도야지판,7년 6개월,5,"510,868","253,600
(1.00)",0.0,60.0
한식,제주흑다돈 왕족발,9년 1개월,0,0,"99,650
(.00)",0,0
한식,감동까스,2년 5개월,43,"199,696","20,050
(.00)",58.14,53.49
한식,이바돔감자탕,19년 8개월,82,"717,336","244,800
(1.00)",7.32,1814.63
한식,이바돔 외식 Family,5년 10개월,15,"772,238","244,800
(1.00)",0.0,620.0
한식,바다사랑,3년 6개월,1,0,"127,210
(.00)",100.0,100.0
한식,돼지나라,0년 0개월,0,0,"179,000
(1.00)",0,0
한식,황금돈맛,0년 0개월,0,0,"104,500
(.00)",0,0
한식,김치찌개미화식당,1년 5개월,6,0,"76,122
(.00)",100.0,0.0
한식,월국시,0년 0개월,0,0,"63,000
(.00)",0,0
한식,네모오징어,6년 6개월,6,0,"135,350
(.00)",83.33,16.67
한식,미스터시래기,6년 5개월,0,0,"239,200
(1.00)",0,0
한식,이여곰탕,2년 3개월,3,0,"93,258
(.00)",66.67,0.0
한식,해늘찹쌀순대,12년 5개월,6,0,"141,998
(.00)",33.33,33.33
한식,형제들 감자탕,2년 2개월,10,"623,654","92,010
(.00)",100.0,0.0
한식,닭발먹은새우,4년 8개월,4,0,"62,500
(.00)",50.0,275.0
한식,육회먹은연어,5년 8개월,6,"409,310","54,700
(.00)",33.33,33.33
한식,조선팔도,6년 10개월,1,0,"100,450
(.00)",0.0,0.0
한식,진가네 간장게장&양념게장,0년 0개월,0,0,"24,750
(.00)",0,0
한식,일호감자탕,5년 4개월,9,"396,564","90,510
(.00)",100.0,0.0
한식,닭불92,0년 0개월,0,0,"111,220
(.00)",0,0
한식,강촌식당,2년 5개월,13,"456,167","115,300
(.00)",69.23,15.38
한식,돈통마늘보쌈,11년 7개월,77,"315,111","77,900
(.00)",7.79,900.0
한식,밥엔청국장,6년 6개월,3,0,"83,500
(.00)",33.33,0.0
한식,찌개애감동,15년 4개월,5,0,"76,800
(.00)",0.0,20.0
한식,좋구먼반상,3년 6개월,3,0,"115,050
(.00)",33.33,0.0
한식,월선네,10년 10개월,11,"325,292","66,500
(.00)",54.55,9.09
한식,흑백집,1년 9개월,2,0,"114,040
(.00)",100.0,0.0
한식,킹콩부대찌개,8년 10개월,133,"291,559","106,150
(.00)",17.29,10.53
한식,송화삼계탕&닭갈비,3년 8개월,6,"291,236","109,700
(.00)",16.67,0.0
한식,맛차돌,0년 0개월,0,0,"76,480
(.00)",0,0
한식,청진동해장국,13년 11개월,21,0,"60,200
(.00)",0.0,0.0
한식,육갈탕,3년 7개월,6,0,"93,000
(.00)",66.67,33.33
한식,팔색삼겹살,8년 9개월,7,"847,357","98,600
(.00)",14.29,114.29
한식,김선영 대구왕뽈면옥,1년 10개월,7,0,"70,200
(.00)",100.0,0.0
한식,콩불,12년 0개월,36,"306,590","70,250
(.00)",5.56,827.78
한식,갈비1번가,1년 8개월,2,0,"75,600
(.00)",100.0,0.0
한식,기막힌뒷고기,2년 8개월,5,"194,146","72,400
(.00)",0.0,0.0
한식,언덕집,0년 0개월,0,0,"127,650
(.00)",0,0
한식,무한정차돌,0년 0개월,0,0,"89,020
(.00)",0,0
한식,류아저씨의화동생갈비,6년 9개월,6,0,"94,300
(.00)",0.0,0.0
한식,용두동갈비,0년 0개월,0,0,"129,500
(.00)",0,0
한식,타도삼겹,0년 11개월,4,0,"112,300
(.00)",100.0,0.0
한식,39℃락,2년 1개월,9,"104,162","69,430
(.00)",100.0,0.0
한식,춘천중앙로숯불닭갈비,1년 10개월,3,"253,347","89,050
(.00)",100.0,0.0
한식,요달의 찜닭,2년 2개월,19,"300,000","48,400
(.00)",100.0,0.0
한식,리라김밥,5년 5개월,3,0,"48,760
(.00)",0.0,0.0
한식,3일국밥,5년 4개월,8,"229,273","75,800
(.00)",37.5,75.0
한식,약선당,0년 0개월,0,0,"132,900
(.00)",0,0
한식,첨단돌솥감자탕,5년 8개월,24,"134,364","133,150
(.00)",16.67,8.33
한식,한옥집김치찜,2년 4개월,8,"587,370","164,000
(1.00)",62.5,0.0
한식,첨단한우국밥5900원,1년 4개월,2,0,"133,150
(.00)",100.0,0.0
한식,진고집동해동태탕&냉면,4년 2개월,8,"334,397","85,050
(.00)",25.0,0.0
한식,일오닭갈비,6년 4개월,4,0,"80,300
(.00)",0.0,75.0
한식,9라파 부대찌개,3년 9개월,6,0,"58,275
(.00)",33.33,0.0
한식,백채,6년 3개월,140,"253,638","46,860
(.00)",10.71,700.0
한식,153포인츠(POINTZ),6년 11개월,9,"355,533","87,510
(.00)",0.0,0.0
한식,뚱뚱이할머니족발보쌈,16년 4개월,18,"20,813","20,680
(.00)",5.56,0.0
한식,진배기 원조할매국밥,14년 4개월,65,"283,061","74,000
(.00)",0.0,500.0
한식,꿀백,0년 0개월,0,0,"79,800
(.00)",0,0
한식,바른사나이뚝배기,4년 4개월,4,0,"65,350
(.00)",75.0,0.0
한식,집밥e선생,1년 8개월,9,0,"34,500
(.00)",100.0,0.0
한식,쎌빠,10년 10개월,7,"291,098","125,750
(.00)",0.0,100.0
한식,맛찬들왕소금구이,7년 11개월,92,"1,171,640","182,500
(1.00)",9.78,500.0
한식,왔쏘,3년 7개월,10,"452,522","16,500
(.00)",10.0,20.0
한식,본도시락,10년 5개월,348,"322,355","80,495
(.00)",8.62,3.16
한식,남자마늘보쌈,7년 8개월,5,"589,627","195,850
(1.00)",0.0,300.0
한식,맛깔참죽,17년 8개월,131,"157,490","63,150
(.00)",14.5,2000.0
한식,아지야가꿉으께,3년 3개월,6,"248,596","28,400
(.00)",16.67,50.0
한식,최용석의 뼈큰청진동해장국,12년 9개월,5,"536,434","129,300
(.00)",0.0,20.0
한식,뼈큰감자탕,5년 2개월,16,"496,015","164,500
(1.00)",6.25,0.0
한식,맛있는찜닭 맛찜,0년 0개월,0,0,"26,300
(.00)",0,0
한식,우리동네 대패집,3년 11개월,5,"289,406","50,300
(.00)",20.0,0.0
한식,개미집,6년 5개월,44,0,"166,000
(1.00)",13.64,1200.0
한식,김사또산더미오리&탕,0년 0개월,0,0,"126,000
(.00)",0,0
한식,1897삼학어묵,0년 11개월,0,0,"56,700
(.00)",0,0
한식,러버덕,0년 11개월,0,0,"64,400
(.00)",0,0
한식,해빔,5년 10개월,4,0,"135,900
(.00)",50.0,0.0
한식,신라찜닭,0년 0개월,0,0,"68,000
(.00)",0,0
한식,전주24시참편한39콩나물국밥,3년 7개월,14,"543,426","136,700
(.00)",42.86,0.0
한식,닭발싸롱,5년 6개월,13,"271,456","51,700
(.00)",53.85,30.77
한식,강가네해물섞어찜,0년 0개월,0,0,"161,150
(1.00)",0,0
한식,바우네 나주곰탕,3년 5개월,53,"281,883","70,980
(.00)",33.96,1700.0
한식,소공동뚝배기집,6년 0개월,15,"378,451","78,375
(.00)",6.67,46.67
한식,삼겹파티,10년 0개월,50,"250,617","75,050
(.00)",2.0,18.0
한식,뚱삼이와대삼이,5년 7개월,25,"331,503","88,600
(.00)",12.0,8.0
한식,개정,11년 5개월,15,"836,139","283,000
(1.00)",0.0,0.0
한식,계탄집,4년 3개월,4,0,"76,570
(.00)",0.0,75.0
한식,정성으로 빚은 만두고을,3년 5개월,1,0,"196,780
(1.00)",0.0,100.0
한식,신교령사골순대국,4년 8개월,4,0,"110,000
(.00)",50.0,0.0
한식,고향옥얼큰순대국,8년 0개월,15,"743,713","110,000
(.00)",46.67,0.0
한식,한올면옥,0년 11개월,14,"376,898","187,550
(1.00)",35.71,107.14
한식,반마리가격에한마리반한찜닭,1년 8개월,9,"126,044","34,933
(.00)",100.0,0.0
한식,택이네 조개전골,2년 2개월,15,"562,955","91,300
(.00)",66.67,0.0
한식,1005고릴라스테이크삼겹,0년 0개월,0,0,"102,900
(.00)",0,0
한식,해안식당,2년 5개월,4,0,"151,300
(.00)",75.0,100.0
한식,모두의만족,4년 10개월,15,"299,573","32,700
(.00)",60.0,46.67
한식,서민족발,0년 0개월,0,0,"41,050
(.00)",0,0
한식,국민부대찌개,0년 0개월,0,0,"41,600
(.00)",0,0
한식,갈비에 빠지다,2년 6개월,6,"484,411","106,400
(.00)",83.33,0.0
한식,국민수육국밥&막국수,6년 3개월,10,"194,155","94,870
(.00)",0.0,220.0
한식,김태연 국민 동태탕∙찜,0년 0개월,0,0,"64,900
(.00)",0,0
한식,빛뜰,0년 11개월,0,0,"318,000
(1.00)",0,0
한식,밤새먹소,4년 3개월,10,"744,904","97,950
(.00)",50.0,0.0
한식,돼지청문회,2년 3개월,4,0,"85,600
(.00)",75.0,0.0
한식,두부품은육개장,1년 5개월,1,0,"93,300
(.00)",100.0,0.0
한식,바우네나주곰탕,6년 4개월,174,"260,826","72,630
(.00)",45.98,18.39
한식,본죽&비빔밥cafe,6년 2개월,397,"328,888","101,010
(.00)",26.95,1.51
한식,갈비냉면,2년 2개월,21,"84,263","36,947
(.00)",104.76,4.76
한식,The 진한 나주곰탕 1인용,2년 2개월,49,"67,307","37,489
(.00)",116.33,16.33
한식,본죽,18년 3개월,1087,"198,712","71,750
(.00)",0.37,6.35
한식,온리김치찌개(Only김치찌개),2년 9개월,27,"82,582","36,410
(.00)",92.59,33.33
한식,흙에서,0년 0개월,0,0,"65,400
(.00)",0,0
한식,보노보노웍,2년 3개월,0,0,"41,600
(.00)",0,0
한식,해밭 김치찌개,0년 0개월,0,0,"42,150
(.00)",0,0
한식,송미미네집,3년 2개월,4,0,"74,720
(.00)",0.0,25.0
한식,자박갈비,2년 10개월,6,"532,093","103,100
(.00)",50.0,0.0
한식,토향,3년 10개월,1,0,"125,100
(.00)",0.0,0.0
한식,자갈치식당,2년 7개월,10,0,"97,850
(.00)",130.0,60.0
한식,신사동고두목야식,1년 5개월,9,0,"40,500
(.00)",100.0,0.0
한식,일품장수미역,4년 1개월,10,"231,646","139,680
(.00)",30.0,30.0
한식,소소한쌈,1년 11개월,4,0,"67,450
(.00)",100.0,0.0
한식,명사순대,5년 4개월,5,"291,465","94,550
(.00)",20.0,20.0
한식,생생낙지,10년 5개월,6,"155,754","134,780
(.00)",16.67,0.0
한식,통뼈감자탕,19년 9개월,95,0,"109,150
(.00)",0.0,3.16
한식,조마루감자탕,24년 2개월,190,"292,787","154,478
(.00)",3.16,1200.0
한식,전주24시자연담은 노랑콩,2년 8개월,4,0,"102,800
(.00)",25.0,0.0
한식,만권화밥,4년 7개월,16,"191,758","90,000
(.00)",62.5,0.0
한식,안녕숯불,5년 1개월,4,0,"85,850
(.00)",75.0,50.0
한식,소고기아바이순대국,5년 8개월,0,0,"147,000
(.00)",0,0
한식,킹스덮밥(King's 덮밥),4년 11개월,1,0,"84,800
(.00)",0.0,100.0
한식,와우곱창,1년 10개월,26,0,"59,200
(.00)",153.85,57.69
한식,마린보이동태탕.찜.코다리1번가,3년 9개월,17,"182,844","79,500
(.00)",41.18,700.0
한식,육감족,2년 8개월,1,0,"79,550
(.00)",0.0,0.0
한식,추담추어정,0년 0개월,0,0,"247,600
(1.00)",0,0
한식,강학구참국밥,1년 9개월,3,0,"112,300
(.00)",100.0,0.0
한식,우박집,10년 0개월,10,"349,598","70,050
(.00)",10.0,20.0
한식,쭈꾸미본색,0년 0개월,0,0,"75,200
(.00)",0,0
한식,계경목장,8년 0개월,2,0,"73,350
(.00)",50.0,50.0
한식,해물감자탕,1년 7개월,2,0,"93,050
(.00)",100.0,0.0
한식,꽃송이버섯샤브만두,0년 0개월,0,0,"98,000
(.00)",0,0
한식,시골애,11년 10개월,19,"485,817","117,700
(.00)",0.0,0.0
한식,우된장,0년 11개월,7,"223,286","35,200
(.00)",100.0,0.0
한식,감성족발,3년 2개월,8,"206,593","64,600
(.00)",12.5,12.5
한식,밥통령,3년 9개월,60,"98,387","8,800
(.00)",50.0,13.33
한식,삼교리동치미막국수,8년 0개월,12,"429,789","135,000
(.00)",41.67,8.33
한식,다담뜰 한식뷔페,6년 2개월,15,"1,362,000","678,800
(2.00)",0.0,100.0
한식,봉할매김치찌개불백,4년 2개월,10,"205,749","94,600
(.00)",40.0,30.0
한식,삼곱식당,5년 1개월,20,"572,205","118,900
(.00)",40.0,30.0
한식,담미온,3년 6개월,11,"860,099","130,800
(.00)",45.45,0.0
한식,한상바오와갈비,6년 2개월,1,0,"175,104
(1.00)",0.0,100.0
한식,Grocery101shabu,0년 0개월,0,0,"242,100
(1.00)",0,0
한식,이태리부대찌개,4년 5개월,39,"452,189","96,160
(.00)",23.08,2.56
한식,돼지33,2년 4개월,7,"251,149","53,900
(.00)",85.71,0.0
한식,곱선,0년 0개월,0,0,"77,800
(.00)",0,0
한식,팔팔닭국수,1년 5개월,5,0,"55,900
(.00)",100.0,0.0
한식,삼선미나주곰탕,0년 11개월,6,"576,705","129,050
(.00)",100.0,0.0
한식,쌈촌,10년 0개월,49,"286,798","162,800
(1.00)",2.04,2.04
한식,정대박나주곰탕,2년 2개월,9,"197,705","129,050
(.00)",100.0,0.0
한식,곤지암할매소머리국밥,6년 2개월,106,"133,352","49,300
(.00)",31.13,1201.89
한식,송기원진주냉면,2년 2개월,2,0,"130,600
(.00)",100.0,0.0
한식,경원해물찜0427,0년 0개월,0,0,"74,420
(.00)",0,0
한식,전진만구구찜닭,0년 0개월,0,0,"51,500
(.00)",0,0
한식,박달재찜,0년 0개월,0,0,"69,520
(.00)",0,0
한식,김순덕원조부안집,1년 0개월,9,0,"83,100
(.00)",100.0,0.0
한식,맷돌로만,7년 11개월,13,"442,500","137,750
(.00)",15.38,100.0
한식,열선수애호박돼지국밥,3년 9개월,11,"129,066","64,625
(.00)",9.09,9.09
한식,오남매 감자탕,2년 6개월,2,0,"150,400
(.00)",50.0,0.0
한식,연암곱창,1년 9개월,4,0,"90,000
(.00)",100.0,0.0
한식,엉터리 해장국&감자탕&곱창전골,3년 4개월,11,"562,781","205,800
(1.00)",0.0,9.09
한식,엉터리생고기 두번째이야기 무한삼겹,5년 1개월,106,"461,095","199,700
(1.00)",2.83,35.85
한식,복사꽃피는집,3년 6개월,7,"872,828","227,100
(1.00)",57.14,0.0
한식,데일리갈비,4년 3개월,6,"171,256","40,920
(.00)",50.0,66.67
한식,본초맘죽,3년 11개월,11,0,"33,934
(.00)",90.91,100.0
한식,방가네소고기국밥수육,3년 2개월,2,0,"59,840
(.00)",50.0,300.0
한식,안가,6년 0개월,2,0,"130,400
(.00)",0.0,0.0
한식,광수네곱창&해장국,2년 8개월,14,0,"116,600
(.00)",92.86,0.0
한식,번지농장돌판아구찜,10년 7개월,14,"406,796","113,000
(.00)",14.29,200.0
한식,가마고개,8년 10개월,0,0,"82,300
(.00)",0,0
한식,삼시세때,12년 3개월,18,"359,869","83,600
(.00)",0.0,305.56
한식,국수평천하,4년 8개월,4,0,"53,050
(.00)",0.0,0.0
한식,엉터리생고기,14년 8개월,61,"613,348","188,700
(1.00)",0.0,16.39
한식,오늘은 쭈꾸미,4년 8개월,2,0,"90,000
(.00)",50.0,50.0
한식,한식양성소,0년 0개월,0,0,"30,600
(.00)",0,0
한식,워너비박스,4년 3개월,2,0,"47,300
(.00)",50.0,250.0
한식,댓짱돈까스,10년 0개월,13,"649,505","175,060
(1.00)",0.0,0.0
한식,최프로배달삼겹,0년 0개월,0,0,"38,500
(.00)",0,0
한식,사계진미 숯불닭갈비,3년 2개월,27,"424,289","105,900
(.00)",55.56,7.41
한식,신진성아구찜,12년 1개월,11,0,"75,900
(.00)",0.0,9.09
한식,거북이동네,1년 1개월,0,0,"132,295
(.00)",0,0
한식,노마세야매운갈비찜,8년 0개월,18,"245,374","96,700
(.00)",16.67,33.33
한식,옥이네김치찌개와직화삼겹,2년 2개월,49,"25,425","28,740
(.00)",100.0,0.0
한식,울엄마 양평해장국,5년 7개월,49,"333,739","76,500
(.00)",12.24,28.57
한식,고덕갈비,9년 2개월,1,0,"83,400
(.00)",0.0,0.0
한식,진국본가,2년 10개월,10,"278,418","119,300
(.00)",50.0,0.0
한식,靑해품당 수산식당,0년 0개월,0,0,"64,590
(.00)",0,0
한식,하회당,1년 11개월,0,0,"57,890
(.00)",0,0
한식,조춘식동갑이네,6년 11개월,16,"264,673","72,300
(.00)",31.25,31.25
한식,노리울,6년 1개월,3,0,"60,110
(.00)",0.0,0.0
한식,찜꽁찜닭,0년 0개월,0,0,"61,600
(.00)",0,0
한식,목연식당,3년 8개월,5,0,"77,250
(.00)",0.0,0.0
한식,따띠삼겹,1년 11개월,15,"211,190","26,850
(.00)",100.0,0.0
한식,경복궁삼계탕,2년 0개월,14,"530,851","50,100
(.00)",100.0,0.0
한식,샤브마니아,2년 6개월,17,"762,947","133,900
(.00)",70.59,0.0
한식,문어부인삼교비,4년 5개월,3,0,"113,000
(.00)",33.33,0.0
한식,더수상한막창,0년 11개월,0,0,"88,600
(.00)",0,0
한식,대독장,5년 5개월,32,"367,470","95,950
(.00)",3.12,0.0
한식,메밀고개 시골막국수,9년 9개월,8,"81,862","105,300
(.00)",25.0,12.5
한식,홍익궁중전통육개장,7년 0개월,55,"363,090","129,490
(.00)",7.27,616.36
한식,대동,10년 0개월,80,"394,530","193,600
(1.00)",43.75,3.75
한식,코다리밥상,5년 4개월,21,"787,707","196,100
(1.00)",19.05,9.52
